marker_id,tier,gene_name,product,gene_category,strain,clade,organism,locus_tag,protein_accession,protein_length_aa,sequence_available,is_medoid,locus_block,mean_identity_to_siblings_pct,min_pairwise_identity_pct,shared_domain_in_a_genome,cross_aligns_another_marker,caution,ortholog_groups
m017,2_exploratory,,Conserved hypothetical protein,Unknown,CC9311,I,Synechococcus CC9311,sync_2035,WP_041426646.1,151,True,False,B16,64.2,55.8,False,False,,cyanorak:CK_00001694;eggnog:1GNCY@1117;eggnog:1H0RZ@1129;eggnog:30S9R@2
m017,2_exploratory,,Conserved hypothetical protein,Unknown,WH8109,II,Synechococcus WH8109,Syncc8109_0747,WP_006849832.1,155,True,False,B16,64.2,55.8,False,False,,cyanorak:CK_00001694;eggnog:1GNCY@1117;eggnog:1H0RZ@1129;eggnog:30S9R@2
m017,2_exploratory,,Conserved hypothetical protein,Unknown,WH8102,III,Synechococcus WH8102,SYNW1784,WP_011128644.1,150,True,False,B16,64.2,55.8,False,False,,cyanorak:CK_00001694;eggnog:1GNCY@1117;eggnog:1H0RZ@1129;eggnog:30S9R@2
m017,2_exploratory,,Conserved hypothetical protein,Unknown,BL107,IV,Synechococcus sp. BL107,BL107_10217,WP_037988131.1,154,True,True,B16,64.2,55.8,False,False,,cyanorak:CK_00001694;eggnog:1GNCY@1117;eggnog:1H0RZ@1129;eggnog:30S9R@2
m017,2_exploratory,,Conserved hypothetical protein,Unknown,WH7803,V,Synechococcus WH7803,SynWH7803_0610,WP_011932522.1,150,True,False,B16,64.2,55.8,False,False,,cyanorak:CK_00001694;eggnog:1GNCY@1117;eggnog:1H0RZ@1129;eggnog:30S9R@2
m050,2_exploratory,,conserved hypothetical protein,Unknown,CC9311,I,Synechococcus CC9311,sync_2132,WP_011620046.1,149,True,False,B17,45.1,28.5,False,False,,cyanorak:CK_00051332;eggnog:1GRKQ@1117;eggnog:1H239@1129;eggnog:30U3W@2
m050,2_exploratory,,conserved hypothetical protein,Unknown,WH8109,II,Synechococcus WH8109,Syncc8109_0671,WP_006851516.1,182,True,True,B17,45.1,28.5,False,False,,cyanorak:CK_00051332;eggnog:1GRKQ@1117;eggnog:1H239@1129;eggnog:30U3W@2
m050,2_exploratory,,conserved hypothetical protein,Unknown,WH8102,III,Synechococcus WH8102,SYNW1856,WP_011128714.1,131,True,False,B17,45.1,28.5,False,False,,cyanorak:CK_00051332;eggnog:1GRKQ@1117;eggnog:1H239@1129;eggnog:30U3W@2
m050,2_exploratory,,conserved hypothetical protein,Unknown,BL107,IV,Synechococcus sp. BL107,BL107_09836,WP_009789171.1,192,True,False,B17,45.1,28.5,False,False,,cyanorak:CK_00051332;eggnog:1GRKQ@1117;eggnog:1H239@1129;eggnog:30U3W@2
m050,2_exploratory,,conserved hypothetical protein,Unknown,WH7803,V,Synechococcus WH7803,SynWH7803_1866,WP_011933764.1,147,True,False,B17,45.1,28.5,False,False,,cyanorak:CK_00051332;eggnog:1GRKQ@1117;eggnog:1H239@1129;eggnog:30U3W@2
m016,2_exploratory,,uncharacterized conserved membrane protein,Stress response and adaptation,CC9311,I,Synechococcus CC9311,sync_2092,WP_237699205.1,53,True,False,B18,84.9,79.2,False,False,,cyanorak:CK_00001578;eggnog:1GNUC@1117;eggnog:1H1M3@1129;eggnog:323BV@2
m016,2_exploratory,,uncharacterized conserved membrane protein,Stress response and adaptation,WH8109,II,Synechococcus WH8109,Syncc8109_0633,WP_006852120.1,53,True,False,B18,84.9,79.2,False,False,,cyanorak:CK_00001578;eggnog:1GNUC@1117;eggnog:1H1M3@1129;eggnog:323BV@2
m016,2_exploratory,,uncharacterized conserved membrane protein,Stress response and adaptation,WH8102,III,Synechococcus WH8102,SYNW1893,WP_173358505.1,53,True,False,B18,84.9,79.2,False,False,,cyanorak:CK_00001578;eggnog:1GNUC@1117;eggnog:1H1M3@1129;eggnog:323BV@2
m016,2_exploratory,,uncharacterized conserved membrane protein,Stress response and adaptation,BL107,IV,Synechococcus sp. BL107,BL107_09641,WP_009789132.1,53,True,True,B18,84.9,79.2,False,False,,cyanorak:CK_00001578;eggnog:1GNUC@1117;eggnog:1H1M3@1129;eggnog:323BV@2
m016,2_exploratory,,uncharacterized conserved membrane protein,Stress response and adaptation,WH7803,V,Synechococcus WH7803,SynWH7803_1904,,,False,False,B18,84.9,79.2,False,False,,cyanorak:CK_00001578;eggnog:1GNUC@1117;eggnog:1H1M3@1129;eggnog:323BV@2
m008,2_exploratory,unk11,conserved hypothetical protein,Unknown,CC9311,I,Synechococcus CC9311,SYNC_RS14125,WP_148201806.1,109,True,True,B19,0.0,0.0,True,False,,cyanorak:CK_00002548
m008,2_exploratory,unk11,conserved hypothetical protein,Unknown,WH8109,II,Synechococcus WH8109,Syncc8109_50007,,,False,False,B19,0.0,0.0,True,False,,cyanorak:CK_00002548
m008,2_exploratory,unk11,conserved hypothetical protein,Unknown,WH8102,III,Synechococcus WH8102,SYNW2014,WP_148228813.1,79,True,False,B19,0.0,0.0,True,False,,cyanorak:CK_00002548
m008,2_exploratory,unk11,conserved hypothetical protein,Unknown,BL107,IV,Synechococcus sp. BL107,BL107_08926,,,False,False,B19,0.0,0.0,True,False,,cyanorak:CK_00002548
m008,2_exploratory,unk11,conserved hypothetical protein,Unknown,WH7803,V,Synechococcus WH7803,SynWH7803_2535,,,False,False,B19,0.0,0.0,True,False,,cyanorak:CK_00002548
m009,2_exploratory,unk12,conserved hypothetical protein,Unknown,CC9311,I,Synechococcus CC9311,sync_0498,WP_041426327.1,140,True,False,B19,54.8,49.3,False,False,,cyanorak:CK_00001758;eggnog:1GNDE@1117;eggnog:1H0SP@1129;eggnog:32V8V@2
m009,2_exploratory,unk12,conserved hypothetical protein,Unknown,WH8109,II,Synechococcus WH8109,Syncc8109_RS11475,WP_071823033.1,144,True,False,B19,54.8,49.3,False,False,,cyanorak:CK_00001758;eggnog:1GNDE@1117;eggnog:1H0SP@1129;eggnog:32V8V@2
m009,2_exploratory,unk12,conserved hypothetical protein,Unknown,WH8102,III,Synechococcus WH8102,SYNW2015,WP_318655395.1,149,True,True,B19,54.8,49.3,False,False,,cyanorak:CK_00001758;eggnog:1GNDE@1117;eggnog:1H0SP@1129;eggnog:32V8V@2
m009,2_exploratory,unk12,conserved hypothetical protein,Unknown,BL107,IV,Synechococcus sp. BL107,BL107_08921,WP_009788990.1,141,True,False,B19,54.8,49.3,False,False,,cyanorak:CK_00001758;eggnog:1GNDE@1117;eggnog:1H0SP@1129;eggnog:32V8V@2
m009,2_exploratory,unk12,conserved hypothetical protein,Unknown,WH7803,V,Synechococcus WH7803,SynWH7803_0490,WP_011932404.1,144,True,False,B19,54.8,49.3,False,False,,cyanorak:CK_00001758;eggnog:1GNDE@1117;eggnog:1H0SP@1129;eggnog:32V8V@2
m010,2_exploratory,unk4,conserved hypothetical protein,Unknown,CC9311,I,Synechococcus CC9311,sync_0518,WP_011618477.1,150,True,False,B19,55.6,39.3,False,False,,cyanorak:CK_00001762;eggnog:1GN32@1117;eggnog:1H09Z@1129;eggnog:32297@2
m010,2_exploratory,unk4,conserved hypothetical protein,Unknown,WH8109,II,Synechococcus WH8109,Syncc8109_0473,WP_006851926.1,141,True,True,B19,55.6,39.3,False,False,,cyanorak:CK_00001762;eggnog:1GN32@1117;eggnog:1H09Z@1129;eggnog:32297@2
m010,2_exploratory,unk4,conserved hypothetical protein,Unknown,WH8102,III,Synechococcus WH8102,SYNW1995,WP_011128853.1,143,True,False,B19,55.6,39.3,False,False,,cyanorak:CK_00001762;eggnog:1GN32@1117;eggnog:1H09Z@1129;eggnog:32297@2
m010,2_exploratory,unk4,conserved hypothetical protein,Unknown,BL107,IV,Synechococcus sp. BL107,BL107_09026,WP_009789011.1,141,True,False,B19,55.6,39.3,False,False,,cyanorak:CK_00001762;eggnog:1GN32@1117;eggnog:1H09Z@1129;eggnog:32297@2
m010,2_exploratory,unk4,conserved hypothetical protein,Unknown,WH7803,V,Synechococcus WH7803,SynWH7803_0507,WP_011932421.1,147,True,False,B19,55.6,39.3,False,False,,cyanorak:CK_00001762;eggnog:1GN32@1117;eggnog:1H09Z@1129;eggnog:32297@2
m012,2_exploratory,unk9,conserved hypothetical protein,Unknown,CC9311,I,Synechococcus CC9311,sync_0507,WP_011618466.1,106,True,False,B19,63.2,53.1,False,False,,cyanorak:CK_00001835;eggnog:1GNKV@1117;eggnog:1H140@1129;eggnog:30SSR@2
m012,2_exploratory,unk9,conserved hypothetical protein,Unknown,WH8109,II,Synechococcus WH8109,Syncc8109_0463,WP_006851061.1,106,True,False,B19,63.2,53.1,False,False,,cyanorak:CK_00001835;eggnog:1GNKV@1117;eggnog:1H140@1129;eggnog:30SSR@2
m012,2_exploratory,unk9,conserved hypothetical protein,Unknown,WH8102,III,Synechococcus WH8102,SYNW2006,WP_071820853.1,106,True,True,B19,63.2,53.1,False,False,,cyanorak:CK_00001835;eggnog:1GNKV@1117;eggnog:1H140@1129;eggnog:30SSR@2
m012,2_exploratory,unk9,conserved hypothetical protein,Unknown,BL107,IV,Synechococcus sp. BL107,BL107_08966,WP_009788999.1,106,True,False,B19,63.2,53.1,False,False,,cyanorak:CK_00001835;eggnog:1GNKV@1117;eggnog:1H140@1129;eggnog:30SSR@2
m012,2_exploratory,unk9,conserved hypothetical protein,Unknown,WH7803,V,Synechococcus WH7803,SynWH7803_0495,WP_011932409.1,96,True,False,B19,63.2,53.1,False,False,,cyanorak:CK_00001835;eggnog:1GNKV@1117;eggnog:1H140@1129;eggnog:30SSR@2
m015,2_exploratory,,conserved hypothetical protein,Unknown,CC9311,I,Synechococcus CC9311,sync_2769,WP_011620658.1,138,True,False,B20,71.2,52.1,False,False,,cyanorak:CK_00001684;eggnog:1GE0X@1117;eggnog:1H0E2@1129;eggnog:33WJ0@2
m015,2_exploratory,,conserved hypothetical protein,Unknown,WH8109,II,Synechococcus WH8109,Syncc8109_2600,WP_025362564.1,138,True,False,B20,71.2,52.1,False,False,,cyanorak:CK_00001684;eggnog:1GE0X@1117;eggnog:1H0E2@1129;eggnog:33WJ0@2
m015,2_exploratory,,conserved hypothetical protein,Unknown,WH8102,III,Synechococcus WH8102,SYNW2361,WP_011129214.1,129,True,True,B20,71.2,52.1,False,False,,cyanorak:CK_00001684;eggnog:1GE0X@1117;eggnog:1H0E2@1129;eggnog:33WJ0@2
m015,2_exploratory,,conserved hypothetical protein,Unknown,BL107,IV,Synechococcus sp. BL107,BL107_07369,WP_037988697.1,139,True,False,B20,71.2,52.1,False,False,,cyanorak:CK_00001684;eggnog:1GE0X@1117;eggnog:1H0E2@1129;eggnog:33WJ0@2
m015,2_exploratory,,conserved hypothetical protein,Unknown,WH7803,V,Synechococcus WH7803,SynWH7803_2399,WP_011934285.1,141,True,False,B20,71.2,52.1,False,False,,cyanorak:CK_00001684;eggnog:1GE0X@1117;eggnog:1H0E2@1129;eggnog:33WJ0@2
m014,2_exploratory,,uncharacterized conserved membrane protein,Unknown,CC9311,I,Synechococcus CC9311,sync_2934,WP_006854947.1,53,True,False,B22,68.1,51.7,False,False,,cyanorak:CK_00002054;eggnog:1GNYU@1117;eggnog:1H1XJ@1129;eggnog:303IA@2
m014,2_exploratory,,uncharacterized conserved membrane protein,Unknown,WH8109,II,Synechococcus WH8109,Syncc8109_2754,WP_006851462.1,55,True,False,B22,68.1,51.7,False,False,,cyanorak:CK_00002054;eggnog:1GNYU@1117;eggnog:1H1XJ@1129;eggnog:303IA@2
m014,2_exploratory,,uncharacterized conserved membrane protein,Unknown,WH8102,III,Synechococcus WH8102,SYNW2518,WP_011129371.1,52,True,True,B22,68.1,51.7,False,False,,cyanorak:CK_00002054;eggnog:1GNYU@1117;eggnog:1H1XJ@1129;eggnog:303IA@2
m014,2_exploratory,,uncharacterized conserved membrane protein,Unknown,BL107,IV,Synechococcus sp. BL107,BL107_06694,WP_009788564.1,55,True,False,B22,68.1,51.7,False,False,,cyanorak:CK_00002054;eggnog:1GNYU@1117;eggnog:1H1XJ@1129;eggnog:303IA@2
m014,2_exploratory,,uncharacterized conserved membrane protein,Unknown,WH7803,V,Synechococcus WH7803,SynWH7803_2525,WP_011934410.1,59,True,False,B22,68.1,51.7,False,False,,cyanorak:CK_00002054;eggnog:1GNYU@1117;eggnog:1H1XJ@1129;eggnog:303IA@2
