ecotype,clade,strain,organism_name,locus_tag,gene_name,product,gene_category,cyanorak_og,og_gene_name,og_product,og_specificity_rank
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT0284,som,outer membrane porin,Stress response and adaptation,cyanorak:CK_00002330,som,outer membrane porin,0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT0351,phoH,phosphate starvation-inducible protein,Stress response and adaptation,cyanorak:CK_00000721,phoH,phosphate starvation-inducible protein,0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT0460,,phosphate-starvation-induced PsiE-like protein,Stress response and adaptation,cyanorak:CK_00001482,,phosphate-starvation-induced PsiE-like protein,0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT0508,pstS,"phosphate ABC transporter, phosphate-binding protein PstS",Stress response and adaptation,cyanorak:CK_00043821,pstS,"phosphate ABC transporter, phosphate-binding protein PstS",0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT0564,pgl,6-phosphogluconolactonase,Stress response and adaptation,cyanorak:CK_00000874,pgl,6-phosphogluconolactonase,0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT0565,gnd,6-phosphogluconate dehydrogenase,Stress response and adaptation,cyanorak:CK_00000875,gnd,6-phosphogluconate dehydrogenase,0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT0700,pstB,ABC-type phosphate transport system ATPase component,Stress response and adaptation,cyanorak:CK_00000817,pstB,ABC-type phosphate transport system ATPase component,0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT0701,pstA,ABC-type phosphate transport system permease component,Stress response and adaptation,cyanorak:CK_00000165,pstA,ABC-type phosphate transport system permease component,0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT0702,pstC,ABC-type phosphate transport system permease component,Stress response and adaptation,cyanorak:CK_00000818,pstC,ABC-type phosphate transport system permease component,0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT0754,ahpC,2-Cys peroxiredoxin,Stress response and adaptation,cyanorak:CK_00000167,ahpC,2-Cys peroxiredoxin,0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT0780,phnD,"phosphonate ABC type transporter, substrate binding component",Stress response and adaptation,cyanorak:CK_00000860,phnD,"phosphonate ABC type transporter, substrate binding component",0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT0781,phnC,"phosphonate ABC type transporter, ATPase component",Stress response and adaptation,cyanorak:CK_00008048,phnC,"phosphonate ABC type transporter, ATPase component",0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT0782,phnE,"phosphate/phosphonate ABC type transporter, permease component",Stress response and adaptation,cyanorak:CK_00000861,phnE,"phosphate/phosphonate ABC type transporter, permease component",0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT0791,prfC,peptide chain release factor 3,Stress response and adaptation,cyanorak:CK_00000865,prfC,peptide chain release factor 3,0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT0802,som,outer membrane porin,Stress response and adaptation,cyanorak:CK_00002330,som,outer membrane porin,0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT0803,ppk2,polyphosphate kinase 2,Stress response and adaptation,cyanorak:CK_00048151,ppk2,polyphosphate kinase 2,0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT0964,,conserved hypothetical protein (DUF3303),Stress response and adaptation,cyanorak:CK_00000097,PMN2A_RS00455,conserved hypothetical protein (DUF3303),0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT0993,pstS,"phosphate ABC transporter, phosphate-binding protein PstS",Stress response and adaptation,cyanorak:CK_00043821,pstS,"phosphate ABC transporter, phosphate-binding protein PstS",0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT0994,phoB,two-component system response regulator RR class II (RRII)-CheY-OmpR,Stress response and adaptation,cyanorak:CK_00008015,phoB,two-component system response regulator RR class II (RRII)-CheY-OmpR,0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT0998,som,outer membrane porin,Stress response and adaptation,cyanorak:CK_00002330,som,outer membrane porin,0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT1000,gap3,glyceraldehyde-3-phosphate dehydrogenase,Stress response and adaptation,cyanorak:CK_00008093,gap3,glyceraldehyde-3-phosphate dehydrogenase,0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT1026,mutT,NUDIX hydrolase superfamily,Stress response and adaptation,cyanorak:CK_00001443,mutT,NUDIX hydrolase superfamily,0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT1108,,possible phosphatidic acid phosphatase,Stress response and adaptation,cyanorak:CK_00000999,PMN2A_RS06570,possible phosphatidic acid phosphatase,0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT1435,,uncharacterized conserved membrane protein,Stress response and adaptation,cyanorak:CK_00000794,PMN2A_RS05395,uncharacterized conserved membrane protein,0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT1569,phoC,acid phosphatase,Stress response and adaptation,cyanorak:CK_00001999,phoC,acid phosphatase,0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT1690,rlpA,rare lipoA family protein,Cell wall and membrane,cyanorak:CK_00035906,rlpA,rare lipoA family protein,0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT1692,,conserved hypothetical protein,Stress response and adaptation,cyanorak:CK_00000562,PMN2A_RS09080,conserved hypothetical protein,0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT1747,rplR,50S ribosomal protein L18,Stress response and adaptation,cyanorak:CK_00000520,rplR,50S ribosomal protein L18,0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT1842,,pentapeptide repeats family protein,Stress response and adaptation,cyanorak:CK_00001564,,pentapeptide repeats family protein,0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT1942,galM,aldose 1-epimerase family protein,Stress response and adaptation,cyanorak:CK_00000282,galM,aldose 1-epimerase family protein,0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT1946,glgP,glycogen phosphorylase,Stress response and adaptation,cyanorak:CK_00000118,glgP,glycogen phosphorylase,0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT1979,som,outer membrane porin,Stress response and adaptation,cyanorak:CK_00002330,som,outer membrane porin,0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT2090,rplJ,50S ribosomal protein L10,Stress response and adaptation,cyanorak:CK_00000428,rplJ,50S ribosomal protein L10,0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT2091,rplL,50S ribosomal protein L7/L12,Stress response and adaptation,cyanorak:CK_00000429,rplL,50S ribosomal protein L7/L12,0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT2255,dnaK3,chaperone protein DnaK,Stress response and adaptation,cyanorak:CK_00000029,dnaK3,chaperone protein DnaK,0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT2268,spsA,sucrose phosphate synthase and phosphatase fusion protein,Stress response and adaptation,cyanorak:CK_00000368,spsA,sucrose phosphate synthase and phosphatase fusion protein,0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT_0094,,hlyD secretion family protein,Stress response and adaptation,cyanorak:CK_00047685,hlyD,hlyD secretion family protein,0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT_0997,phoR,"two-component system sensor histidine kinase, phosphate sensing PhoR",Stress response and adaptation,cyanorak:CK_00001531,phoR,"two-component system sensor histidine kinase, phosphate sensing PhoR",0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT_2156,,PAP2 superfamily protein,Stress response and adaptation,cyanorak:CK_00045468,,PAP2 superfamily protein,0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT_2631,som,outer membrane porin,Stress response and adaptation,cyanorak:CK_00002330,som,outer membrane porin,0
