locus_tag,gene_name,product,gene_category,contig,start,end,strand,role,ko_id,ko_name,ko_substrate,brite_leaf,tcdb_id,tcdb_name,substrate_call,resolution_level,organic_or_inorganic,substrate_source,substrate_confidence,substrate_evidence,substrate_options,sources
EZ55_02131,ccoN,"cytochrome-c oxidase, cbb3-type subunit I",Energy production,NZ_OX359237.1,2409236,2410669,+,,kegg.orthology:K00404,ccoN; cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9],,,tcdb:3.D.4.3,3.D.4.3,unresolved,unresolved,,,none,ccoN; cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9],,tcdb
EZ55_02132,ccoO,"cytochrome-c oxidase, cbb3-type subunit II",Energy production,NZ_OX359237.1,2410685,2411290,+,,kegg.orthology:K00405,ccoO; cytochrome c oxidase cbb3-type subunit II,,,tcdb:3.D.4.3,3.D.4.3,unresolved,unresolved,,,none,ccoO; cytochrome c oxidase cbb3-type subunit II,,tcdb
EZ55_02133,ccoQ,cbb3-type cytochrome oxidase subunit 3,Post-translational modification,NZ_OX359237.1,2411292,2411453,+,,kegg.orthology:K00407,ccoQ; cytochrome c oxidase cbb3-type subunit IV,,,tcdb:3.D.4.3,3.D.4.3,unresolved,unresolved,,,none,ccoQ; cytochrome c oxidase cbb3-type subunit IV,,tcdb
EZ55_02134,ccoP,"cytochrome-c oxidase, cbb3-type subunit III",Energy production,NZ_OX359237.1,2411470,2412423,+,,kegg.orthology:K00406,ccoP; cytochrome c oxidase cbb3-type subunit III,,,tcdb:3.D.4.3,3.D.4.3,unresolved,unresolved,,,none,ccoP; cytochrome c oxidase cbb3-type subunit III,,tcdb
EZ55_02136,ccoI,heavy metal translocating P-type ATPase,Inorganic ion transport,NZ_OX359237.1,2413118,2415586,+,ATP,kegg.orthology:K01533,copB; P-type Cu2+ transporter [EC:7.2.2.9],P-type Cu2+,,tcdb:3.A.3.5,3.A.3.5,unresolved,unresolved,,,none,copB; P-type Cu2+ transporter [EC:7.2.2.9],,kegg;tcdb
EZ55_02138,braZ,sulfite exporter TauE/SafE family protein,Unknown,NZ_OX359237.1,2415805,2416464,+,,kegg.orthology:K09792,K09792; uncharacterized protein,,,,,unresolved,unresolved,,,none,K09792; uncharacterized protein,,func
EZ55_02147,,LysE family translocator,Amino acid metabolism,NZ_OX359237.1,2424241,2424867,-,,,,,,,,lysine,specific_compound,organic,function_description,inferred,Lysine exporter protein (LysE YggA),,func
EZ55_02169,yccA,Bax inhibitor-1/YccA family protein,Unknown,NZ_OX359237.1,2442951,2443616,+,,kegg.orthology:K19416,yccA; modulator of FtsH protease,,Pores ion channels [TC:1],tcdb:1.A.14.2.1,1.A.14.2.1,unresolved,unresolved,,,none,yccA; modulator of FtsH protease,,brite;tcdb
EZ55_02176,,TonB-dependent receptor plug domain-containing protein,Inorganic ion transport,NZ_OX359237.1,2446702,2449608,-,,,,,,,,unresolved,unresolved,,,none,TonB-dependent receptor plug domain-containing protein,,func
EZ55_02178,fluC,fluoride efflux transporter CrcB,Cell cycle and division,NZ_OX359237.1,2451430,2451813,-,,kegg.orthology:K06199,"crcB, FEX; fluoride exporter",,Pores ion channels [TC:1],tcdb:1.A.43.1,1.A.43.1,unresolved,unresolved,,,none,"crcB, FEX; fluoride exporter",,brite;tcdb;func
EZ55_02181,ftsK,DNA translocase FtsK,Cell cycle and division,NZ_OX359237.1,2454021,2456810,-,ATP,kegg.orthology:K03466,"ftsK, spoIIIE; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family",,,tcdb:3.A.12,The Septal DNA Translocator (S-DNA-T) Family,unresolved,unresolved,,,none,"ftsK, spoIIIE; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family",,tcdb
EZ55_02206,,DMT family transporter,Amino acid metabolism,NZ_OX359237.1,2484520,2485386,-,PERM,,,,,,,unresolved,unresolved,,,none,DMT family transporter,,func
EZ55_02208,bamC,outer membrane protein assembly factor BamC,Cell wall and membrane,NZ_OX359237.1,2486301,2487404,-,,kegg.orthology:K07287,bamC; outer membrane protein assembly factor BamC,,Pores ion channels [TC:1],tcdb:1.B.33.1,1.B.33.1,unresolved,unresolved,,,none,bamC; outer membrane protein assembly factor BamC,,brite;tcdb
EZ55_02212,perM,AI-2E family transporter,Unknown,NZ_OX359237.1,2489646,2490719,-,PERM,kegg.orthology:K03548,perM; putative permease,putative,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.86.1,2.A.86.1,unresolved,unresolved,,,none,perM; putative permease,,brite;kegg;tcdb;func
EZ55_02235,mdtK,MATE family efflux transporter,Defense mechanisms,NZ_OX359237.1,2514909,2516282,+,,kegg.orthology:K03327,"SLC47A, MATE, DTX; MATE family, multidrug and toxin extrusion protein",,SLC47: Multidrug and toxin extrusion (MATE) family,tcdb:2.A.66.1,2.A.66.1,unresolved,unresolved,,,none,"SLC47A, MATE, DTX; MATE family, multidrug and toxin extrusion protein",,brite;tcdb;func
EZ55_02282,,TonB-dependent receptor,Inorganic ion transport,NZ_OX359237.1,2557264,2559510,+,,kegg.orthology:K02014,TC.FEV.OM; iron complex outermembrane recepter protein,,Pores ion channels [TC:1],tcdb:1.B.14,The Outer Membrane Receptor (OMR) Family,iron/siderophore,specific_compound,inorganic,kegg_ko_keyword,inferred,TC.FEV.OM; iron complex outermembrane recepter protein,,brite;tcdb;func
EZ55_02285,,efflux RND transporter permease subunit,Defense mechanisms,NZ_OX359237.1,2562325,2565459,-,PERM,,,,,,,unresolved,unresolved,,,none,efflux RND transporter permease subunit,,func
EZ55_02286,,efflux RND transporter periplasmic adaptor subunit,Cell wall and membrane,NZ_OX359237.1,2565456,2566691,-,,,,,,,,unresolved,unresolved,,,none,efflux RND transporter periplasmic adaptor subunit,,func
EZ55_02296,fur,ferric iron uptake transcriptional regulator,Transcription,NZ_OX359237.1,2575896,2576324,+,,kegg.orthology:K03711,"fur, zur, furB; Fur family transcriptional regulator, ferric uptake regulator",,,,,unresolved,unresolved,,,none,"fur, zur, furB; Fur family transcriptional regulator, ferric uptake regulator",,kegg;func
EZ55_02304,,efflux RND transporter periplasmic adaptor subunit,Cell wall and membrane,NZ_OX359237.1,2582879,2584012,+,,kegg.orthology:K03585,"acrA, mexA, adeI, smeD, mtrC, cmeA; membrane fusion protein, multidrug efflux system",,Accessory factors involved in transport [TC:8],tcdb:2.A.6.2,2.A.6.2,unresolved,unresolved,,,none,"acrA, mexA, adeI, smeD, mtrC, cmeA; membrane fusion protein, multidrug efflux system",,brite;kegg;tcdb;func
EZ55_02305,mdtB,efflux RND transporter permease subunit,Defense mechanisms,NZ_OX359237.1,2584038,2587421,+,PERM,kegg.orthology:K03296,"TC.HAE1; hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family",,,tcdb:2.A.6.2,2.A.6.2,unresolved,unresolved,,,none,"TC.HAE1; hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family",,tcdb;func
EZ55_02306,,efflux RND transporter permease subunit,Defense mechanisms,NZ_OX359237.1,2587418,2590597,+,PERM,kegg.orthology:K03296,"TC.HAE1; hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family",,,tcdb:2.A.6.2,2.A.6.2,unresolved,unresolved,,,none,"TC.HAE1; hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family",,tcdb;func
EZ55_02322,,TonB-dependent receptor,Inorganic ion transport,NZ_OX359237.1,2605826,2608456,+,,kegg.orthology:K02014,TC.FEV.OM; iron complex outermembrane recepter protein,,Pores ion channels [TC:1],tcdb:1.B.14,The Outer Membrane Receptor (OMR) Family,iron/siderophore,specific_compound,inorganic,kegg_ko_keyword,inferred,TC.FEV.OM; iron complex outermembrane recepter protein,,brite;tcdb;func
EZ55_02327,,ATP-binding cassette domain-containing protein,Inorganic ion transport,NZ_OX359237.1,2612508,2613749,-,ATP,kegg.orthology:K02017,modC; molybdate transport system ATP-binding protein [EC:7.3.2.5],molybdate,Molybdate transporter,tcdb:3.A.1.8,3.A.1.8,molybdate,specific_compound,inorganic,kegg_ko,confident,modC; molybdate transport system ATP-binding protein [EC:7.3.2.5],,brite;kegg;tcdb;func
EZ55_02328,modB,molybdate ABC transporter permease subunit,Inorganic ion transport,NZ_OX359237.1,2613751,2614446,-,PERM,kegg.orthology:K02018,modB; molybdate transport system permease protein,molybdate,Molybdate transporter,tcdb:3.A.1.8,3.A.1.8,molybdate,specific_compound,inorganic,kegg_ko,confident,modB; molybdate transport system permease protein,,brite;kegg;tcdb;func
EZ55_02329,modA,molybdate ABC transporter substrate-binding protein,Inorganic ion transport,NZ_OX359237.1,2614449,2615687,-,SBP,kegg.orthology:K02020,modA; molybdate transport system substrate-binding protein,molybdate,Molybdate transporter,tcdb:3.A.1.8,3.A.1.8,molybdate,specific_compound,inorganic,kegg_ko,confident,modA; molybdate transport system substrate-binding protein,,brite;kegg;tcdb;func
EZ55_02349,,TonB-dependent receptor domain-containing protein,Inorganic ion transport,NZ_OX359237.1,2635363,2638203,+,,,,,,,,unresolved,unresolved,,,none,TonB-dependent receptor domain-containing protein,,func
EZ55_02351,rhtA,EamA family transporter,Unknown,NZ_OX359237.1,2638974,2639858,+,PERM,kegg.orthology:K11939,rhtA; inner membrane transporter RhtA,inner,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.7.3.6,2.A.7.3.6,unresolved,unresolved,,,none,rhtA; inner membrane transporter RhtA,,brite;kegg;tcdb;func
EZ55_02395,dagA,alanine/glycine:cation symporter family protein,Amino acid metabolism,NZ_OX359237.1,2686786,2688444,-,,kegg.orthology:K03310,"TC.AGCS; alanine or glycine:cation symporter, AGCS family",,,tcdb:2.A.25,The Alanine or Glycine:Cation Symporter (AGCS) Family,glycine,specific_compound,organic,kegg_ko_keyword,inferred,"TC.AGCS; alanine or glycine:cation symporter, AGCS family",,kegg;tcdb;func
EZ55_02430,,TRAP transporter substrate-binding protein,Carbohydrate metabolism,NZ_OX359237.1,2730686,2731669,+,SBP,,,,,,,carboxylate,broad_class,organic,function_description,inferred,"COG1638 TRAP-type C4-dicarboxylate transport system, periplasmic component",,func
EZ55_02431,,TRAP transporter small permease,Carbohydrate metabolism,NZ_OX359237.1,2731672,2732157,+,PERM,,,,,,,unresolved,unresolved,,,none,TRAP transporter small permease,,func
EZ55_02432,,TRAP transporter large permease,Carbohydrate metabolism,NZ_OX359237.1,2732157,2733452,+,PERM,,,,,,,unresolved,unresolved,,,none,TRAP transporter large permease,,func
EZ55_02441,,TonB-dependent receptor,Inorganic ion transport,NZ_OX359237.1,2742176,2744875,-,,,,,,,,unresolved,unresolved,,,none,TonB-dependent receptor,,func
EZ55_02452,,type 2 periplasmic-binding domain-containing protein,Inorganic ion transport,NZ_OX359237.1,2763143,2763547,+,SBP,,,,,,,phosphate,specific_compound,inorganic,function_description,inferred,Phosphate ABC transporter substrate-binding protein,,func
EZ55_02480,sdcS,SLC13 family permease,Inorganic ion transport,NZ_OX359237.1,2789644,2791080,-,PERM,kegg.orthology:K14445,"SLC13A2_3_5; solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2/3/5",solute carrier family 13 (sodium-dependent dicarboxylate,SLC13: Human Na+-sulfate/carboxylate cotransporter,tcdb:2.A.47.1,2.A.47.1,solute carrier family 13 (sodium-dependent dicarboxylate,specific_compound,inorganic,kegg_ko,confident,"SLC13A2_3_5; solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2/3/5",,brite;kegg;tcdb;func
EZ55_02484,mscS,mechanosensitive ion channel family protein,Cell wall and membrane,NZ_OX359237.1,2795606,2796445,+,,kegg.orthology:K03442,mscS; small conductance mechanosensitive channel,small conductance mechanosensitive,Pores ion channels [TC:1],tcdb:1.A.23.2,1.A.23.2,unresolved,unresolved,,,none,mscS; small conductance mechanosensitive channel,,brite;kegg;tcdb;func
EZ55_02529,,AMP-binding protein,Lipid metabolism,NZ_OX359237.1,2845593,2847158,-,,kegg.orthology:K01897,"ACSL, fadD; long-chain-fatty-acid---CoA ligase [EC:6.2.1.3]",,,tcdb:4.C.1.1,4.C.1.1,unresolved,unresolved,,,none,"ACSL, fadD; long-chain-fatty-acid---CoA ligase [EC:6.2.1.3]",,tcdb
EZ55_02542,modF,ATP-binding cassette domain-containing protein,Inorganic ion transport,NZ_OX359237.1,2857191,2858717,+,ATP,kegg.orthology:K02013,ABC.FEV.A; iron complex transport system ATP-binding protein [EC:7.2.2.-],iron complex,Molybdate transporter,tcdb:3.A.1.14,3.A.1.14,iron complex,specific_compound,inorganic,kegg_ko,confident,ABC.FEV.A; iron complex transport system ATP-binding protein [EC:7.2.2.-],,brite;kegg;tcdb;func
EZ55_02546,atoE,short-chain fatty acid transporter,Lipid metabolism,NZ_OX359237.1,2861921,2863228,-,,kegg.orthology:K02106,atoE; short-chain fatty acids transporter,short-chain fatty acids,,tcdb:2.A.73.1,2.A.73.1,unresolved,unresolved,,,none,atoE; short-chain fatty acids transporter,,kegg;tcdb;func
EZ55_02572,nhaB,sodium/proton antiporter NhaB,Inorganic ion transport,NZ_OX359237.1,2895624,2897198,+,,kegg.orthology:K03314,"nhaB; Na+:H+ antiporter, NhaB family",,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.34.1,2.A.34.1,sodium,specific_compound,inorganic,product,inferred,sodium/proton antiporter NhaB,,brite;kegg;tcdb;func
EZ55_02573,dsbB,disulfide bond formation protein DsbB,Post-translational modification,NZ_OX359237.1,2897202,2897729,+,,kegg.orthology:K03611,dsbB; protein dithiol:quinone oxidoreductase [EC:1.8.5.9],,,tcdb:5.A.2.1,5.A.2.1,unresolved,unresolved,,,none,dsbB; protein dithiol:quinone oxidoreductase [EC:1.8.5.9],,tcdb
EZ55_02580,fadD,long-chain-fatty-acid--CoA ligase FadD,Lipid metabolism,NZ_OX359237.1,2902181,2903833,-,,kegg.orthology:K01897,"ACSL, fadD; long-chain-fatty-acid---CoA ligase [EC:6.2.1.3]",,,tcdb:4.C.1.1,4.C.1.1,unresolved,unresolved,,,none,"ACSL, fadD; long-chain-fatty-acid---CoA ligase [EC:6.2.1.3]",,tcdb
EZ55_02588,,cation diffusion facilitator family transporter,Inorganic ion transport,NZ_OX359237.1,2910112,2911032,-,,,,,,,,unresolved,unresolved,,,none,cation diffusion facilitator family transporter,,func
EZ55_02594,,sulfite exporter TauE/SafE family protein,Unknown,NZ_OX359237.1,2915484,2916392,-,,,,,,,,unresolved,unresolved,,,none,sulfite exporter TauE/SafE family protein,,func
EZ55_02613,yfdC,formate/nitrite transporter family protein,Inorganic ion transport,NZ_OX359237.1,2931582,2932427,-,,kegg.orthology:K21990,yfdC; formate-nitrite transporter family protein,formate-nitrite,,tcdb:1.A.16.4,1.A.16.4,formate-nitrite,specific_compound,inorganic,kegg_ko,confident,yfdC; formate-nitrite transporter family protein,,kegg;tcdb;func
EZ55_02616,,hypothetical protein,Inorganic ion transport,NZ_OX359237.1,2937033,2937263,+,,kegg.orthology:K02014,TC.FEV.OM; iron complex outermembrane recepter protein,,Pores ion channels [TC:1],tcdb:1.B.14,The Outer Membrane Receptor (OMR) Family,iron/siderophore,specific_compound,inorganic,kegg_ko_keyword,inferred,TC.FEV.OM; iron complex outermembrane recepter protein,,brite;tcdb
EZ55_02617,,TonB-dependent receptor,Inorganic ion transport,NZ_OX359237.1,2937534,2939888,+,,kegg.orthology:K02014,TC.FEV.OM; iron complex outermembrane recepter protein,,Pores ion channels [TC:1],tcdb:1.B.14,The Outer Membrane Receptor (OMR) Family,iron/siderophore,specific_compound,inorganic,kegg_ko_keyword,inferred,TC.FEV.OM; iron complex outermembrane recepter protein,,brite;tcdb;func
EZ55_02635,,substrate-binding periplasmic protein,Unknown,NZ_OX359237.1,2956730,2957467,-,SBP,kegg.orthology:K02030,ABC.PA.S; polar amino acid transport system substrate-binding protein,polar amino acid,Putative polar amino acid transporter,tcdb:3.A.1.3,3.A.1.3,polar amino acid,narrow_class,organic,kegg_ko,confident,ABC.PA.S; polar amino acid transport system substrate-binding protein,glutamate; aspartate; glutamine; arginine,brite;kegg;tcdb
EZ55_02647,lldP,L-lactate permease,Energy production,NZ_OX359237.1,2971348,2973057,-,PERM,kegg.orthology:K00427,"lldP, lctP; L-lactate permease",L-lactate,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.14.1.1,2.A.14.1.1,L-lactate,specific_compound,organic,kegg_ko,confident,"lldP, lctP; L-lactate permease",,brite;kegg;tcdb;func
EZ55_02649,,DcaP family trimeric outer membrane transporter,Cell wall and membrane,NZ_OX359237.1,2974186,2975313,-,,,,,,,,unresolved,unresolved,,,none,DcaP family trimeric outer membrane transporter,,func
EZ55_02654,yfiO,outer membrane protein assembly factor BamD,Cell wall and membrane,NZ_OX359237.1,2980814,2981578,+,,kegg.orthology:K05807,bamD; outer membrane protein assembly factor BamD,,Pores ion channels [TC:1],tcdb:1.B.33.1,1.B.33.1,unresolved,unresolved,,,none,bamD; outer membrane protein assembly factor BamD,,brite;tcdb
EZ55_02663,motB,flagellar motor protein MotB,Cell motility,NZ_OX359237.1,2988522,2989451,-,,kegg.orthology:K02557,motB; chemotaxis protein MotB,,Pores ion channels [TC:1],tcdb:1.A.30.1,1.A.30.1,unresolved,unresolved,,,none,motB; chemotaxis protein MotB,,brite;tcdb
EZ55_02664,pomA,flagellar motor protein PomA,Cell motility,NZ_OX359237.1,2989451,2990212,-,,kegg.orthology:K02556,motA; chemotaxis protein MotA,,Pores ion channels [TC:1],tcdb:1.A.30.1,1.A.30.1,unresolved,unresolved,,,none,motA; chemotaxis protein MotA,,brite;tcdb
EZ55_02702,fimT,GspH/FimT family pseudopilin,Cell motility,NZ_OX359237.1,3028025,3028570,+,,kegg.orthology:K08084,fimT; type IV fimbrial biogenesis protein FimT,,,tcdb:3.A.15.2,3.A.15.2,unresolved,unresolved,,,none,fimT; type IV fimbrial biogenesis protein FimT,,tcdb
EZ55_02703,gspJ,type IV pilin protein,Cell motility,NZ_OX359237.1,3028609,3029001,-,,kegg.orthology:K02456,gspG; general secretion pathway protein G,,,tcdb:3.A.15.2,3.A.15.2,unresolved,unresolved,,,none,gspG; general secretion pathway protein G,,tcdb
EZ55_02704,VP0657,prepilin-type N-terminal cleavage/methylation domain-containing protein,Cell motility,NZ_OX359237.1,3029080,3029634,+,,kegg.orthology:K08084,fimT; type IV fimbrial biogenesis protein FimT,,,tcdb:3.A.15.2,3.A.15.2,unresolved,unresolved,,,none,fimT; type IV fimbrial biogenesis protein FimT,,tcdb
EZ55_02708,pilE,type IV pilin protein,Cell motility,NZ_OX359237.1,3031613,3032077,-,,kegg.orthology:K02655,pilE; type IV pilus assembly protein PilE,,,tcdb:3.A.15.2,3.A.15.2,unresolved,unresolved,,,none,pilE; type IV pilus assembly protein PilE,,tcdb
EZ55_02718,murJ,murein biosynthesis integral membrane protein MurJ,Unknown,NZ_OX359237.1,3044720,3046279,-,,kegg.orthology:K03980,"murJ, mviN; putative peptidoglycan lipid II flippase",,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.66.4,2.A.66.4,unresolved,unresolved,,,none,"murJ, mviN; putative peptidoglycan lipid II flippase",,brite;tcdb
EZ55_02723,,bile acid:sodium symporter family protein,Unknown,NZ_OX359237.1,3050211,3051110,-,,kegg.orthology:K03453,"TC.BASS; bile acid:Na+ symporter, BASS family",,,tcdb:2.A.28,The Bile Acid:Na+ Symporter (BASS) Family,sodium,specific_compound,inorganic,product,inferred,bile acid:sodium symporter family protein,,kegg;tcdb;func
EZ55_02757,yfgL,outer membrane protein assembly factor BamB,Cell wall and membrane,NZ_OX359237.1,3084623,3085882,-,,kegg.orthology:K17713,bamB; outer membrane protein assembly factor BamB,,Pores ion channels [TC:1],tcdb:1.B.33.1,1.B.33.1,unresolved,unresolved,,,none,bamB; outer membrane protein assembly factor BamB,,brite;tcdb
EZ55_02769,sufD,Fe-S cluster assembly protein SufD,Post-translational modification,NZ_OX359237.1,3096277,3097533,-,PERM,kegg.orthology:K09015,sufD; Fe-S cluster assembly protein SufD,,,,,unresolved,unresolved,,,none,sufD; Fe-S cluster assembly protein SufD,,func
EZ55_02770,sufC,Fe-S cluster assembly ATPase SufC,Post-translational modification,NZ_OX359237.1,3097530,3098291,-,ATP,kegg.orthology:K09013,sufC; Fe-S cluster assembly ATP-binding protein,,Orphan ABC ATPase,,,unresolved,unresolved,,,none,sufC; Fe-S cluster assembly ATP-binding protein,,brite;func
EZ55_02771,sufB,Fe-S cluster assembly protein SufB,Post-translational modification,NZ_OX359237.1,3098295,3099731,-,PERM,kegg.orthology:K09014,sufB; Fe-S cluster assembly protein SufB,,,,,unresolved,unresolved,,,none,sufB; Fe-S cluster assembly protein SufB,,func
EZ55_02781,secF,protein translocase subunit SecF,Intracellular trafficking,NZ_OX359237.1,3109820,3110761,-,,kegg.orthology:K03074,secF; preprotein translocase subunit SecF,,,tcdb:2.A.6.4,2.A.6.4,unresolved,unresolved,,,none,secF; preprotein translocase subunit SecF,,kegg;tcdb;func
EZ55_02782,secD,protein translocase subunit SecD,Intracellular trafficking,NZ_OX359237.1,3110771,3112615,-,,kegg.orthology:K03072,secD; preprotein translocase subunit SecD,,,tcdb:2.A.6.4,2.A.6.4,unresolved,unresolved,,,none,secD; preprotein translocase subunit SecD,,kegg;tcdb;func
EZ55_02783,yajC,preprotein translocase subunit YajC,Intracellular trafficking,NZ_OX359237.1,3112671,3113006,-,,kegg.orthology:K03210,yajC; preprotein translocase subunit YajC,,,tcdb:3.A.5.1,3.A.5.1,unresolved,unresolved,,,none,yajC; preprotein translocase subunit YajC,,kegg;tcdb
EZ55_02789,VP1064,potassium channel protein,Inorganic ion transport,NZ_OX359237.1,3117584,3118639,+,,kegg.orthology:K10716,"kch, trkA, mthK, pch; voltage-gated potassium channel",voltage-gated potassium,Pores ion channels [TC:1],tcdb:1.A.1.1,1.A.1.1,voltage-gated potassium,specific_compound,inorganic,kegg_ko,confident,"kch, trkA, mthK, pch; voltage-gated potassium channel",,brite;kegg;tcdb;func
EZ55_02796,,ABC transporter ATP-binding protein,Defense mechanisms,NZ_OX359237.1,3123233,3123955,+,ATP,kegg.orthology:K02003,ABC.CD.A; putative ABC transport system ATP-binding protein,putative ABC,Putative ABC transporter,tcdb:3.A.1,The ATP-binding Cassette (ABC) Superfamily,unresolved,unresolved,,,none,ABC.CD.A; putative ABC transport system ATP-binding protein,,brite;kegg;tcdb;func
EZ55_02797,,ABC transporter permease,Defense mechanisms,NZ_OX359237.1,3124027,3126954,+,PERM,kegg.orthology:K02004,ABC.CD.P; putative ABC transport system permease protein,putative ABC,Putative ABC transporter,tcdb:3.A.1,The ATP-binding Cassette (ABC) Superfamily,unresolved,unresolved,,,none,ABC.CD.P; putative ABC transport system permease protein,,brite;kegg;tcdb;func
EZ55_02829,,oligosaccharide flippase family protein,Unknown,NZ_OX359237.1,3168358,3169806,-,,kegg.orthology:K03328,"TC.PST; polysaccharide transporter, PST family",polysaccharide,,tcdb:2.A.66.2,2.A.66.2,saccharide,broad_class,organic,kegg_ko,confident,"TC.PST; polysaccharide transporter, PST family",,kegg;tcdb
EZ55_02839,wza,XrtA/PEP-CTERM system exopolysaccharide export protein,Cell wall and membrane,NZ_OX359237.1,3179038,3179670,+,,kegg.orthology:K01991,"wza, gfcE; polysaccharide biosynthesis/export protein",,Pores ion channels [TC:1],tcdb:1.B.18,The Outer Membrane Auxiliary (OMA) Protein Family,unresolved,unresolved,,,none,"wza, gfcE; polysaccharide biosynthesis/export protein",,brite;tcdb
EZ55_02842,,porin family protein,Unknown,NZ_OX359237.1,3182189,3183865,+,,,,,,,,unresolved,unresolved,,,none,porin family protein,,func
EZ55_02855,suxA,TonB-dependent receptor,Cell wall and membrane,NZ_OX359237.1,3198290,3200809,-,,,,,,,,unresolved,unresolved,,,none,TonB-dependent receptor,,func
EZ55_02858,,TonB-dependent receptor,Inorganic ion transport,NZ_OX359237.1,3204241,3207144,+,,kegg.orthology:K02014,TC.FEV.OM; iron complex outermembrane recepter protein,,Pores ion channels [TC:1],tcdb:1.B.14,The Outer Membrane Receptor (OMR) Family,iron/siderophore,specific_compound,inorganic,kegg_ko_keyword,inferred,TC.FEV.OM; iron complex outermembrane recepter protein,,brite;tcdb;func
EZ55_02878,,BCCT family transporter,Cell wall and membrane,NZ_OX359237.1,3227611,3228828,+,,,,,,,,betaine/choline/glycine/glycine betaine,multi_substrate,organic,function_description,inferred,Choline-glycine betaine transporter,betaine; choline; glycine; glycine betaine,func
EZ55_02879,,TorF family putative porin,Unknown,NZ_OX359237.1,3228967,3229689,+,,,,,,,,unresolved,unresolved,,,none,TorF family putative porin,,func
EZ55_02896,,M56 family metallopeptidase,Intracellular trafficking,NZ_OX359237.1,3247939,3249180,+,,,,,,,,unresolved,unresolved,,,none,M56 family metallopeptidase,,func
EZ55_02909,,TonB-dependent receptor,Inorganic ion transport,NZ_OX359237.1,3265139,3267154,-,,kegg.orthology:K02014,TC.FEV.OM; iron complex outermembrane recepter protein,,Pores ion channels [TC:1],tcdb:1.B.14.2,1.B.14.2,iron/siderophore,specific_compound,inorganic,kegg_ko_keyword,inferred,TC.FEV.OM; iron complex outermembrane recepter protein,,brite;tcdb;func
EZ55_02911,nikA,ABC transporter substrate-binding protein,Amino acid metabolism,NZ_OX359237.1,3270944,3272554,+,SBP,kegg.orthology:K02035,ABC.PE.S; peptide/nickel transport system substrate-binding protein,peptide/nickel,Peptides/nickel transporter,tcdb:3.A.1.5,3.A.1.5,peptide/nickel,multi_substrate,organic,kegg_ko,confident,ABC.PE.S; peptide/nickel transport system substrate-binding protein,peptide; nickel,brite;kegg;tcdb;func
EZ55_02912,nikB,ABC transporter permease,Amino acid metabolism,NZ_OX359237.1,3272557,3273540,+,PERM,kegg.orthology:K02033,ABC.PE.P; peptide/nickel transport system permease protein,peptide/nickel,Peptides/nickel transporter,tcdb:3.A.1.5,3.A.1.5,peptide/nickel,multi_substrate,organic,kegg_ko,confident,ABC.PE.P; peptide/nickel transport system permease protein,peptide; nickel,brite;kegg;tcdb;func
EZ55_02913,,ABC transporter permease,Inorganic ion transport,NZ_OX359237.1,3273537,3274406,+,PERM,kegg.orthology:K02034,ABC.PE.P1; peptide/nickel transport system permease protein,peptide/nickel,Peptides/nickel transporter,tcdb:3.A.1.5,3.A.1.5,peptide/nickel,multi_substrate,organic,kegg_ko,confident,ABC.PE.P1; peptide/nickel transport system permease protein,peptide; nickel,brite;kegg;tcdb;func
EZ55_02914,,ABC transporter ATP-binding protein,Inorganic ion transport,NZ_OX359237.1,3274403,3275818,+,ATP,kegg.orthology:K02031,ddpD; peptide/nickel transport system ATP-binding protein,peptide/nickel,Peptides/nickel transporter,tcdb:3.A.1.5,3.A.1.5,peptide/nickel,multi_substrate,organic,kegg_ko,confident,ddpD; peptide/nickel transport system ATP-binding protein,peptide; nickel,brite;kegg;tcdb;func
EZ55_02922,,MFS transporter,Carbohydrate metabolism,NZ_OX359237.1,3281793,3282953,+,,,,,,,,unresolved,unresolved,,,none,MFS transporter,,func
EZ55_02929,,marine proteobacterial sortase target protein,Unknown,NZ_OX359237.1,3290441,3292624,+,,kegg.orthology:K07114,yfbK; Ca-activated chloride channel homolog,Ca-activated chloride,Pores ion channels [TC:1],tcdb:1.A.13.2.2,1.A.13.2.2,Ca-activated chloride,specific_compound,inorganic,kegg_ko,confident,yfbK; Ca-activated chloride channel homolog,,brite;kegg;tcdb
