system_id,locus_tags,gene_names,n_genes,KO_ids,component_roles,substrate_call,resolution_level,confidence_flag,source,substrate_evidence,substrate_options,importer_or_exporter,organic_or_inorganic,gene_categories
EZ55_TS282,EZ55_02430;EZ55_02431;EZ55_02432,;;,3,,SBP;PERM;PERM,carboxylate,broad_class,inferred,function_description,"COG1638 TRAP-type C4-dicarboxylate transport system, periplasmic component",,importer,organic,Carbohydrate metabolism
EZ55_TS283,EZ55_02441,,1,,-,unresolved,unresolved,none,,TonB-dependent receptor,,importer,unknown,Inorganic ion transport
EZ55_TS284,EZ55_02452,,1,,SBP,phosphate,specific_compound,inferred,function_description,Phosphate ABC transporter substrate-binding protein,,importer,inorganic,Inorganic ion transport
EZ55_TS285,EZ55_02480,sdcS,1,kegg.orthology:K14445,PERM,solute carrier family 13 (sodium-dependent dicarboxylate,specific_compound,confident,kegg_ko,"SLC13A2_3_5; solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2/3/5",,importer,inorganic,Inorganic ion transport
EZ55_TS286,EZ55_02484,mscS,1,kegg.orthology:K03442,-,unresolved,unresolved,none,reclassified: mechanosensitive ion channel; organic call is a spurious 'membrane lipid bilayer' match,mscS; small conductance mechanosensitive channel,,importer,inorganic,Cell wall and membrane
EZ55_TS287,EZ55_02529,,1,kegg.orthology:K01897,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),"ACSL, fadD; long-chain-fatty-acid---CoA ligase [EC:6.2.1.3]",,non_transporter,unknown,Lipid metabolism
EZ55_TS288,EZ55_02542,modF,1,kegg.orthology:K02013,ATP,iron complex,specific_compound,confident,kegg_ko,ABC.FEV.A; iron complex transport system ATP-binding protein [EC:7.2.2.-],,importer,inorganic,Inorganic ion transport
EZ55_TS289,EZ55_02546,atoE,1,kegg.orthology:K02106,-,unresolved,unresolved,none,,atoE; short-chain fatty acids transporter,,importer,unknown,Lipid metabolism
EZ55_TS290,EZ55_02572,nhaB,1,kegg.orthology:K03314,-,sodium,specific_compound,inferred,product,sodium/proton antiporter NhaB,,importer,inorganic,Inorganic ion transport
EZ55_TS291,EZ55_02573,dsbB,1,kegg.orthology:K03611,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),dsbB; protein dithiol:quinone oxidoreductase [EC:1.8.5.9],,non_transporter,unknown,Post-translational modification
EZ55_TS292,EZ55_02580,fadD,1,kegg.orthology:K01897,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),"ACSL, fadD; long-chain-fatty-acid---CoA ligase [EC:6.2.1.3]",,non_transporter,unknown,Lipid metabolism
EZ55_TS293,EZ55_02588,,1,,-,unresolved,unresolved,none,,cation diffusion facilitator family transporter,,exporter,unknown,Inorganic ion transport
EZ55_TS294,EZ55_02594,,1,,-,unresolved,unresolved,none,,sulfite exporter TauE/SafE family protein,,exporter,unknown,Unknown
EZ55_TS295,EZ55_02613,yfdC,1,kegg.orthology:K21990,-,formate-nitrite,specific_compound,confident,kegg_ko,yfdC; formate-nitrite transporter family protein,,importer,inorganic,Inorganic ion transport
EZ55_TS296,EZ55_02616,,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
EZ55_TS297,EZ55_02617,,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
EZ55_TS298,EZ55_02635,,1,kegg.orthology:K02030,SBP,polar amino acid,narrow_class,confident,kegg_ko,ABC.PA.S; polar amino acid transport system substrate-binding protein,glutamate; aspartate; glutamine; arginine,importer,organic,Unknown
EZ55_TS299,EZ55_02647,lldP,1,kegg.orthology:K00427,PERM,L-lactate,specific_compound,confident,kegg_ko,"lldP, lctP; L-lactate permease",,importer,organic,Energy production
EZ55_TS300,EZ55_02649,,1,,-,unresolved,unresolved,none,,DcaP family trimeric outer membrane transporter,,importer,unknown,Cell wall and membrane
EZ55_TS301,EZ55_02654,yfiO,1,kegg.orthology:K05807,-,unresolved,unresolved,none,,bamD; outer membrane protein assembly factor BamD,,importer,unknown,Cell wall and membrane
EZ55_TS302,EZ55_02663,motB,1,kegg.orthology:K02557,-,unresolved,unresolved,none,,motB; chemotaxis protein MotB,,importer,unknown,Cell motility
EZ55_TS303,EZ55_02664,pomA,1,kegg.orthology:K02556,-,unresolved,unresolved,none,,motA; chemotaxis protein MotA,,importer,unknown,Cell motility
EZ55_TS304,EZ55_02702,fimT,1,kegg.orthology:K08084,-,unresolved,unresolved,none,,fimT; type IV fimbrial biogenesis protein FimT,,importer,unknown,Cell motility
EZ55_TS305,EZ55_02703,gspJ,1,kegg.orthology:K02456,-,unresolved,unresolved,none,,gspG; general secretion pathway protein G,,exporter,unknown,Cell motility
EZ55_TS306,EZ55_02704,VP0657,1,kegg.orthology:K08084,-,unresolved,unresolved,none,,fimT; type IV fimbrial biogenesis protein FimT,,importer,unknown,Cell motility
EZ55_TS307,EZ55_02708,pilE,1,kegg.orthology:K02655,-,unresolved,unresolved,none,,pilE; type IV pilus assembly protein PilE,,importer,unknown,Cell motility
EZ55_TS308,EZ55_02718,murJ,1,kegg.orthology:K03980,-,unresolved,unresolved,none,reclassified: surface-polysaccharide / cell-envelope biosynthesis-export (not a solute importer),"murJ, mviN; putative peptidoglycan lipid II flippase",,non_transporter,unknown,Unknown
EZ55_TS309,EZ55_02723,,1,kegg.orthology:K03453,-,sodium,specific_compound,inferred,product,bile acid:sodium symporter family protein,,importer,inorganic,Unknown
EZ55_TS310,EZ55_02757,yfgL,1,kegg.orthology:K17713,-,unresolved,unresolved,none,,bamB; outer membrane protein assembly factor BamB,,importer,unknown,Cell wall and membrane
EZ55_TS311,EZ55_02769;EZ55_02770,sufD;sufC,2,kegg.orthology:K09015;kegg.orthology:K09013,PERM;ATP,unresolved,unresolved,none,,sufD; Fe-S cluster assembly protein SufD,,importer,unknown,Post-translational modification
EZ55_TS312,EZ55_02771,sufB,1,kegg.orthology:K09014,PERM,unresolved,unresolved,none,,sufB; Fe-S cluster assembly protein SufB,,importer,unknown,Post-translational modification
EZ55_TS313,EZ55_02781,secF,1,kegg.orthology:K03074,-,unresolved,unresolved,none,reclassified: protein-export/secretion (not a solute importer),secF; preprotein translocase subunit SecF,,non_transporter,unknown,Intracellular trafficking
EZ55_TS314,EZ55_02782,secD,1,kegg.orthology:K03072,-,unresolved,unresolved,none,reclassified: protein-export/secretion (not a solute importer),secD; preprotein translocase subunit SecD,,non_transporter,unknown,Intracellular trafficking
EZ55_TS315,EZ55_02783,yajC,1,kegg.orthology:K03210,-,unresolved,unresolved,none,reclassified: protein-export/secretion (not a solute importer),yajC; preprotein translocase subunit YajC,,non_transporter,unknown,Intracellular trafficking
EZ55_TS316,EZ55_02789,VP1064,1,kegg.orthology:K10716,-,voltage-gated potassium,specific_compound,confident,kegg_ko,"kch, trkA, mthK, pch; voltage-gated potassium channel",,importer,inorganic,Inorganic ion transport
EZ55_TS317,EZ55_02796;EZ55_02797,;,2,kegg.orthology:K02003;kegg.orthology:K02004,ATP;PERM,unresolved,unresolved,none,,ABC.CD.A; putative ABC transport system ATP-binding protein,,importer,unknown,Defense mechanisms
EZ55_TS318,EZ55_02829,,1,kegg.orthology:K03328,-,saccharide,broad_class,confident,kegg_ko,"TC.PST; polysaccharide transporter, PST family",,exporter,organic,Unknown
EZ55_TS319,EZ55_02839,wza,1,kegg.orthology:K01991,-,unresolved,unresolved,none,,"wza, gfcE; polysaccharide biosynthesis/export protein",,exporter,unknown,Cell wall and membrane
EZ55_TS320,EZ55_02842,,1,,-,unresolved,unresolved,none,,porin family protein,,importer,unknown,Unknown
EZ55_TS321,EZ55_02855,suxA,1,,-,unresolved,unresolved,none,,TonB-dependent receptor,,importer,unknown,Cell wall and membrane
EZ55_TS322,EZ55_02858,,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
EZ55_TS323,EZ55_02878,,1,,-,betaine/choline/glycine/glycine betaine,multi_substrate,inferred,function_description,Choline-glycine betaine transporter,betaine; choline; glycine; glycine betaine,importer,organic,Cell wall and membrane
EZ55_TS324,EZ55_02879,,1,,-,unresolved,unresolved,none,,TorF family putative porin,,importer,unknown,Unknown
EZ55_TS325,EZ55_02896,,1,,-,unresolved,unresolved,none,,M56 family metallopeptidase,,importer,unknown,Intracellular trafficking
EZ55_TS326,EZ55_02909,,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
EZ55_TS327,EZ55_02911;EZ55_02912;EZ55_02913;EZ55_02914,nikA;nikB;;,4,kegg.orthology:K02035;kegg.orthology:K02033;kegg.orthology:K02034;kegg.orthology:K02031,SBP;PERM;PERM;ATP,peptide/nickel,multi_substrate,confident,kegg_ko,ABC.PE.S; peptide/nickel transport system substrate-binding protein,peptide; nickel,importer,organic,Amino acid metabolism;Inorganic ion transport
EZ55_TS328,EZ55_02922,,1,,-,unresolved,unresolved,none,,MFS transporter,,importer,unknown,Carbohydrate metabolism
EZ55_TS329,EZ55_02929,,1,kegg.orthology:K07114,-,Ca-activated chloride,specific_compound,confident,kegg_ko,yfbK; Ca-activated chloride channel homolog,,importer,inorganic,Unknown
EZ55_TS330,EZ55_02931,czcA,1,kegg.orthology:K15726,PERM,unresolved,unresolved,none,,"czcA, cusA, cnrA; heavy metal efflux system protein",,exporter,unknown,Inorganic ion transport
EZ55_TS331,EZ55_02932,czcB,1,kegg.orthology:K15727,-,unresolved,unresolved,none,,"czcB, cusB, cnrB; membrane fusion protein, heavy metal efflux system",,exporter,unknown,Cell wall and membrane
EZ55_TS332,EZ55_02945,,1,kegg.orthology:K03291,-,sugar,broad_class,inferred,kegg_ko_keyword,"MFS.SET; MFS transporter, SET family, sugar efflux transporter",,exporter,organic,Amino acid metabolism
EZ55_TS333,EZ55_02979,gluP,1,kegg.orthology:K02429,-,fucose/galactose/glucose,multi_substrate,inferred,kegg_ko_keyword,"fucP, deoP, nagP, agaP; MFS transporter, FHS family, fucose-galactose-glucose:H+ symporter family protein",fucose; galactose; glucose,importer,organic,Carbohydrate metabolism
EZ55_TS334,EZ55_02984,,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
EZ55_TS335,EZ55_02991,,1,,PERM,unresolved,unresolved,none,,DMT family transporter,,importer,unknown,Amino acid metabolism
EZ55_TS336,EZ55_03009,mexF,1,kegg.orthology:K18138,PERM,unresolved,unresolved,none,,"acrB, mexB, adeJ, smeE, mtrD, cmeB; multidrug efflux pump",,exporter,unknown,Defense mechanisms
EZ55_TS337,EZ55_03010,mexE,1,kegg.orthology:K18298,-,unresolved,unresolved,none,,"mexE; membrane fusion protein, multidrug efflux system",,exporter,unknown,Cell wall and membrane
EZ55_TS338,EZ55_03020,ppdD,1,kegg.orthology:K02650,-,unresolved,unresolved,none,,pilA; type IV pilus assembly protein PilA,,importer,unknown,Cell motility
EZ55_TS339,EZ55_03021,pilC,1,kegg.orthology:K02653,-,unresolved,unresolved,none,,pilC; type IV pilus assembly protein PilC,,exporter,unknown,Intracellular trafficking
EZ55_TS340,EZ55_03022,pilD,1,kegg.orthology:K02464,-,unresolved,unresolved,none,,gspO; general secretion pathway protein O [EC:3.4.23.43 2.1.1.-],,exporter,unknown,Cell motility
EZ55_TS341,EZ55_03039,secA,1,kegg.orthology:K03070,-,unresolved,unresolved,none,reclassified: protein-export/secretion (not a solute importer),secA; preprotein translocase subunit SecA [EC:7.4.2.8],,non_transporter,unknown,Intracellular trafficking
EZ55_TS342,EZ55_03048,ftsW,1,kegg.orthology:K03588,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),"ftsW, spoVE, rodA; peptidoglycan glycosyltransferase [EC:2.4.99.28]",,non_transporter,unknown,Cell wall and membrane
EZ55_TS343,EZ55_03050,mraY,1,kegg.orthology:K01000,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13],,non_transporter,unknown,Cell wall and membrane
EZ55_TS344,EZ55_03057,,1,,-,unresolved,unresolved,none,,putative porin,,importer,unknown,Unknown
EZ55_TS345,EZ55_03060,cusA,1,kegg.orthology:K07787,PERM,copper,specific_compound,inferred,kegg_ko_keyword,"cusA, silA; copper/silver efflux system protein",,exporter,inorganic,Inorganic ion transport
EZ55_TS346,EZ55_03061,cusB,1,kegg.orthology:K07798,-,copper,specific_compound,inferred,kegg_ko_keyword,"cusB, silB; membrane fusion protein, copper/silver efflux system",,exporter,inorganic,Cell wall and membrane
EZ55_TS347,EZ55_03076,mscS,1,kegg.orthology:K03442,-,lipid,broad_class,inferred,reclassified: mechanosensitive ion channel; organic call is a spurious 'membrane lipid bilayer' match,"Mechanosensitive channel that participates in the regulation of osmotic pressure changes within the cell, opening in response to stretch forces in the membrane lipid bilayer, without the need for other proteins. Contributes to normal resistance to hypoosmotic shock. Forms an ion channel of 1.0 nanosiemens conductance with a slight preference for anions",,importer,inorganic,Cell wall and membrane
EZ55_TS348,EZ55_03082,pilU,1,kegg.orthology:K02670,ATP,unresolved,unresolved,none,,pilU; twitching motility protein PilU,,importer,unknown,Cell motility
EZ55_TS349,EZ55_03083,pilT,1,kegg.orthology:K02669,ATP,unresolved,unresolved,none,,pilT; twitching motility protein PilT,,importer,unknown,Cell motility
EZ55_TS350,EZ55_03091,,1,kegg.orthology:K00799,-,unresolved,unresolved,none,,"GST, gst; glutathione S-transferase [EC:2.5.1.18]",,importer,unknown,Coenzyme metabolism
EZ55_TS351,EZ55_03098,ygaZ,1,,PERM,unresolved,unresolved,none,,AzlC family ABC transporter permease,,importer,unknown,Amino acid metabolism
EZ55_TS352,EZ55_03100,araJ,1,kegg.orthology:K08156,PERM,arabinose,specific_compound,inferred,kegg_ko_keyword,"araJ; MFS transporter, DHA1 family, arabinose polymer utilization protein",,exporter,organic,Amino acid metabolism
EZ55_TS353,EZ55_03110,,1,kegg.orthology:K00666,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),K00666; fatty-acyl-CoA synthase [EC:6.2.1.-],,non_transporter,unknown,Lipid metabolism
EZ55_TS354,EZ55_03129,arsB,1,kegg.orthology:K03325,PERM,unresolved,unresolved,none,,"ACR3, arsB; arsenite transporter",,exporter,unknown,Inorganic ion transport
EZ55_TS355,EZ55_03146,kdtX,1,kegg.orthology:K12984,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),"waaE, kdtX; (heptosyl)LPS beta-1,4-glucosyltransferase [EC:2.4.1.-]",,non_transporter,unknown,Cell wall and membrane
EZ55_TS356,EZ55_03154,,1,,PERM,unresolved,unresolved,none,,MFS transporter,,importer,unknown,Amino acid metabolism
EZ55_TS357,EZ55_03156,emrE,1,kegg.orthology:K03297,-,unresolved,unresolved,none,,"emrE, qac, mmr, smr; small multidrug resistance pump",,exporter,unknown,Intracellular trafficking
EZ55_TS358,EZ55_03161,,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
EZ55_TS359,EZ55_03169,nanT,1,kegg.orthology:K03307,-,The Solute:Sodium Symporter (SSS),specific_compound,inferred,tcdb_family,The Solute:Sodium Symporter (SSS) Family,,importer,inorganic,Amino acid metabolism
EZ55_TS360,EZ55_03181,btuF,1,kegg.orthology:K02016,SBP,iron complex,specific_compound,confident,kegg_ko,ABC.FEV.S; iron complex transport system substrate-binding protein,,importer,inorganic,Inorganic ion transport
EZ55_TS361,EZ55_03193,nhaD,1,,PERM,unresolved,unresolved,none,,ArsB/NhaD family transporter,,importer,unknown,Inorganic ion transport
EZ55_TS362,EZ55_03194,fucP,1,kegg.orthology:K02429,PERM,fucose/galactose/glucose,multi_substrate,inferred,kegg_ko_keyword,"fucP, deoP, nagP, agaP; MFS transporter, FHS family, fucose-galactose-glucose:H+ symporter family protein",fucose; galactose; glucose,importer,organic,Carbohydrate metabolism
EZ55_TS363,EZ55_03195,rpfN,1,kegg.orthology:K07267,-,carbohydrate,broad_class,inferred,product,carbohydrate porin,,importer,organic,Cell wall and membrane
EZ55_TS364,EZ55_03200,,1,kegg.orthology:K00799,-,unresolved,unresolved,none,,"GST, gst; glutathione S-transferase [EC:2.5.1.18]",,importer,unknown,Post-translational modification
EZ55_TS365,EZ55_03209,VP1164,1,,-,manganese,specific_compound,inferred,product,putative manganese transporter,,exporter,inorganic,Unknown
EZ55_TS366,EZ55_03211,eriC,1,kegg.orthology:K03281,-,chloride,specific_compound,confident,kegg_ko,"clcA, clcB, CLC-E, CLC-F; chloride channel protein, CIC family",,importer,inorganic,Inorganic ion transport
EZ55_TS367,EZ55_03215,mntH,1,,-,unresolved,unresolved,none,,Nramp family divalent metal transporter,,importer,unknown,Inorganic ion transport
EZ55_TS368,EZ55_03232,,1,kegg.orthology:K02055,SBP,putative spermidine/putrescine,multi_substrate,confident,kegg_ko,ABC.SP.S; putative spermidine/putrescine transport system substrate-binding protein,putative spermidine; putrescine,importer,organic,Amino acid metabolism
EZ55_TS369,EZ55_03237;EZ55_03238,lptF;lptG,2,kegg.orthology:K07091;kegg.orthology:K11720,PERM;PERM,saccharide,broad_class,confident,kegg_ko,lptF; lipopolysaccharide export system permease protein,,exporter,organic,Unknown
EZ55_TS370,EZ55_03240,,1,,-,unresolved,unresolved,none,,TonB-dependent receptor,,importer,unknown,Coenzyme metabolism
EZ55_TS371,EZ55_03264,,1,kegg.orthology:K01992,PERM,unresolved,unresolved,none,,ABC-2.P; ABC-2 type transport system permease protein,,importer,unknown,Defense mechanisms
EZ55_TS372,EZ55_03265,,1,kegg.orthology:K01992,PERM,unresolved,unresolved,none,,ABC-2.P; ABC-2 type transport system permease protein,,importer,unknown,Defense mechanisms
EZ55_TS373,EZ55_03288,yhhT,1,,-,unresolved,unresolved,none,,AI-2E family transporter,,importer,unknown,Unknown
EZ55_TS374,EZ55_03289,fcuA,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
EZ55_TS375,EZ55_03301,glpF,1,kegg.orthology:K02440,-,glycerol,specific_compound,inferred,kegg_ko_keyword,glpF; glycerol uptake facilitator,,importer,organic,Intracellular trafficking
EZ55_TS376,EZ55_03302,yigM,1,,PERM,unresolved,unresolved,none,,DMT family transporter,,importer,unknown,Amino acid metabolism
EZ55_TS377,EZ55_03304,,1,,-,unresolved,unresolved,none,,TonB-dependent receptor plug domain-containing protein,,importer,unknown,Inorganic ion transport
EZ55_TS378,EZ55_03305,mntP,1,,-,manganese,specific_compound,inferred,product,manganese efflux pump MntP,,exporter,inorganic,Inorganic ion transport
EZ55_TS379,EZ55_03313,,1,kegg.orthology:K07088,-,unresolved,unresolved,none,,K07088,,exporter,unknown,Unknown
EZ55_TS380,EZ55_03317,,1,,SBP,unresolved,unresolved,none,,ABC transporter substrate-binding protein,,importer,unknown,Amino acid metabolism
EZ55_TS381,EZ55_03319;EZ55_03320,pedB;pedC,2,kegg.orthology:K01990;kegg.orthology:K01992,ATP;PERM,unresolved,unresolved,none,,ABC-2.A; ABC-2 type transport system ATP-binding protein,,exporter,unknown,Defense mechanisms
EZ55_TS382,EZ55_03327,,1,,-,unresolved,unresolved,none,,TonB-dependent receptor,,importer,unknown,Coenzyme metabolism
EZ55_TS383,EZ55_03328,,1,,-,unresolved,unresolved,none,,porin family protein,,importer,unknown,Cell wall and membrane
EZ55_TS384,EZ55_03341,betT,1,kegg.orthology:K02168,-,choline/glycine/proline betaine,multi_substrate,confident,kegg_ko,"betT, betS; choline/glycine/proline betaine transport protein",choline; glycine; proline betaine,importer,organic,Cell wall and membrane
EZ55_TS385,EZ55_03344,,1,,-,unresolved,unresolved,none,,TonB-dependent receptor domain-containing protein,,importer,unknown,Cell wall and membrane
EZ55_TS386,EZ55_03360,,1,,-,unresolved,unresolved,none,reclassified: mechanosensitive ion channel; organic call is a spurious 'membrane lipid bilayer' match,mechanosensitive ion channel family protein,,importer,inorganic,Cell wall and membrane
EZ55_TS387,EZ55_03363,,1,kegg.orthology:K03286,-,unresolved,unresolved,none,,"TC.OOP; OmpA-OmpF porin, OOP family",,importer,unknown,Cell wall and membrane
EZ55_TS388,EZ55_03368,,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
EZ55_TS389,EZ55_03369,,1,,-,unresolved,unresolved,none,,sulfite exporter TauE/SafE family protein,,exporter,unknown,Unknown
EZ55_TS390,EZ55_03412,,1,kegg.orthology:K16053,-,unresolved,unresolved,none,reclassified: mechanosensitive ion channel; organic call is a spurious 'membrane lipid bilayer' match,"ybdG, mscM; miniconductance mechanosensitive channel",,importer,inorganic,Cell wall and membrane
EZ55_TS391,EZ55_03416,,1,kegg.orthology:K03308,-,sodium,specific_compound,inferred,product,sodium-dependent transporter,,importer,inorganic,Unknown
EZ55_TS392,EZ55_03424,,1,kegg.orthology:K03559,-,unresolved,unresolved,none,,exbD; biopolymer transport protein ExbD,,importer,unknown,Intracellular trafficking
EZ55_TS393,EZ55_03426,,1,kegg.orthology:K20543,-,unresolved,unresolved,none,reclassified: surface-polysaccharide / cell-envelope biosynthesis-export (not a solute importer),bcsC; cellulose synthase operon protein C,,non_transporter,unknown,Post-translational modification
EZ55_TS394,EZ55_03428,,1,kegg.orthology:K20541,-,unresolved,unresolved,none,reclassified: surface-polysaccharide / cell-envelope biosynthesis-export (not a solute importer),bcsB; cellulose synthase operon protein B,,non_transporter,unknown,Unknown
EZ55_TS395,EZ55_03429,bcsA,1,kegg.orthology:K00694,-,unresolved,unresolved,none,reclassified: surface-polysaccharide / cell-envelope biosynthesis-export (not a solute importer),bcsA; cellulose synthase (UDP-forming) [EC:2.4.1.12],,non_transporter,unknown,Cell wall and membrane
EZ55_TS396,EZ55_03439,,1,,PERM,unresolved,unresolved,none,,APC family permease,,importer,unknown,Amino acid metabolism
EZ55_TS397,EZ55_03451,ybbW,1,kegg.orthology:K03457,PERM,unresolved,unresolved,none,,"TC.NCS1; nucleobase:cation symporter-1, NCS1 family",,importer,unknown,Nucleotide metabolism
EZ55_TS398,EZ55_03452,,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
EZ55_TS399,EZ55_03464,gntU,1,kegg.orthology:K03299,PERM,gluconate,specific_compound,inferred,kegg_ko_keyword,"TC.GNTP; gluconate:H+ symporter, GntP family",,importer,organic,Amino acid metabolism
EZ55_TS400,EZ55_03486,,1,,-,unresolved,unresolved,none,,TonB-dependent receptor,,importer,unknown,Inorganic ion transport
EZ55_TS401,EZ55_03487,,1,,SBP,phosphonate,specific_compound,inferred,function_description,"COG3221 ABC-type phosphate phosphonate transport system, periplasmic component",,importer,inorganic,Inorganic ion transport
EZ55_TS402,EZ55_03490,yeiM,1,kegg.orthology:K03317,-,nucleoside,narrow_class,confident,kegg_ko,"TC.CNT; concentrative nucleoside transporter, CNT family",,importer,organic,Intracellular trafficking
EZ55_TS403,EZ55_03498,actP,1,kegg.orthology:K14393,-,sodium,specific_compound,inferred,product,sodium:solute symporter family protein,,importer,inorganic,Unknown
EZ55_TS404,EZ55_03501,,1,,-,lipid,broad_class,inferred,reclassified: mechanosensitive ion channel; organic call is a spurious 'membrane lipid bilayer' match,"Mechanosensitive channel that participates in the regulation of osmotic pressure changes within the cell, opening in response to stretch forces in the membrane lipid bilayer, without the need for other proteins. Contributes to normal resistance to hypoosmotic shock. Forms an ion channel of 1.0 nanosiemens conductance with a slight preference for anions",,importer,inorganic,Cell wall and membrane
EZ55_TS405,EZ55_03505,,1,,SBP,amino acid,broad_class,inferred,product,amino acid ABC transporter substrate-binding protein,,importer,organic,Amino acid metabolism
EZ55_TS406,EZ55_03508,,1,,-,unresolved,unresolved,none,,DcaP family trimeric outer membrane transporter,,importer,unknown,Cell wall and membrane
EZ55_TS407,EZ55_03509,nptA,1,kegg.orthology:K14683,-,solute carrier family 34 (sodium-dependent phosphate co,specific_compound,confident,kegg_ko,"SLC34A, NPT, nptA; solute carrier family 34 (sodium-dependent phosphate cotransporter)",,importer,inorganic,Inorganic ion transport
EZ55_TS408,EZ55_03542,,1,kegg.orthology:K02021,ATP,unresolved,unresolved,none,,ABC.MR; putative ABC transport system ATP-binding protein,,importer,unknown,Defense mechanisms
EZ55_TS409,EZ55_03550,,1,kegg.orthology:K20444,-,unresolved,unresolved,none,reclassified: surface-polysaccharide / cell-envelope biosynthesis-export (not a solute importer),rfbC; O-antigen biosynthesis protein [EC:2.4.1.-],,non_transporter,unknown,Unknown
EZ55_TS410,EZ55_03580,secY,1,kegg.orthology:K03076,-,unresolved,unresolved,none,reclassified: protein-export/secretion (not a solute importer),secY; preprotein translocase subunit SecY,,non_transporter,unknown,Intracellular trafficking
EZ55_TS411,EZ55_03601,,1,,-,unresolved,unresolved,none,,TonB-dependent receptor,,importer,unknown,Coenzyme metabolism
EZ55_TS412,EZ55_03604,motX,1,kegg.orthology:K21217,-,unresolved,unresolved,none,,motX; sodium-type polar flagellar protein MotX,,importer,unknown,Cell motility
EZ55_TS413,EZ55_03609,,1,kegg.orthology:K02030,SBP,polar amino acid,narrow_class,confident,kegg_ko,ABC.PA.S; polar amino acid transport system substrate-binding protein,glutamate; aspartate; glutamine; arginine,importer,organic,Amino acid metabolism
EZ55_TS414,EZ55_03614,cydA,1,kegg.orthology:K00425,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),cydA; cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7],,non_transporter,unknown,Energy production
EZ55_TS415,EZ55_03615,cydB,1,kegg.orthology:K00426,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),cydB; cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7],,non_transporter,unknown,Energy production
EZ55_TS416,EZ55_03627,,1,kegg.orthology:K02044,SBP,phosphonate,specific_compound,confident,kegg_ko,phnD; phosphonate transport system substrate-binding protein,,importer,inorganic,Inorganic ion transport
EZ55_TS417,EZ55_03632,,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
EZ55_TS418,EZ55_03634,,1,,SBP,unresolved,unresolved,none,,amidohydrolase family protein,,importer,unknown,Secondary metabolites
EZ55_TS419,EZ55_03640,,1,,-,unresolved,unresolved,none,,MotA/TolQ/ExbB proton channel family protein,,importer,unknown,Intracellular trafficking
EZ55_TS420,EZ55_03644;EZ55_03645,;cvaB,2,kegg.orthology:K13408;kegg.orthology:K06147,-;ATP,glycine,specific_compound,inferred,function_description,"COG2274 ABC-type bacteriocin lantibiotic exporters, contain an N-terminal double-glycine peptidase domain",,exporter,organic,Cell wall and membrane;Defense mechanisms
