og_id,consensus_product,total_member_count,total_organism_count,proc_strains,proc_members,proc_hypo_members,frac_hypo,tier,is_hypothetical,breadth,n_significant_datapoints,best_rank,max_abs_log2fc,direction,direction_by_treatment,n_tested_datapoints,pct_datapoints_de,n_members_with_de,dominant_category,responded,is_broad,is_prominent,is_highlight
cyanorak:CK_00001080,acyl-[acyl-carrier-protein]-UDP-N- acetylglucosamine O-acyltransferase,21,21,17,17,0,0.0,core,False,5,15,38.0,12.04,mixed,"{'coculture': 'down', 'darkness': 'mixed', 'nitrogen': 'mixed', 'plastic': 'down', 'salt': 'down'}",,,4.0,Cell wall and membrane,True,False,True,False
cyanorak:CK_00001238,cytosine deaminase,21,21,17,17,0,0.0,core,False,5,15,23.0,7.34,mixed,"{'darkness': 'mixed', 'nitrogen': 'up', 'plastic': 'up', 'salt': 'up', 'viral': 'up'}",,,5.0,Amino acid metabolism,True,False,False,False
cyanorak:CK_00009006,ABC1 family protein,21,21,17,17,0,0.0,core,False,5,15,8.0,4.37,mixed,"{'darkness': 'up', 'light': 'up', 'nitrogen': 'down', 'plastic': 'up', 'salt': 'down'}",,,4.0,Unknown,True,False,False,False
cyanorak:CK_00000805,"possible pyrophosphatase, MazG family",21,21,17,17,0,0.0,core,False,5,15,39.0,7.49,mixed,"{'carbon': 'down', 'darkness': 'down', 'nitrogen': 'mixed', 'plastic': 'up', 'salt': 'up'}",,,4.0,Unknown,True,False,False,False
cyanorak:CK_00000823,"3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II",21,21,17,17,0,0.0,core,False,5,15,21.0,4.08,mixed,"{'carbon': 'up', 'darkness': 'mixed', 'iron': 'mixed', 'nitrogen': 'up', 'salt': 'up'}",,,4.0,Coenzyme metabolism,True,False,False,False
cyanorak:CK_00000966,dihydropteroate synthase,21,21,17,17,0,0.0,core,False,5,15,17.0,2.61,mixed,"{'darkness': 'mixed', 'nitrogen': 'up', 'plastic': 'down', 'salt': 'up', 'viral': 'up'}",,,5.0,Coenzyme metabolism,True,False,False,False
cyanorak:CK_00000950,chromosomal replication initiator protein,21,21,17,17,0,0.0,core,False,5,15,10.0,4.71,mixed,"{'carbon': 'up', 'darkness': 'mixed', 'growth_phase': 'up', 'nitrogen': 'mixed', 'salt': 'down'}",,,5.0,Replication and repair,True,False,False,False
cyanorak:CK_00000670,"acetyl-CoA carboxylase, carboxyl transferase alpha subunit",21,21,17,17,0,0.0,core,False,5,15,36.0,12.34,mixed,"{'carbon': 'down', 'coculture': 'mixed', 'darkness': 'mixed', 'nitrogen': 'down', 'salt': 'down'}",,,5.0,Lipid metabolism,True,False,True,False
cyanorak:CK_00001039,gap repair protein RecO,21,21,17,17,0,0.0,core,False,5,15,5.0,10.55,mixed,"{'coculture': 'mixed', 'darkness': 'up', 'nitrogen': 'mixed', 'salt': 'down', 'viral': 'up'}",,,4.0,Replication and repair,True,False,True,False
cyanorak:CK_00000569,"transcriptional regulator, NrdR family",21,21,17,17,0,0.0,core,False,5,15,19.0,3.35,mixed,"{'coculture': 'up', 'darkness': 'up', 'nitrogen': 'mixed', 'plastic': 'mixed', 'salt': 'up'}",,,5.0,Regulatory functions,True,False,False,False
cyanorak:CK_00000114,"protoporphyrin IX Mg-chelatase, subunit ChlD",21,21,17,17,0,0.0,core,False,5,15,7.0,4.71,mixed,"{'carbon': 'down', 'darkness': 'mixed', 'nitrogen': 'down', 'phosphorus': 'down', 'salt': 'down'}",,,3.0,Coenzyme metabolism,True,False,False,False
cyanorak:CK_00000262,"ADP-ribose diphosphatase, NUDIX hydrolase superfamily",22,21,17,17,0,0.0,core,False,5,15,37.0,3.0,mixed,"{'darkness': 'down', 'light': 'up', 'nitrogen': 'mixed', 'plastic': 'up', 'salt': 'up'}",,,4.0,Nucleotide metabolism,True,False,False,False
cyanorak:CK_00000199,uncharacterised conserved protein UCP037673,21,21,17,17,0,0.0,core,False,5,15,32.0,10.64,mixed,"{'coculture': 'mixed', 'darkness': 'down', 'nitrogen': 'mixed', 'plastic': 'up', 'salt': 'down'}",,,6.0,Coenzyme metabolism,True,False,True,False
cyanorak:CK_00008107,"DNA gyrase/topoisomerase IV, subunit A family protein",21,21,17,17,0,0.0,core,False,5,15,15.0,3.7,mixed,"{'coculture': 'down', 'darkness': 'up', 'nitrogen': 'mixed', 'plastic': 'up', 'salt': 'down'}",,,4.0,Replication and repair,True,False,False,False
cyanorak:CK_00000492,ATP-dependent protease,20,20,16,16,0,0.0,core,False,5,15,45.0,2.35,mixed,"{'carbon': 'down', 'darkness': 'mixed', 'nitrogen': 'mixed', 'plastic': 'up', 'salt': 'up'}",,,4.0,Post-translational modification,True,False,False,False
cyanorak:CK_00002551,photosystem II reaction center protein PsbM,20,20,16,16,0,0.0,core,False,5,15,38.0,2.57,mixed,"{'carbon': 'down', 'darkness': 'mixed', 'nitrogen': 'down', 'plastic': 'down', 'salt': 'down'}",,,5.0,Photosynthesis,True,False,False,False
cyanorak:CK_00001621,OsmC/Ohr family domain-containing protein,18,18,15,15,0,0.0,core,False,5,15,23.0,3.37,mixed,"{'carbon': 'down', 'coculture': 'up', 'darkness': 'mixed', 'nitrogen': 'up', 'salt': 'up'}",,,4.0,Stress response and adaptation,True,False,False,False
cyanorak:CK_00000474,conserved hypothetical protein,18,18,14,14,0,0.0,core,False,5,15,19.0,10.97,mixed,"{'coculture': 'down', 'darkness': 'mixed', 'light': 'up', 'nitrogen': 'down', 'salt': 'down'}",,,3.0,Unknown,True,False,True,False
cyanorak:CK_00001413,conserved hypothetical protein,18,17,13,14,0,0.0,broad,False,5,15,7.0,7.0,mixed,"{'darkness': 'mixed', 'iron': 'mixed', 'nitrogen': 'up', 'plastic': 'up', 'salt': 'down'}",,,4.0,Unknown,True,False,False,False
cyanorak:CK_00037507,conserved hypothetical protein,16,14,13,15,0,0.0,broad,False,5,15,2.0,7.35,mixed,"{'carbon': 'down', 'darkness': 'mixed', 'light': 'down', 'nitrogen': 'up', 'viral': 'down'}",,,4.0,Unknown,True,False,True,False
cyanorak:CK_00000388,7-carboxy-7-deazaguanine synthase,21,21,17,17,0,0.0,core,False,5,14,45.0,11.4,mixed,"{'coculture': 'down', 'darkness': 'mixed', 'nitrogen': 'mixed', 'plastic': 'down', 'salt': 'up'}",,,4.0,Coenzyme metabolism,True,False,True,False
cyanorak:CK_00055891,trigger factor,21,21,17,17,0,0.0,core,False,5,14,9.0,2.33,mixed,"{'carbon': 'mixed', 'darkness': 'down', 'nitrogen': 'down', 'salt': 'down', 'viral': 'down'}",,,4.0,Post-translational modification,True,False,False,False
cyanorak:CK_00000316,acetyltransferase family protein,21,21,17,17,0,0.0,core,False,5,14,46.0,6.37,mixed,"{'darkness': 'mixed', 'light': 'up', 'nitrogen': 'down', 'plastic': 'down', 'salt': 'up'}",,,4.0,Transcription,True,False,False,False
cyanorak:CK_00008019,"NblS-interacting two-component response regulator, OmpR family",21,21,17,17,0,0.0,core,False,5,14,55.0,4.05,mixed,"{'carbon': 'up', 'darkness': 'mixed', 'light': 'up', 'nitrogen': 'down', 'salt': 'up'}",,,5.0,Regulatory functions,True,False,False,False
cyanorak:CK_00000297,lysine--tRNA ligase,21,21,17,17,0,0.0,core,False,5,14,28.0,3.21,mixed,"{'carbon': 'mixed', 'coculture': 'down', 'darkness': 'mixed', 'nitrogen': 'down', 'salt': 'down'}",,,5.0,Translation,True,False,False,False
cyanorak:CK_00000491,2-methyl-6-phytylbenzoquinone methyltransferase,21,21,17,17,0,0.0,core,False,5,14,61.0,2.51,mixed,"{'coculture': 'down', 'darkness': 'up', 'nitrogen': 'mixed', 'plastic': 'up', 'salt': 'up'}",,,4.0,Coenzyme metabolism,True,False,False,False
cyanorak:CK_00001113,nicotinate (nicotinamide) nucleotide adenylyltransferase,21,21,17,17,0,0.0,core,False,5,14,93.0,7.05,mixed,"{'coculture': 'up', 'darkness': 'mixed', 'nitrogen': 'down', 'plastic': 'down', 'salt': 'down'}",,,4.0,Coenzyme metabolism,True,False,False,False
cyanorak:CK_00001084,phosphoribosylaminoimidazolesuccinocarboxamide synthase,22,21,17,18,0,0.0,core,False,5,14,68.0,4.01,mixed,"{'coculture': 'mixed', 'darkness': 'mixed', 'nitrogen': 'down', 'plastic': 'up', 'salt': 'mixed'}",,,6.0,Nucleotide metabolism,True,False,False,False
cyanorak:CK_00000737,ornithine carbamoyltransferase,21,21,17,17,0,0.0,core,False,5,14,91.0,4.22,mixed,"{'carbon': 'down', 'darkness': 'mixed', 'nitrogen': 'up', 'plastic': 'up', 'salt': 'up'}",,,4.0,Amino acid metabolism,True,False,False,False
cyanorak:CK_00001244,"ABC-type Mn2+/Zn2+ transport system, permease component",21,21,17,17,0,0.0,core,False,5,14,28.0,6.36,mixed,"{'carbon': 'mixed', 'darkness': 'mixed', 'nitrogen': 'up', 'plastic': 'down', 'salt': 'down'}",,,5.0,Transport,True,False,False,False
cyanorak:CK_00000903,S-adenosyl-L-methionine-dependent methyltransferase,21,21,17,17,0,0.0,core,False,5,14,43.0,3.3,mixed,"{'darkness': 'mixed', 'light': 'up', 'nitrogen': 'down', 'plastic': 'up', 'salt': 'up'}",,,4.0,Stress response and adaptation,True,False,False,False
cyanorak:CK_00008052,chaperone protein DnaK,21,21,17,17,0,0.0,core,False,5,14,44.0,6.5,mixed,"{'carbon': 'mixed', 'darkness': 'mixed', 'nitrogen': 'mixed', 'phosphorus': 'down', 'salt': 'down'}",,,4.0,Post-translational modification,True,False,False,False
cyanorak:CK_00000072,conserved hypothetical protein,21,21,17,17,0,0.0,core,False,5,14,62.0,5.5,mixed,"{'darkness': 'mixed', 'nitrogen': 'down', 'plastic': 'up', 'salt': 'up', 'viral': 'down'}",,,5.0,Unknown,True,False,False,False
cyanorak:CK_00000800,N5-carboxyaminoimidazole ribonucleotide synthetase monomer,21,21,17,17,0,0.0,core,False,5,14,57.0,4.33,mixed,"{'coculture': 'down', 'darkness': 'mixed', 'nitrogen': 'up', 'plastic': 'up', 'salt': 'down'}",,,3.0,Nucleotide metabolism,True,False,False,False
cyanorak:CK_00000100,"acetolactate synthase, large subunit, biosynthetic type",21,21,17,17,0,0.0,core,False,5,14,27.0,1.63,mixed,"{'darkness': 'down', 'nitrogen': 'down', 'phosphorus': 'up', 'plastic': 'down', 'salt': 'down'}",,,5.0,Amino acid metabolism,True,False,False,False
cyanorak:CK_00000625,fibronectin-binding A family protein,21,21,17,17,0,0.0,core,False,5,14,26.0,10.81,mixed,"{'carbon': 'up', 'coculture': 'down', 'darkness': 'up', 'nitrogen': 'down', 'salt': 'down'}",,,4.0,Transcription,True,False,True,False
cyanorak:CK_00000697,ribosomal RNA small subunit methyltransferase B,21,21,17,17,0,0.0,core,False,5,14,4.0,5.97,mixed,"{'darkness': 'mixed', 'nitrogen': 'up', 'plastic': 'up', 'salt': 'up', 'viral': 'up'}",,,3.0,Translation,True,False,False,False
cyanorak:CK_00000585,putative tRNA-(MS[2]IO[6]A)-hydroxylase,21,21,17,17,0,0.0,core,False,5,14,34.0,6.84,mixed,"{'coculture': 'down', 'darkness': 'mixed', 'growth_phase': 'down', 'nitrogen': 'mixed', 'salt': 'mixed'}",,,5.0,Translation,True,False,False,False
cyanorak:CK_00000821,methylthioadenosine phosphorylase,21,21,17,17,0,0.0,core,False,5,14,102.0,5.45,mixed,"{'carbon': 'up', 'coculture': 'down', 'darkness': 'mixed', 'nitrogen': 'up', 'salt': 'up'}",,,4.0,Nucleotide metabolism,True,False,False,False
cyanorak:CK_00000223,1-acyl-sn-glycerol-3-phosphate acyltransferase,21,21,17,17,0,0.0,core,False,5,14,17.0,11.1,mixed,"{'coculture': 'down', 'darkness': 'mixed', 'growth_phase': 'down', 'nitrogen': 'down', 'salt': 'down'}",,,5.0,Lipid metabolism,True,False,True,False
cyanorak:CK_00000213,NADH dehydrogenase I subunit NdhO,21,21,17,17,0,0.0,core,False,5,14,27.0,6.15,mixed,"{'coculture': 'down', 'darkness': 'mixed', 'nitrogen': 'up', 'plastic': 'up', 'salt': 'up'}",,,5.0,Carbohydrate metabolism,True,False,False,False
cyanorak:CK_00000050,high light inducible protein,28,21,17,17,0,0.0,core,False,5,14,10.0,6.57,mixed,"{'coculture': 'up', 'darkness': 'mixed', 'growth_phase': 'up', 'nitrogen': 'up', 'salt': 'down'}",,,5.0,Stress response and adaptation,True,False,False,False
cyanorak:CK_00001144,"ABC transporter involved in Fe-S cluster assembly, permease component",21,21,17,17,0,0.0,core,False,5,14,5.0,1.36,mixed,"{'carbon': 'up', 'darkness': 'mixed', 'nitrogen': 'mixed', 'phosphorus': 'up', 'salt': 'up'}",,,5.0,Coenzyme metabolism,True,False,False,False
cyanorak:CK_00000747,pyridoxine 5^-phosphate synthase,20,20,16,16,0,0.0,core,False,5,14,3.0,4.21,mixed,"{'carbon': 'mixed', 'darkness': 'down', 'nitrogen': 'up', 'plastic': 'down', 'salt': 'up'}",,,5.0,Coenzyme metabolism,True,False,True,False
cyanorak:CK_00001304,"TIM-barrel , nifR3 family protein",20,20,16,16,0,0.0,core,False,5,14,8.0,11.04,mixed,"{'coculture': 'down', 'darkness': 'mixed', 'nitrogen': 'up', 'salt': 'up', 'viral': 'up'}",,,4.0,Coenzyme metabolism,True,False,True,False
cyanorak:CK_00001312,possible S-adenosyl-L-methionine-dependent methyltransferase,17,17,13,13,0,0.0,broad,False,5,14,45.0,10.81,mixed,"{'coculture': 'down', 'darkness': 'mixed', 'nitrogen': 'mixed', 'plastic': 'down', 'salt': 'up'}",,,4.0,Coenzyme metabolism,True,False,True,False
cyanorak:CK_00001161,"GDP-mannose 4,6-dehydratase",16,16,13,13,0,0.0,broad,False,5,14,67.0,11.4,mixed,"{'coculture': 'mixed', 'darkness': 'mixed', 'nitrogen': 'mixed', 'plastic': 'down', 'salt': 'down'}",,,5.0,Cell wall and membrane,True,False,True,False
cyanorak:CK_00001665,"cytochrome b559, beta subunit",17,17,13,13,0,0.0,broad,False,5,14,11.0,2.94,mixed,"{'carbon': 'down', 'nitrogen': 'mixed', 'plastic': 'down', 'salt': 'down', 'viral': 'down'}",,,5.0,Photosynthesis,True,False,False,False
cyanorak:CK_00001814,uncharacterized TonB box-containing membrane protein,13,12,10,11,0,0.0,broad,False,5,14,3.0,4.0,mixed,"{'carbon': 'down', 'nitrogen': 'up', 'phosphorus': 'down', 'plastic': 'up', 'salt': 'up'}",,,4.0,Cell wall and membrane,True,False,True,False
cyanorak:CK_00000389,CTP synthase,21,21,17,17,0,0.0,core,False,5,13,49.0,6.15,mixed,"{'carbon': 'up', 'darkness': 'mixed', 'growth_phase': 'up', 'nitrogen': 'up', 'salt': 'down'}",,,4.0,Nucleotide metabolism,True,False,False,False
cyanorak:CK_00000312,"transcriptional regulator, GntR family",21,21,17,17,0,0.0,core,False,5,13,3.0,3.96,mixed,"{'carbon': 'up', 'coculture': 'mixed', 'darkness': 'mixed', 'plastic': 'up', 'salt': 'up'}",,,4.0,Regulatory functions,True,False,True,False
cyanorak:CK_00000025,alpha/beta hydrolase fold family protein,21,21,17,17,0,0.0,core,False,5,13,23.0,6.99,mixed,"{'darkness': 'mixed', 'light': 'down', 'nitrogen': 'up', 'plastic': 'up', 'salt': 'up'}",,,5.0,Lipid metabolism,True,False,False,False
cyanorak:CK_00000295,ssrA-binding protein,21,21,17,17,0,0.0,core,False,5,13,18.0,12.97,mixed,"{'carbon': 'down', 'coculture': 'mixed', 'darkness': 'mixed', 'nitrogen': 'up', 'salt': 'up'}",,,3.0,Translation,True,False,True,False
cyanorak:CK_00000536,light dependent period protein,21,21,17,17,0,0.0,core,False,5,13,29.0,6.43,mixed,"{'coculture': 'down', 'darkness': 'down', 'nitrogen': 'mixed', 'salt': 'up', 'viral': 'up'}",,,4.0,Energy production,True,False,False,False
cyanorak:CK_00001052,DnaJ type III chaperone protein,21,21,17,17,0,0.0,core,False,5,13,26.0,7.15,mixed,"{'darkness': 'mixed', 'nitrogen': 'up', 'plastic': 'up', 'salt': 'down', 'viral': 'up'}",,,5.0,Post-translational modification,True,False,False,False
cyanorak:CK_00001085,phosphoribosylamine--glycine ligase,21,21,17,17,0,0.0,core,False,5,13,38.0,1.9,mixed,"{'carbon': 'up', 'darkness': 'mixed', 'nitrogen': 'up', 'plastic': 'up', 'salt': 'down'}",,,5.0,Nucleotide metabolism,True,False,False,False
cyanorak:CK_00001070,conserved hypothetical protein (DUF3119),21,21,17,17,0,0.0,core,False,5,13,34.0,7.17,mixed,"{'darkness': 'down', 'nitrogen': 'down', 'plastic': 'up', 'salt': 'down', 'viral': 'down'}",,,5.0,Unknown,True,False,False,False
cyanorak:CK_00000006,"ATP-dependent Clp protease, protease subunit",21,21,17,17,0,0.0,core,False,5,13,1.0,3.0,mixed,"{'carbon': 'down', 'darkness': 'down', 'light': 'up', 'nitrogen': 'up', 'plastic': 'up'}",,,3.0,Post-translational modification,True,False,True,False
cyanorak:CK_00000597,photosystem II assembly factor,21,21,17,17,0,0.0,core,False,5,13,5.0,2.86,mixed,"{'coculture': 'down', 'darkness': 'mixed', 'light': 'up', 'nitrogen': 'down', 'salt': 'up'}",,,3.0,Stress response and adaptation,True,False,False,False
cyanorak:CK_00053268,uncharacterized conserved lipoprotein (DUF2808),21,21,17,17,0,0.0,core,False,5,13,47.0,5.94,down,"{'coculture': 'down', 'darkness': 'down', 'nitrogen': 'down', 'plastic': 'down', 'salt': 'down'}",,,3.0,Unknown,True,False,False,False
cyanorak:CK_00000763,4-alpha-glucanotransferase,21,21,17,17,0,0.0,core,False,5,13,21.0,6.41,mixed,"{'carbon': 'up', 'darkness': 'mixed', 'nitrogen': 'up', 'salt': 'up', 'viral': 'up'}",,,5.0,Carbohydrate metabolism,True,False,False,False
cyanorak:CK_00000901,cytidine and deoxycytidylate deaminase zinc-binding region family protein,21,21,17,17,0,0.0,core,False,5,13,13.0,10.64,mixed,"{'coculture': 'down', 'darkness': 'mixed', 'nitrogen': 'up', 'salt': 'up', 'viral': 'up'}",,,4.0,Nucleotide metabolism,True,False,True,False
cyanorak:CK_00000803,putative ABC efflux system,21,21,17,17,0,0.0,core,False,5,13,29.0,4.3,mixed,"{'coculture': 'up', 'darkness': 'mixed', 'nitrogen': 'mixed', 'phosphorus': 'up', 'salt': 'up'}",,,4.0,Transport,True,False,False,False
cyanorak:CK_00000827,glucose-6-phosphate isomerase,21,21,17,17,0,0.0,core,False,5,13,68.0,2.56,mixed,"{'coculture': 'up', 'darkness': 'mixed', 'nitrogen': 'down', 'plastic': 'down', 'salt': 'up'}",,,4.0,Carbohydrate metabolism,True,False,False,False
cyanorak:CK_00000860,"phosphonate ABC type transporter, substrate binding component",21,21,17,17,0,0.0,core,False,5,13,7.0,11.85,down,"{'coculture': 'down', 'darkness': 'down', 'nitrogen': 'down', 'plastic': 'down', 'salt': 'down'}",,,4.0,Stress response and adaptation,True,False,True,False
cyanorak:CK_00000769,naphthoate synthase,21,21,17,17,0,0.0,core,False,5,13,64.0,3.11,mixed,"{'carbon': 'up', 'darkness': 'mixed', 'nitrogen': 'mixed', 'plastic': 'down', 'salt': 'up'}",,,5.0,Coenzyme metabolism,True,False,False,False
cyanorak:CK_00008083,"ABC-type Mn2+ transport system, ATPase component",21,21,17,17,0,0.0,core,False,5,13,27.0,1.87,mixed,"{'carbon': 'mixed', 'darkness': 'mixed', 'nitrogen': 'down', 'plastic': 'down', 'salt': 'down'}",,,4.0,Transport,True,False,False,False
cyanorak:CK_00008108,dITP/XTP pyrophosphatase,21,21,17,17,0,0.0,core,False,5,13,16.0,3.63,mixed,"{'carbon': 'mixed', 'darkness': 'mixed', 'nitrogen': 'up', 'salt': 'up', 'viral': 'up'}",,,6.0,Nucleotide metabolism,True,False,False,False
cyanorak:CK_00000668,creatinine amidohydrolase,21,21,17,17,0,0.0,core,False,5,13,93.0,5.13,mixed,"{'carbon': 'up', 'coculture': 'down', 'darkness': 'mixed', 'nitrogen': 'up', 'salt': 'up'}",,,4.0,Carbohydrate metabolism,True,False,False,False
cyanorak:CK_00000662,uridylate kinase,21,21,17,17,0,0.0,core,False,5,13,22.0,7.27,mixed,"{'carbon': 'mixed', 'darkness': 'down', 'nitrogen': 'mixed', 'salt': 'up', 'viral': 'up'}",,,4.0,Nucleotide metabolism,True,False,False,False
cyanorak:CK_00000144,exodeoxyribonuclease III,21,21,17,17,0,0.0,core,False,5,13,39.0,2.44,mixed,"{'carbon': 'up', 'darkness': 'mixed', 'growth_phase': 'up', 'nitrogen': 'down', 'salt': 'down'}",,,5.0,Stress response and adaptation,True,False,False,False
cyanorak:CK_00000204,ribosome-binding factor A,21,21,17,17,0,0.0,core,False,5,13,51.0,11.81,mixed,"{'coculture': 'down', 'darkness': 'mixed', 'nitrogen': 'mixed', 'plastic': 'mixed', 'salt': 'up'}",,,5.0,Transcription,True,False,True,False
cyanorak:CK_00000203,"glutathione S-transferase, rho class",21,21,17,17,0,0.0,core,False,5,13,40.0,5.82,mixed,"{'carbon': 'up', 'darkness': 'mixed', 'light': 'up', 'plastic': 'up', 'salt': 'up'}",,,4.0,Coenzyme metabolism,True,False,False,False
cyanorak:CK_00000363,conserved hypothetical protein,21,21,17,17,0,0.0,core,False,5,13,7.0,10.45,mixed,"{'carbon': 'up', 'coculture': 'down', 'darkness': 'mixed', 'nitrogen': 'mixed', 'salt': 'down'}",,,4.0,Unknown,True,False,True,False
cyanorak:CK_00000516,50S ribosomal protein L36,21,20,16,17,0,0.0,core,False,5,13,2.0,7.44,mixed,"{'carbon': 'down', 'coculture': 'up', 'nitrogen': 'mixed', 'plastic': 'up', 'salt': 'up'}",,,4.0,Translation,True,False,True,False
cyanorak:CK_00050750,transcriptional regulator with a Cro/C1-type helix-turn-helix domain,20,20,16,16,0,0.0,core,False,5,13,71.0,11.29,mixed,"{'coculture': 'mixed', 'darkness': 'mixed', 'nitrogen': 'up', 'plastic': 'up', 'salt': 'up'}",,,5.0,Regulatory functions,True,False,True,False
cyanorak:CK_00001905,possible peptidase,18,18,16,16,0,0.0,core,False,5,13,11.0,4.04,mixed,"{'darkness': 'mixed', 'iron': 'mixed', 'nitrogen': 'up', 'plastic': 'down', 'salt': 'down'}",,,4.0,Stress response and adaptation,True,False,False,False
cyanorak:CK_00000897,activator of the histidine kinase NblS,19,19,15,15,0,0.0,core,False,5,13,29.0,10.55,mixed,"{'coculture': 'down', 'darkness': 'mixed', 'nitrogen': 'mixed', 'plastic': 'up', 'salt': 'down'}",,,5.0,Unknown,True,False,True,False
cyanorak:CK_00001368,glucosyl-3-phosphoglycerate synthase,18,18,14,14,0,0.0,core,False,5,13,16.0,2.1,mixed,"{'carbon': 'up', 'darkness': 'mixed', 'light': 'up', 'nitrogen': 'up', 'salt': 'up'}",,,3.0,Stress response and adaptation,True,False,False,False
cyanorak:CK_00001369,possible glucosyl(mannosyl)glycerate-glucosidase,18,18,14,14,0,0.0,core,False,5,13,10.0,1.95,mixed,"{'carbon': 'down', 'darkness': 'mixed', 'light': 'up', 'nitrogen': 'up', 'salt': 'up'}",,,4.0,Stress response and adaptation,True,False,False,False
cyanorak:CK_00001241,pyridoxamine 5^-phosphate oxidase,16,16,12,12,0,0.0,broad,False,5,13,46.0,4.61,up,"{'darkness': 'up', 'light': 'up', 'nitrogen': 'up', 'plastic': 'up', 'salt': 'up'}",,,4.0,Coenzyme metabolism,True,False,False,False
cyanorak:CK_00000125,replicative DNA helicase,22,21,17,18,0,0.0,core,False,5,12,25.0,2.7,mixed,"{'carbon': 'up', 'coculture': 'down', 'darkness': 'mixed', 'nitrogen': 'up', 'salt': 'down'}",,,4.0,Replication and repair,True,False,False,False
cyanorak:CK_00000302,dedA family protein,21,21,17,17,0,0.0,core,False,5,12,22.0,2.39,mixed,"{'darkness': 'mixed', 'nitrogen': 'down', 'phosphorus': 'down', 'plastic': 'up', 'salt': 'mixed'}",,,6.0,Unknown,True,False,False,False
cyanorak:CK_00000288,glutamine---fructose-6-phosphate transaminase (isomerizing),21,21,17,17,0,0.0,core,False,5,12,65.0,2.35,mixed,"{'carbon': 'up', 'darkness': 'mixed', 'nitrogen': 'down', 'plastic': 'down', 'salt': 'down'}",,,5.0,Amino acid metabolism,True,False,False,False
cyanorak:CK_00000558,coproporphyrinogen-III oxidase,21,21,17,17,0,0.0,core,False,5,12,51.0,2.76,mixed,"{'darkness': 'mixed', 'light': 'up', 'nitrogen': 'down', 'plastic': 'down', 'salt': 'down'}",,,5.0,Coenzyme metabolism,True,False,False,False
cyanorak:CK_00000486,LL-diaminopimelate aminotransferase,21,21,17,17,0,0.0,core,False,5,12,46.0,2.74,mixed,"{'carbon': 'up', 'darkness': 'down', 'nitrogen': 'down', 'plastic': 'down', 'salt': 'down'}",,,6.0,Amino acid metabolism,True,False,False,False
cyanorak:CK_00001101,DNA-directed RNA polymerase omega subunit,21,21,17,17,0,0.0,core,False,5,12,22.0,12.07,mixed,"{'coculture': 'down', 'darkness': 'down', 'light': 'down', 'nitrogen': 'mixed', 'salt': 'down'}",,,5.0,Transcription,True,False,True,False
cyanorak:CK_00001099,EVE domain protein,21,21,17,17,0,0.0,core,False,5,12,11.0,6.04,mixed,"{'coculture': 'down', 'darkness': 'mixed', 'nitrogen': 'up', 'salt': 'down', 'viral': 'up'}",,,3.0,Unknown,True,False,False,False
cyanorak:CK_00000714,"RNA methyltransferase, TrmH family",21,21,17,17,0,0.0,core,False,5,12,18.0,6.16,mixed,"{'carbon': 'mixed', 'coculture': 'down', 'darkness': 'down', 'nitrogen': 'up', 'salt': 'up'}",,,3.0,Translation,True,False,False,False
cyanorak:CK_00000719,signal recognition particle protein,21,21,17,17,0,0.0,core,False,5,12,86.0,1.93,mixed,"{'carbon': 'up', 'darkness': 'down', 'growth_phase': 'down', 'nitrogen': 'up', 'salt': 'down'}",,,5.0,Post-translational modification,True,False,False,False
cyanorak:CK_00000750,photosystem II protein CyanoP,21,21,17,17,0,0.0,core,False,5,12,46.0,2.85,mixed,"{'carbon': 'down', 'darkness': 'mixed', 'nitrogen': 'down', 'plastic': 'up', 'salt': 'down'}",,,4.0,Photosynthesis,True,False,False,False
cyanorak:CK_00000960,oligomerisation domain protein,21,21,17,17,0,0.0,core,False,5,12,2.0,4.93,mixed,"{'carbon': 'up', 'darkness': 'mixed', 'nitrogen': 'up', 'phosphorus': 'up', 'salt': 'up'}",,,5.0,Translation,True,False,True,False
cyanorak:CK_00001272,short-chain dehydrogenase/reductase (SDR) superfamily,21,21,17,17,0,0.0,core,False,5,12,34.0,1.79,mixed,"{'carbon': 'up', 'darkness': 'mixed', 'nitrogen': 'mixed', 'salt': 'down', 'viral': 'up'}",,,5.0,Lipid metabolism,True,False,False,False
cyanorak:CK_00000863,"RNA methyltransferase, RsmE family protein",21,21,17,17,0,0.0,core,False,5,12,16.0,11.73,mixed,"{'carbon': 'up', 'coculture': 'down', 'darkness': 'mixed', 'nitrogen': 'up', 'salt': 'up'}",,,4.0,Translation,True,False,True,False
cyanorak:CK_00001287,sirohydrochlorin cobaltochelatase,21,21,17,17,0,0.0,core,False,5,12,40.0,6.79,mixed,"{'carbon': 'up', 'darkness': 'down', 'nitrogen': 'mixed', 'plastic': 'up', 'salt': 'up'}",,,5.0,Coenzyme metabolism,True,False,False,False
cyanorak:CK_00000774,3-phosphoshikimate 1-carboxyvinyltransferase,21,21,17,17,0,0.0,core,False,5,12,88.0,1.71,mixed,"{'coculture': 'up', 'darkness': 'mixed', 'nitrogen': 'mixed', 'plastic': 'down', 'salt': 'down'}",,,5.0,Amino acid metabolism,True,False,False,False
