system_id,locus_tags,gene_names,n_genes,KO_ids,component_roles,substrate_call,resolution_level,confidence_flag,source,substrate_evidence,substrate_options,importer_or_exporter,organic_or_inorganic,gene_categories
HOT1A3_TS274,ACZ81_11170,fur,1,kegg.orthology:K03711,-,unresolved,unresolved,none,,"fur, zur, furB; Fur family transcriptional regulator, ferric uptake regulator",,importer,unknown,Transcription
HOT1A3_TS275,ACZ81_11205;ACZ81_11210,;mdtB,2,kegg.orthology:K03585;kegg.orthology:K03296,-;PERM,unresolved,unresolved,none,,"acrA, mexA, adeI, smeD, mtrC, cmeA; membrane fusion protein, multidrug efflux system",,exporter,unknown,Cell wall and membrane;Defense mechanisms
HOT1A3_TS276,ACZ81_11215,,1,kegg.orthology:K03296,PERM,unresolved,unresolved,none,,"TC.HAE1; hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family",,exporter,unknown,Defense mechanisms
HOT1A3_TS277,ACZ81_11295,,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
HOT1A3_TS278,ACZ81_11320;ACZ81_11325;ACZ81_11330,;modB;modA,3,kegg.orthology:K02017;kegg.orthology:K02018;kegg.orthology:K02020,ATP;PERM;SBP,molybdate,specific_compound,confident,kegg_ko,modC; molybdate transport system ATP-binding protein [EC:7.3.2.5],,importer,inorganic,Inorganic ion transport
HOT1A3_TS279,ACZ81_11430,,1,,-,unresolved,unresolved,none,,TonB-dependent receptor domain-containing protein,,importer,unknown,Inorganic ion transport
HOT1A3_TS280,ACZ81_11450,rhtA,1,kegg.orthology:K11939,PERM,unresolved,unresolved,none,,rhtA; inner membrane transporter RhtA,,importer,unknown,Unknown
HOT1A3_TS281,ACZ81_11670,dagA,1,kegg.orthology:K03310,-,glycine,specific_compound,inferred,kegg_ko_keyword,"TC.AGCS; alanine or glycine:cation symporter, AGCS family",,importer,organic,Amino acid metabolism
HOT1A3_TS282,ACZ81_11845;ACZ81_11850;ACZ81_11855,;;,3,,SBP;PERM;PERM,carboxylate,broad_class,inferred,function_description,"COG1638 TRAP-type C4-dicarboxylate transport system, periplasmic component",,importer,organic,Carbohydrate metabolism
HOT1A3_TS283,ACZ81_11895,,1,,-,unresolved,unresolved,none,,TonB-dependent receptor,,importer,unknown,Inorganic ion transport
HOT1A3_TS284,ACZ81_11950,,1,,SBP,phosphate,specific_compound,inferred,function_description,Phosphate ABC transporter substrate-binding protein,,importer,inorganic,Inorganic ion transport
HOT1A3_TS285,ACZ81_12100,sdcS,1,kegg.orthology:K14445,PERM,solute carrier family 13 (sodium-dependent dicarboxylate,specific_compound,confident,kegg_ko,"SLC13A2_3_5; solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2/3/5",,importer,inorganic,Inorganic ion transport
HOT1A3_TS286,ACZ81_12120,mscS,1,kegg.orthology:K03442,-,unresolved,unresolved,none,reclassified: mechanosensitive ion channel; organic call is a spurious 'membrane lipid bilayer' match,mscS; small conductance mechanosensitive channel,,importer,inorganic,Cell wall and membrane
HOT1A3_TS287,ACZ81_12280,,1,kegg.orthology:K02030,SBP,polar amino acid,narrow_class,confident,kegg_ko,ABC.PA.S; polar amino acid transport system substrate-binding protein,glutamate; aspartate; glutamine; arginine,importer,organic,Amino acid metabolism
HOT1A3_TS288,ACZ81_12330,,1,kegg.orthology:K01897,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),"ACSL, fadD; long-chain-fatty-acid---CoA ligase [EC:6.2.1.3]",,non_transporter,unknown,Lipid metabolism
HOT1A3_TS289,ACZ81_12395,modF,1,kegg.orthology:K02013,ATP,iron complex,specific_compound,confident,kegg_ko,ABC.FEV.A; iron complex transport system ATP-binding protein [EC:7.2.2.-],,importer,inorganic,Inorganic ion transport
HOT1A3_TS290,ACZ81_12425,atoE,1,kegg.orthology:K02106,-,unresolved,unresolved,none,,atoE; short-chain fatty acids transporter,,importer,unknown,Lipid metabolism
HOT1A3_TS291,ACZ81_12545,nhaB,1,kegg.orthology:K03314,-,sodium,specific_compound,inferred,product,sodium/proton antiporter NhaB,,importer,inorganic,Inorganic ion transport
HOT1A3_TS292,ACZ81_12550,dsbB,1,kegg.orthology:K03611,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),dsbB; protein dithiol:quinone oxidoreductase [EC:1.8.5.9],,non_transporter,unknown,Post-translational modification
HOT1A3_TS293,ACZ81_12585,fadD,1,kegg.orthology:K01897,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),"ACSL, fadD; long-chain-fatty-acid---CoA ligase [EC:6.2.1.3]",,non_transporter,unknown,Lipid metabolism
HOT1A3_TS294,ACZ81_12625,,1,,-,unresolved,unresolved,none,,cation diffusion facilitator family transporter,,exporter,unknown,Inorganic ion transport
HOT1A3_TS295,ACZ81_12655,,1,,-,unresolved,unresolved,none,,sulfite exporter TauE/SafE family protein,,exporter,unknown,Unknown
HOT1A3_TS296,ACZ81_12745,yfdC,1,kegg.orthology:K21990,-,formate-nitrite,specific_compound,confident,kegg_ko,yfdC; formate-nitrite transporter family protein,,importer,inorganic,Inorganic ion transport
HOT1A3_TS297,ACZ81_12760,,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
HOT1A3_TS298,ACZ81_12835,,1,kegg.orthology:K02030,SBP,polar amino acid,narrow_class,confident,kegg_ko,ABC.PA.S; polar amino acid transport system substrate-binding protein,glutamate; aspartate; glutamine; arginine,importer,organic,Unknown
HOT1A3_TS299,ACZ81_12890,lldP,1,kegg.orthology:K00427,PERM,L-lactate,specific_compound,confident,kegg_ko,"lldP, lctP; L-lactate permease",,importer,organic,Energy production
HOT1A3_TS300,ACZ81_12900,,1,,-,unresolved,unresolved,none,,DcaP family trimeric outer membrane transporter,,importer,unknown,Cell wall and membrane
HOT1A3_TS301,ACZ81_12925,yfiO,1,kegg.orthology:K05807,-,unresolved,unresolved,none,,bamD; outer membrane protein assembly factor BamD,,importer,unknown,Cell wall and membrane
HOT1A3_TS302,ACZ81_12970,motB,1,kegg.orthology:K02557,-,unresolved,unresolved,none,,motB; chemotaxis protein MotB,,importer,unknown,Cell motility
HOT1A3_TS303,ACZ81_12975,pomA,1,kegg.orthology:K02556,-,unresolved,unresolved,none,,motA; chemotaxis protein MotA,,importer,unknown,Cell motility
HOT1A3_TS304,ACZ81_13175,fimT,1,kegg.orthology:K08084,-,unresolved,unresolved,none,,fimT; type IV fimbrial biogenesis protein FimT,,importer,unknown,Cell motility
HOT1A3_TS305,ACZ81_13180,gspJ,1,kegg.orthology:K02456,-,unresolved,unresolved,none,,gspG; general secretion pathway protein G,,exporter,unknown,Cell motility
HOT1A3_TS306,ACZ81_13185,VP0657,1,kegg.orthology:K08084,-,unresolved,unresolved,none,,fimT; type IV fimbrial biogenesis protein FimT,,importer,unknown,Cell motility
HOT1A3_TS307,ACZ81_13205,pilE,1,kegg.orthology:K02655,-,unresolved,unresolved,none,,pilE; type IV pilus assembly protein PilE,,importer,unknown,Cell motility
HOT1A3_TS308,ACZ81_13255,murJ,1,kegg.orthology:K03980,-,unresolved,unresolved,none,reclassified: surface-polysaccharide / cell-envelope biosynthesis-export (not a solute importer),"murJ, mviN; putative peptidoglycan lipid II flippase",,non_transporter,unknown,Unknown
HOT1A3_TS309,ACZ81_13280,,1,kegg.orthology:K03453,-,sodium,specific_compound,inferred,product,bile acid:sodium symporter family protein,,importer,inorganic,Unknown
HOT1A3_TS310,ACZ81_13450,yfgL,1,kegg.orthology:K17713,-,unresolved,unresolved,none,,bamB; outer membrane protein assembly factor BamB,,importer,unknown,Cell wall and membrane
HOT1A3_TS311,ACZ81_13510;ACZ81_13515,sufD;sufC,2,kegg.orthology:K09015;kegg.orthology:K09013,PERM;ATP,unresolved,unresolved,none,,sufD; Fe-S cluster assembly protein SufD,,importer,unknown,Post-translational modification
HOT1A3_TS312,ACZ81_13520,sufB,1,kegg.orthology:K09014,PERM,unresolved,unresolved,none,,sufB; Fe-S cluster assembly protein SufB,,importer,unknown,Post-translational modification
HOT1A3_TS313,ACZ81_13570,secF,1,kegg.orthology:K03074,-,unresolved,unresolved,none,reclassified: protein-export/secretion (not a solute importer),secF; preprotein translocase subunit SecF,,non_transporter,unknown,Intracellular trafficking
HOT1A3_TS314,ACZ81_13575,secD,1,kegg.orthology:K03072,-,unresolved,unresolved,none,reclassified: protein-export/secretion (not a solute importer),secD; preprotein translocase subunit SecD,,non_transporter,unknown,Intracellular trafficking
HOT1A3_TS315,ACZ81_13580,yajC,1,kegg.orthology:K03210,-,unresolved,unresolved,none,reclassified: protein-export/secretion (not a solute importer),yajC; preprotein translocase subunit YajC,,non_transporter,unknown,Intracellular trafficking
HOT1A3_TS316,ACZ81_13610,VP1064,1,kegg.orthology:K10716,-,voltage-gated potassium,specific_compound,confident,kegg_ko,"kch, trkA, mthK, pch; voltage-gated potassium channel",,importer,inorganic,Inorganic ion transport
HOT1A3_TS317,ACZ81_13645;ACZ81_13650,;,2,kegg.orthology:K02003;kegg.orthology:K02004,ATP;PERM,unresolved,unresolved,none,,ABC.CD.A; putative ABC transport system ATP-binding protein,,importer,unknown,Defense mechanisms
HOT1A3_TS318,ACZ81_13810,,1,kegg.orthology:K03328,-,saccharide,broad_class,confident,reclassified: surface-polysaccharide / cell-envelope biosynthesis-export (not a solute importer),"TC.PST; polysaccharide transporter, PST family",,non_transporter,organic,Unknown
HOT1A3_TS319,ACZ81_13845,,1,kegg.orthology:K03328,-,saccharide,broad_class,confident,kegg_ko,"TC.PST; polysaccharide transporter, PST family",,exporter,organic,Unknown
HOT1A3_TS320,ACZ81_13870,wza,1,kegg.orthology:K01991,-,unresolved,unresolved,none,,"wza, gfcE; polysaccharide biosynthesis/export protein",,exporter,unknown,Cell wall and membrane
HOT1A3_TS321,ACZ81_13885,,1,,-,unresolved,unresolved,none,,porin family protein,,importer,unknown,Unknown
HOT1A3_TS322,ACZ81_13940,suxA,1,,-,unresolved,unresolved,none,,TonB-dependent receptor,,importer,unknown,Cell wall and membrane
HOT1A3_TS323,ACZ81_13955,,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
HOT1A3_TS324,ACZ81_14055,,1,,-,choline,specific_compound,inferred,product,choline transporter,,importer,organic,Cell wall and membrane
HOT1A3_TS325,ACZ81_14060,,1,,-,unresolved,unresolved,none,,TorF family putative porin,,importer,unknown,Unknown
HOT1A3_TS326,ACZ81_14140,,1,,-,unresolved,unresolved,none,,M56 family metallopeptidase,,importer,unknown,Intracellular trafficking
HOT1A3_TS327,ACZ81_14210,,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
HOT1A3_TS328,ACZ81_14220;ACZ81_14225;ACZ81_14230;ACZ81_14235,nikA;nikB;;,4,kegg.orthology:K02035;kegg.orthology:K02033;kegg.orthology:K02034;kegg.orthology:K02031,SBP;PERM;PERM;ATP,peptide/nickel,multi_substrate,confident,kegg_ko,ABC.PE.S; peptide/nickel transport system substrate-binding protein,peptide; nickel,importer,organic,Amino acid metabolism;Inorganic ion transport
HOT1A3_TS329,ACZ81_14260,,1,,-,unresolved,unresolved,none,,MFS transporter,,importer,unknown,Carbohydrate metabolism
HOT1A3_TS330,ACZ81_14265,,1,kegg.orthology:K07114,-,Ca-activated chloride,specific_compound,confident,kegg_ko,yfbK; Ca-activated chloride channel homolog,,importer,inorganic,Unknown
HOT1A3_TS331,ACZ81_14275,czcA,1,kegg.orthology:K15726,PERM,unresolved,unresolved,none,,"czcA, cusA, cnrA; heavy metal efflux system protein",,exporter,unknown,Inorganic ion transport
HOT1A3_TS332,ACZ81_14280,czcB,1,kegg.orthology:K15727,-,unresolved,unresolved,none,,"czcB, cusB, cnrB; membrane fusion protein, heavy metal efflux system",,exporter,unknown,Cell wall and membrane
HOT1A3_TS333,ACZ81_14340,,1,kegg.orthology:K03291,-,sugar,broad_class,inferred,kegg_ko_keyword,"MFS.SET; MFS transporter, SET family, sugar efflux transporter",,exporter,organic,Amino acid metabolism
HOT1A3_TS334,ACZ81_14470,gluP,1,kegg.orthology:K02429,-,fucose/galactose/glucose,multi_substrate,inferred,kegg_ko_keyword,"fucP, deoP, nagP, agaP; MFS transporter, FHS family, fucose-galactose-glucose:H+ symporter family protein",fucose; galactose; glucose,importer,organic,Carbohydrate metabolism
HOT1A3_TS335,ACZ81_14495,,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
HOT1A3_TS336,ACZ81_14525,,1,,PERM,unresolved,unresolved,none,,EamA family transporter,,importer,unknown,Amino acid metabolism
HOT1A3_TS337,ACZ81_14625,mexF,1,kegg.orthology:K18138,PERM,unresolved,unresolved,none,,"acrB, mexB, adeJ, smeE, mtrD, cmeB; multidrug efflux pump",,exporter,unknown,Defense mechanisms
HOT1A3_TS338,ACZ81_14630,mexE,1,kegg.orthology:K18298,-,unresolved,unresolved,none,,"mexE; membrane fusion protein, multidrug efflux system",,exporter,unknown,Cell wall and membrane
HOT1A3_TS339,ACZ81_14680,ppdD,1,kegg.orthology:K02650,-,unresolved,unresolved,none,,pilA; type IV pilus assembly protein PilA,,importer,unknown,Cell motility
HOT1A3_TS340,ACZ81_14685,pilC,1,kegg.orthology:K02653,-,unresolved,unresolved,none,,pilC; type IV pilus assembly protein PilC,,exporter,unknown,Intracellular trafficking
HOT1A3_TS341,ACZ81_14690,pilD,1,kegg.orthology:K02464,-,unresolved,unresolved,none,,gspO; general secretion pathway protein O [EC:3.4.23.43 2.1.1.-],,exporter,unknown,Cell motility
HOT1A3_TS342,ACZ81_14720,secA,1,kegg.orthology:K03070,-,unresolved,unresolved,none,reclassified: protein-export/secretion (not a solute importer),secA; preprotein translocase subunit SecA [EC:7.4.2.8],,non_transporter,unknown,Intracellular trafficking
HOT1A3_TS343,ACZ81_14765,ftsW,1,kegg.orthology:K03588,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),"ftsW, spoVE, rodA; peptidoglycan glycosyltransferase [EC:2.4.99.28]",,non_transporter,unknown,Cell wall and membrane
HOT1A3_TS344,ACZ81_14775,mraY,1,kegg.orthology:K01000,-,phosphate,specific_compound,inferred,reclassified: enzyme / biosynthesis (not a membrane solute transporter),"Catalyzes the initial step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan: transfers peptidoglycan precursor phospho-MurNAc-pentapeptide from UDP-MurNAc-pentapeptide onto the lipid carrier undecaprenyl phosphate, yielding undecaprenyl-pyrophosphoryl-MurNAc-pentapeptide, known as lipid I",,non_transporter,inorganic,Cell wall and membrane
HOT1A3_TS345,ACZ81_14810,,1,,-,unresolved,unresolved,none,,putative porin,,importer,unknown,Unknown
HOT1A3_TS346,ACZ81_14825,cusA,1,kegg.orthology:K07787,PERM,copper,specific_compound,inferred,kegg_ko_keyword,"cusA, silA; copper/silver efflux system protein",,exporter,inorganic,Inorganic ion transport
HOT1A3_TS347,ACZ81_14830,cusB,1,kegg.orthology:K07798,-,copper,specific_compound,inferred,kegg_ko_keyword,"cusB, silB; membrane fusion protein, copper/silver efflux system",,exporter,inorganic,Cell wall and membrane
HOT1A3_TS348,ACZ81_14900,mscS,1,kegg.orthology:K03442,-,lipid,broad_class,inferred,reclassified: mechanosensitive ion channel; organic call is a spurious 'membrane lipid bilayer' match,"Mechanosensitive channel that participates in the regulation of osmotic pressure changes within the cell, opening in response to stretch forces in the membrane lipid bilayer, without the need for other proteins. Contributes to normal resistance to hypoosmotic shock. Forms an ion channel of 1.0 nanosiemens conductance with a slight preference for anions",,importer,inorganic,Cell wall and membrane
HOT1A3_TS349,ACZ81_14930,pilU,1,kegg.orthology:K02670,ATP,unresolved,unresolved,none,,pilU; twitching motility protein PilU,,importer,unknown,Cell motility
HOT1A3_TS350,ACZ81_14935,pilT,1,kegg.orthology:K02669,ATP,unresolved,unresolved,none,,pilT; twitching motility protein PilT,,importer,unknown,Cell motility
HOT1A3_TS351,ACZ81_14975,,1,kegg.orthology:K00799,-,unresolved,unresolved,none,,"GST, gst; glutathione S-transferase [EC:2.5.1.18]",,importer,unknown,Coenzyme metabolism
HOT1A3_TS352,ACZ81_15000,ygaZ,1,,PERM,unresolved,unresolved,none,,AzlC family ABC transporter permease,,importer,unknown,Amino acid metabolism
HOT1A3_TS353,ACZ81_15015,araJ,1,kegg.orthology:K08156,PERM,arabinose,specific_compound,inferred,kegg_ko_keyword,"araJ; MFS transporter, DHA1 family, arabinose polymer utilization protein",,exporter,organic,Amino acid metabolism
HOT1A3_TS354,ACZ81_15110,arsB,1,kegg.orthology:K03325,PERM,unresolved,unresolved,none,,"ACR3, arsB; arsenite transporter",,exporter,unknown,Inorganic ion transport
HOT1A3_TS355,ACZ81_15200,kdtX,1,kegg.orthology:K12984,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),"waaE, kdtX; (heptosyl)LPS beta-1,4-glucosyltransferase [EC:2.4.1.-]",,non_transporter,unknown,Cell wall and membrane
HOT1A3_TS356,ACZ81_15240,,1,,PERM,unresolved,unresolved,none,,MFS transporter,,importer,unknown,Amino acid metabolism
HOT1A3_TS357,ACZ81_15250,emrE,1,kegg.orthology:K03297,-,unresolved,unresolved,none,,"emrE, qac, mmr, smr; small multidrug resistance pump",,exporter,unknown,Intracellular trafficking
HOT1A3_TS358,ACZ81_15275,,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
HOT1A3_TS359,ACZ81_15310,nanT,1,kegg.orthology:K03307,-,The Solute:Sodium Symporter (SSS),specific_compound,inferred,tcdb_family,The Solute:Sodium Symporter (SSS) Family,,importer,inorganic,Amino acid metabolism
HOT1A3_TS360,ACZ81_15370,btuF,1,kegg.orthology:K02016,SBP,iron complex,specific_compound,confident,kegg_ko,ABC.FEV.S; iron complex transport system substrate-binding protein,,importer,inorganic,Inorganic ion transport
HOT1A3_TS361,ACZ81_15415,nhaD,1,,PERM,unresolved,unresolved,none,,ArsB/NhaD family transporter,,importer,unknown,Inorganic ion transport
HOT1A3_TS362,ACZ81_15420,fucP,1,kegg.orthology:K02429,PERM,fucose/galactose/glucose,multi_substrate,inferred,kegg_ko_keyword,"fucP, deoP, nagP, agaP; MFS transporter, FHS family, fucose-galactose-glucose:H+ symporter family protein",fucose; galactose; glucose,importer,organic,Carbohydrate metabolism
HOT1A3_TS363,ACZ81_15425,rpfN,1,kegg.orthology:K07267,-,carbohydrate,broad_class,inferred,product,carbohydrate porin,,importer,organic,Cell wall and membrane
HOT1A3_TS364,ACZ81_15450,,1,kegg.orthology:K00799,-,unresolved,unresolved,none,,"GST, gst; glutathione S-transferase [EC:2.5.1.18]",,importer,unknown,Post-translational modification
HOT1A3_TS365,ACZ81_15495,VP1164,1,,-,manganese,specific_compound,inferred,product,putative manganese transporter,,exporter,inorganic,Unknown
HOT1A3_TS366,ACZ81_15505,eriC,1,kegg.orthology:K03281,-,chloride,specific_compound,confident,kegg_ko,"clcA, clcB, CLC-E, CLC-F; chloride channel protein, CIC family",,importer,inorganic,Inorganic ion transport
HOT1A3_TS367,ACZ81_15525,mntH,1,,-,unresolved,unresolved,none,,Nramp family divalent metal transporter,,importer,unknown,Inorganic ion transport
HOT1A3_TS368,ACZ81_15600,,1,kegg.orthology:K02055,SBP,putative spermidine/putrescine,multi_substrate,confident,kegg_ko,ABC.SP.S; putative spermidine/putrescine transport system substrate-binding protein,putative spermidine; putrescine,importer,organic,Amino acid metabolism
HOT1A3_TS369,ACZ81_15625;ACZ81_15630,lptF;lptG,2,kegg.orthology:K07091;kegg.orthology:K11720,PERM;PERM,saccharide,broad_class,confident,kegg_ko,lptF; lipopolysaccharide export system permease protein,,exporter,organic,Unknown
HOT1A3_TS370,ACZ81_15640,,1,,-,unresolved,unresolved,none,,TonB-dependent receptor,,importer,unknown,Coenzyme metabolism
HOT1A3_TS371,ACZ81_15700,,1,kegg.orthology:K07089,PERM,unresolved,unresolved,none,,K07089; uncharacterized protein,,importer,unknown,Unknown
HOT1A3_TS372,ACZ81_15705,,1,,-,unresolved,unresolved,none,,cation diffusion facilitator family transporter,,exporter,unknown,Inorganic ion transport
HOT1A3_TS373,ACZ81_15755,yhhT,1,,-,unresolved,unresolved,none,,AI-2E family transporter,,importer,unknown,Unknown
HOT1A3_TS374,ACZ81_15760,fcuA,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
HOT1A3_TS375,ACZ81_15825,glpF,1,kegg.orthology:K02440,-,glycerol,specific_compound,inferred,kegg_ko_keyword,glpF; glycerol uptake facilitator,,importer,organic,Intracellular trafficking
HOT1A3_TS376,ACZ81_15830,yigM,1,,PERM,unresolved,unresolved,none,,DMT family transporter,,importer,unknown,Amino acid metabolism
HOT1A3_TS377,ACZ81_15840,,1,,-,unresolved,unresolved,none,,TonB-dependent receptor plug domain-containing protein,,importer,unknown,Inorganic ion transport
HOT1A3_TS378,ACZ81_15850,mntP,1,,-,manganese,specific_compound,inferred,product,manganese efflux pump MntP,,exporter,inorganic,Inorganic ion transport
HOT1A3_TS379,ACZ81_15880,,1,kegg.orthology:K07088,-,unresolved,unresolved,none,,K07088,,exporter,unknown,Unknown
HOT1A3_TS380,ACZ81_15900,,1,,SBP,unresolved,unresolved,none,,type 1 periplasmic-binding domain-containing protein,,importer,unknown,Amino acid metabolism
HOT1A3_TS381,ACZ81_15910;ACZ81_15915,pedB;pedC,2,kegg.orthology:K01990;kegg.orthology:K01992,ATP;PERM,unresolved,unresolved,none,,ABC-2.A; ABC-2 type transport system ATP-binding protein,,exporter,unknown,Defense mechanisms
HOT1A3_TS382,ACZ81_15950,,1,,-,unresolved,unresolved,none,,TonB-dependent receptor,,importer,unknown,Coenzyme metabolism
HOT1A3_TS383,ACZ81_15955,,1,,-,unresolved,unresolved,none,,porin family protein,,importer,unknown,Cell wall and membrane
HOT1A3_TS384,ACZ81_16020,betT,1,kegg.orthology:K02168,-,choline/glycine/proline betaine,multi_substrate,confident,kegg_ko,"betT, betS; choline/glycine/proline betaine transport protein",choline; glycine; proline betaine,importer,organic,Cell wall and membrane
HOT1A3_TS385,ACZ81_16035,,1,,-,unresolved,unresolved,none,,TonB-dependent receptor,,importer,unknown,Cell wall and membrane
HOT1A3_TS386,ACZ81_16115,,1,,-,unresolved,unresolved,none,reclassified: mechanosensitive ion channel; organic call is a spurious 'membrane lipid bilayer' match,mechanosensitive ion channel family protein,,importer,inorganic,Cell wall and membrane
HOT1A3_TS387,ACZ81_16130,,1,kegg.orthology:K03286,-,unresolved,unresolved,none,,"TC.OOP; OmpA-OmpF porin, OOP family",,importer,unknown,Cell wall and membrane
HOT1A3_TS388,ACZ81_16150,,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
HOT1A3_TS389,ACZ81_16155,,1,,-,unresolved,unresolved,none,,sulfite exporter TauE/SafE family protein,,exporter,unknown,Unknown
HOT1A3_TS390,ACZ81_16360,,1,kegg.orthology:K16053,-,unresolved,unresolved,none,reclassified: mechanosensitive ion channel; organic call is a spurious 'membrane lipid bilayer' match,"ybdG, mscM; miniconductance mechanosensitive channel",,importer,inorganic,Cell wall and membrane
HOT1A3_TS391,ACZ81_16380,,1,kegg.orthology:K03308,-,sodium,specific_compound,inferred,product,sodium-dependent transporter,,importer,inorganic,Unknown
HOT1A3_TS392,ACZ81_16420,,1,kegg.orthology:K03559,-,unresolved,unresolved,none,,exbD; biopolymer transport protein ExbD,,importer,unknown,Intracellular trafficking
HOT1A3_TS393,ACZ81_16430,,1,kegg.orthology:K20543,-,unresolved,unresolved,none,reclassified: surface-polysaccharide / cell-envelope biosynthesis-export (not a solute importer),bcsC; cellulose synthase operon protein C,,non_transporter,unknown,Post-translational modification
HOT1A3_TS394,ACZ81_16440,,1,kegg.orthology:K20541,-,unresolved,unresolved,none,reclassified: surface-polysaccharide / cell-envelope biosynthesis-export (not a solute importer),bcsB; cellulose synthase operon protein B,,non_transporter,unknown,Unknown
HOT1A3_TS395,ACZ81_16445,bcsA,1,kegg.orthology:K00694,-,unresolved,unresolved,none,reclassified: surface-polysaccharide / cell-envelope biosynthesis-export (not a solute importer),bcsA; cellulose synthase (UDP-forming) [EC:2.4.1.12],,non_transporter,unknown,Cell wall and membrane
HOT1A3_TS396,ACZ81_16495,,1,,PERM,unresolved,unresolved,none,,APC family permease,,importer,unknown,Amino acid metabolism
HOT1A3_TS397,ACZ81_16565,ybbW,1,kegg.orthology:K03457,PERM,unresolved,unresolved,none,,"TC.NCS1; nucleobase:cation symporter-1, NCS1 family",,importer,unknown,Nucleotide metabolism
HOT1A3_TS398,ACZ81_16570,,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
HOT1A3_TS399,ACZ81_16630,gntU,1,kegg.orthology:K03299,PERM,gluconate,specific_compound,inferred,kegg_ko_keyword,"TC.GNTP; gluconate:H+ symporter, GntP family",,importer,organic,Amino acid metabolism
HOT1A3_TS400,ACZ81_16740,,1,,-,unresolved,unresolved,none,,TonB-dependent receptor,,importer,unknown,Inorganic ion transport
HOT1A3_TS401,ACZ81_16745,,1,,SBP,phosphate,specific_compound,inferred,function_description,"COG3221 ABC-type phosphate phosphonate transport system, periplasmic component",,importer,inorganic,Inorganic ion transport
HOT1A3_TS402,ACZ81_16760,yeiM,1,kegg.orthology:K03317,-,nucleoside,narrow_class,confident,kegg_ko,"TC.CNT; concentrative nucleoside transporter, CNT family",,importer,organic,Intracellular trafficking
HOT1A3_TS403,ACZ81_16800,actP,1,kegg.orthology:K14393,-,sodium,specific_compound,inferred,product,sodium:solute symporter family protein,,importer,inorganic,Unknown
HOT1A3_TS404,ACZ81_16815,,1,,-,lipid,broad_class,inferred,reclassified: mechanosensitive ion channel; organic call is a spurious 'membrane lipid bilayer' match,"Mechanosensitive channel that participates in the regulation of osmotic pressure changes within the cell, opening in response to stretch forces in the membrane lipid bilayer, without the need for other proteins. Contributes to normal resistance to hypoosmotic shock. Forms an ion channel of 1.0 nanosiemens conductance with a slight preference for anions",,importer,inorganic,Cell wall and membrane
HOT1A3_TS405,ACZ81_16835,,1,,SBP,amino acid,broad_class,inferred,product,amino acid ABC transporter substrate-binding protein,,importer,organic,Amino acid metabolism
HOT1A3_TS406,ACZ81_16850,,1,,-,unresolved,unresolved,none,,DcaP family trimeric outer membrane transporter,,importer,unknown,Cell wall and membrane
HOT1A3_TS407,ACZ81_17015,,1,kegg.orthology:K02021,ATP,unresolved,unresolved,none,,ABC.MR; putative ABC transport system ATP-binding protein,,importer,unknown,Defense mechanisms
HOT1A3_TS408,ACZ81_17060,,1,kegg.orthology:K20444,-,unresolved,unresolved,none,reclassified: surface-polysaccharide / cell-envelope biosynthesis-export (not a solute importer),rfbC; O-antigen biosynthesis protein [EC:2.4.1.-],,non_transporter,unknown,Cell wall and membrane
