locus_tag,gene_name,product,gene_category,contig,start,end,strand,role,ko_id,ko_name,ko_substrate,brite_leaf,tcdb_id,tcdb_name,substrate_call,resolution_level,organic_or_inorganic,substrate_source,substrate_confidence,substrate_evidence,substrate_options,sources
ACZ81_10365,ccoN,"cytochrome-c oxidase, cbb3-type subunit I",Energy production,NZ_CP012202.1,2400602,2402035,+,,kegg.orthology:K00404,ccoN; cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9],,,tcdb:3.D.4.3,3.D.4.3,unresolved,unresolved,,,none,ccoN; cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9],,tcdb
ACZ81_10370,ccoO,"cytochrome-c oxidase, cbb3-type subunit II",Energy production,NZ_CP012202.1,2402051,2402656,+,,kegg.orthology:K00405,ccoO; cytochrome c oxidase cbb3-type subunit II,,,tcdb:3.D.4.3,3.D.4.3,unresolved,unresolved,,,none,ccoO; cytochrome c oxidase cbb3-type subunit II,,tcdb
ACZ81_10375,ccoQ,cbb3-type cytochrome oxidase subunit 3,Post-translational modification,NZ_CP012202.1,2402658,2402819,+,,kegg.orthology:K00407,ccoQ; cytochrome c oxidase cbb3-type subunit IV,,,tcdb:3.D.4.3,3.D.4.3,unresolved,unresolved,,,none,ccoQ; cytochrome c oxidase cbb3-type subunit IV,,tcdb
ACZ81_10380,ccoP,"cytochrome-c oxidase, cbb3-type subunit III",Energy production,NZ_CP012202.1,2402836,2403789,+,,kegg.orthology:K00406,ccoP; cytochrome c oxidase cbb3-type subunit III,,,tcdb:3.D.4.3,3.D.4.3,unresolved,unresolved,,,none,ccoP; cytochrome c oxidase cbb3-type subunit III,,tcdb
ACZ81_10390,ccoI,heavy metal translocating P-type ATPase,Inorganic ion transport,NZ_CP012202.1,2404493,2406925,+,ATP,kegg.orthology:K01533,copB; P-type Cu2+ transporter [EC:7.2.2.9],P-type Cu2+,,tcdb:3.A.3.5,3.A.3.5,unresolved,unresolved,,,none,copB; P-type Cu2+ transporter [EC:7.2.2.9],,kegg;tcdb
ACZ81_10400,braZ,sulfite exporter TauE/SafE family protein,Unknown,NZ_CP012202.1,2407144,2407803,+,,kegg.orthology:K09792,K09792; uncharacterized protein,,,,,unresolved,unresolved,,,none,K09792; uncharacterized protein,,func
ACZ81_10440,,LysE family translocator,Amino acid metabolism,NZ_CP012202.1,2414136,2414762,-,,,,,,,,lysine,specific_compound,organic,function_description,inferred,Lysine exporter protein (LysE YggA),,func
ACZ81_10550,yccA,Bax inhibitor-1/YccA family protein,Unknown,NZ_CP012202.1,2432847,2433512,+,,kegg.orthology:K19416,yccA; modulator of FtsH protease,,Pores ion channels [TC:1],tcdb:1.A.14.2.1,1.A.14.2.1,unresolved,unresolved,,,none,yccA; modulator of FtsH protease,,brite;tcdb
ACZ81_10585,,TonB-dependent receptor plug domain-containing protein,Inorganic ion transport,NZ_CP012202.1,2436622,2439528,-,,,,,,,,unresolved,unresolved,,,none,TonB-dependent receptor plug domain-containing protein,,func
ACZ81_10595,fluC,fluoride efflux transporter CrcB,Cell cycle and division,NZ_CP012202.1,2441349,2441732,-,,kegg.orthology:K06199,"crcB, FEX; fluoride exporter",,Pores ion channels [TC:1],tcdb:1.A.43.1,1.A.43.1,unresolved,unresolved,,,none,"crcB, FEX; fluoride exporter",,brite;tcdb;func
ACZ81_10610,ftsK,DNA translocase FtsK,Cell cycle and division,NZ_CP012202.1,2443940,2446735,-,ATP,kegg.orthology:K03466,"ftsK, spoIIIE; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family",,,tcdb:3.A.12,The Septal DNA Translocator (S-DNA-T) Family,unresolved,unresolved,,,none,"ftsK, spoIIIE; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family",,tcdb
ACZ81_10735,,DMT family transporter,Amino acid metabolism,NZ_CP012202.1,2478621,2479496,-,PERM,,,,,,,unresolved,unresolved,,,none,DMT family transporter,,func
ACZ81_10745,bamC,outer membrane protein assembly factor BamC,Cell wall and membrane,NZ_CP012202.1,2480410,2481513,-,,kegg.orthology:K07287,bamC; outer membrane protein assembly factor BamC,,Pores ion channels [TC:1],tcdb:1.B.33.1,1.B.33.1,unresolved,unresolved,,,none,bamC; outer membrane protein assembly factor BamC,,brite;tcdb
ACZ81_10765,perM,AI-2E family transporter,Unknown,NZ_CP012202.1,2483755,2484828,-,PERM,kegg.orthology:K03548,perM; putative permease,putative,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.86.1,2.A.86.1,unresolved,unresolved,,,none,perM; putative permease,,brite;kegg;tcdb;func
ACZ81_10880,mdtK,MATE family efflux transporter,Defense mechanisms,NZ_CP012202.1,2509046,2510419,+,,kegg.orthology:K03327,"SLC47A, MATE, DTX; MATE family, multidrug and toxin extrusion protein",,SLC47: Multidrug and toxin extrusion (MATE) family,tcdb:2.A.66.1,2.A.66.1,unresolved,unresolved,,,none,"SLC47A, MATE, DTX; MATE family, multidrug and toxin extrusion protein",,brite;tcdb;func
ACZ81_11100,,TonB-dependent receptor,Inorganic ion transport,NZ_CP012202.1,2552290,2554536,+,,kegg.orthology:K02014,TC.FEV.OM; iron complex outermembrane recepter protein,,Pores ion channels [TC:1],tcdb:1.B.14,The Outer Membrane Receptor (OMR) Family,iron/siderophore,specific_compound,inorganic,kegg_ko_keyword,inferred,TC.FEV.OM; iron complex outermembrane recepter protein,,brite;tcdb;func
ACZ81_11115,,efflux RND transporter permease subunit,Defense mechanisms,NZ_CP012202.1,2557350,2560484,-,PERM,,,,,,,unresolved,unresolved,,,none,efflux RND transporter permease subunit,,func
ACZ81_11120,,efflux RND transporter periplasmic adaptor subunit,Cell wall and membrane,NZ_CP012202.1,2560481,2561716,-,,,,,,,,unresolved,unresolved,,,none,efflux RND transporter periplasmic adaptor subunit,,func
ACZ81_11170,fur,ferric iron uptake transcriptional regulator,Transcription,NZ_CP012202.1,2570920,2571348,+,,kegg.orthology:K03711,"fur, zur, furB; Fur family transcriptional regulator, ferric uptake regulator",,,,,unresolved,unresolved,,,none,"fur, zur, furB; Fur family transcriptional regulator, ferric uptake regulator",,kegg;func
ACZ81_11205,,efflux RND transporter periplasmic adaptor subunit,Cell wall and membrane,NZ_CP012202.1,2576460,2577593,+,,kegg.orthology:K03585,"acrA, mexA, adeI, smeD, mtrC, cmeA; membrane fusion protein, multidrug efflux system",,Accessory factors involved in transport [TC:8],tcdb:2.A.6.2,2.A.6.2,unresolved,unresolved,,,none,"acrA, mexA, adeI, smeD, mtrC, cmeA; membrane fusion protein, multidrug efflux system",,brite;kegg;tcdb;func
ACZ81_11210,mdtB,efflux RND transporter permease subunit,Defense mechanisms,NZ_CP012202.1,2577619,2581002,+,PERM,kegg.orthology:K03296,"TC.HAE1; hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family",,,tcdb:2.A.6.2,2.A.6.2,unresolved,unresolved,,,none,"TC.HAE1; hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family",,tcdb;func
ACZ81_11215,,efflux RND transporter permease subunit,Defense mechanisms,NZ_CP012202.1,2580999,2584178,+,PERM,kegg.orthology:K03296,"TC.HAE1; hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family",,,tcdb:2.A.6.2,2.A.6.2,unresolved,unresolved,,,none,"TC.HAE1; hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family",,tcdb;func
ACZ81_11295,,TonB-dependent receptor,Inorganic ion transport,NZ_CP012202.1,2599440,2602070,+,,kegg.orthology:K02014,TC.FEV.OM; iron complex outermembrane recepter protein,,Pores ion channels [TC:1],tcdb:1.B.14,The Outer Membrane Receptor (OMR) Family,iron/siderophore,specific_compound,inorganic,kegg_ko_keyword,inferred,TC.FEV.OM; iron complex outermembrane recepter protein,,brite;tcdb;func
ACZ81_11320,,ATP-binding cassette domain-containing protein,Inorganic ion transport,NZ_CP012202.1,2606122,2607363,-,ATP,kegg.orthology:K02017,modC; molybdate transport system ATP-binding protein [EC:7.3.2.5],molybdate,Molybdate transporter,tcdb:3.A.1.8,3.A.1.8,molybdate,specific_compound,inorganic,kegg_ko,confident,modC; molybdate transport system ATP-binding protein [EC:7.3.2.5],,brite;kegg;tcdb;func
ACZ81_11325,modB,molybdate ABC transporter permease subunit,Inorganic ion transport,NZ_CP012202.1,2607365,2608060,-,PERM,kegg.orthology:K02018,modB; molybdate transport system permease protein,molybdate,Molybdate transporter,tcdb:3.A.1.8,3.A.1.8,molybdate,specific_compound,inorganic,kegg_ko,confident,modB; molybdate transport system permease protein,,brite;kegg;tcdb;func
ACZ81_11330,modA,molybdate ABC transporter substrate-binding protein,Inorganic ion transport,NZ_CP012202.1,2608063,2609283,-,SBP,kegg.orthology:K02020,modA; molybdate transport system substrate-binding protein,molybdate,Molybdate transporter,tcdb:3.A.1.8,3.A.1.8,molybdate,specific_compound,inorganic,kegg_ko,confident,modA; molybdate transport system substrate-binding protein,,brite;kegg;tcdb;func
ACZ81_11430,,TonB-dependent receptor domain-containing protein,Inorganic ion transport,NZ_CP012202.1,2628969,2631809,+,,,,,,,,unresolved,unresolved,,,none,TonB-dependent receptor domain-containing protein,,func
ACZ81_11450,rhtA,EamA family transporter,Unknown,NZ_CP012202.1,2634969,2635853,+,PERM,kegg.orthology:K11939,rhtA; inner membrane transporter RhtA,inner,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.7.3.6,2.A.7.3.6,unresolved,unresolved,,,none,rhtA; inner membrane transporter RhtA,,brite;kegg;tcdb;func
ACZ81_11670,dagA,alanine/glycine:cation symporter family protein,Amino acid metabolism,NZ_CP012202.1,2683716,2685374,-,,kegg.orthology:K03310,"TC.AGCS; alanine or glycine:cation symporter, AGCS family",,,tcdb:2.A.25,The Alanine or Glycine:Cation Symporter (AGCS) Family,glycine,specific_compound,organic,kegg_ko_keyword,inferred,"TC.AGCS; alanine or glycine:cation symporter, AGCS family",,kegg;tcdb;func
ACZ81_11845,,TRAP transporter substrate-binding protein,Carbohydrate metabolism,NZ_CP012202.1,2728849,2729832,+,SBP,,,,,,,carboxylate,broad_class,organic,function_description,inferred,"COG1638 TRAP-type C4-dicarboxylate transport system, periplasmic component",,func
ACZ81_11850,,TRAP transporter small permease,Carbohydrate metabolism,NZ_CP012202.1,2729835,2730320,+,PERM,,,,,,,unresolved,unresolved,,,none,TRAP transporter small permease,,func
ACZ81_11855,,TRAP transporter large permease,Carbohydrate metabolism,NZ_CP012202.1,2730320,2731615,+,PERM,,,,,,,unresolved,unresolved,,,none,TRAP transporter large permease,,func
ACZ81_11895,,TonB-dependent receptor,Inorganic ion transport,NZ_CP012202.1,2740375,2743074,-,,,,,,,,unresolved,unresolved,,,none,TonB-dependent receptor,,func
ACZ81_11950,,type 2 periplasmic-binding domain-containing protein,Inorganic ion transport,NZ_CP012202.1,2761331,2761735,+,SBP,,,,,,,phosphate,specific_compound,inorganic,function_description,inferred,Phosphate ABC transporter substrate-binding protein,,func
ACZ81_12100,sdcS,SLC13 family permease,Inorganic ion transport,NZ_CP012202.1,2789496,2790932,-,PERM,kegg.orthology:K14445,"SLC13A2_3_5; solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2/3/5",solute carrier family 13 (sodium-dependent dicarboxylate,SLC13: Human Na+-sulfate/carboxylate cotransporter,tcdb:2.A.47.1,2.A.47.1,solute carrier family 13 (sodium-dependent dicarboxylate,specific_compound,inorganic,kegg_ko,confident,"SLC13A2_3_5; solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2/3/5",,brite;kegg;tcdb;func
ACZ81_12120,mscS,mechanosensitive ion channel family protein,Cell wall and membrane,NZ_CP012202.1,2795475,2796314,+,,kegg.orthology:K03442,mscS; small conductance mechanosensitive channel,small conductance mechanosensitive,Pores ion channels [TC:1],tcdb:1.A.23.2,1.A.23.2,unresolved,unresolved,,,none,mscS; small conductance mechanosensitive channel,,brite;kegg;tcdb;func
ACZ81_12280,,substrate-binding periplasmic protein,Amino acid metabolism,NZ_CP012202.1,2830306,2831118,-,SBP,kegg.orthology:K02030,ABC.PA.S; polar amino acid transport system substrate-binding protein,polar amino acid,Putative polar amino acid transporter,tcdb:3.A.1.3,3.A.1.3,polar amino acid,narrow_class,organic,kegg_ko,confident,ABC.PA.S; polar amino acid transport system substrate-binding protein,glutamate; aspartate; glutamine; arginine,brite;kegg;tcdb
ACZ81_12330,,AMP-binding protein,Lipid metabolism,NZ_CP012202.1,2843785,2845350,-,,kegg.orthology:K01897,"ACSL, fadD; long-chain-fatty-acid---CoA ligase [EC:6.2.1.3]",,,tcdb:4.C.1.1,4.C.1.1,unresolved,unresolved,,,none,"ACSL, fadD; long-chain-fatty-acid---CoA ligase [EC:6.2.1.3]",,tcdb
ACZ81_12395,modF,ATP-binding cassette domain-containing protein,Inorganic ion transport,NZ_CP012202.1,2855355,2856881,+,ATP,kegg.orthology:K02013,ABC.FEV.A; iron complex transport system ATP-binding protein [EC:7.2.2.-],iron complex,Molybdate transporter,tcdb:3.A.1.14,3.A.1.14,iron complex,specific_compound,inorganic,kegg_ko,confident,ABC.FEV.A; iron complex transport system ATP-binding protein [EC:7.2.2.-],,brite;kegg;tcdb;func
ACZ81_12425,atoE,short-chain fatty acid transporter,Lipid metabolism,NZ_CP012202.1,2861356,2862663,-,,kegg.orthology:K02106,atoE; short-chain fatty acids transporter,short-chain fatty acids,,tcdb:2.A.73.1,2.A.73.1,unresolved,unresolved,,,none,atoE; short-chain fatty acids transporter,,kegg;tcdb;func
ACZ81_12545,nhaB,sodium/proton antiporter NhaB,Inorganic ion transport,NZ_CP012202.1,2894110,2895684,+,,kegg.orthology:K03314,"nhaB; Na+:H+ antiporter, NhaB family",,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.34.1,2.A.34.1,sodium,specific_compound,inorganic,product,inferred,sodium/proton antiporter NhaB,,brite;kegg;tcdb;func
ACZ81_12550,dsbB,disulfide bond formation protein DsbB,Post-translational modification,NZ_CP012202.1,2895688,2896215,+,,kegg.orthology:K03611,dsbB; protein dithiol:quinone oxidoreductase [EC:1.8.5.9],,,tcdb:5.A.2.1,5.A.2.1,unresolved,unresolved,,,none,dsbB; protein dithiol:quinone oxidoreductase [EC:1.8.5.9],,tcdb
ACZ81_12585,fadD,long-chain-fatty-acid--CoA ligase FadD,Lipid metabolism,NZ_CP012202.1,2900667,2902319,-,,kegg.orthology:K01897,"ACSL, fadD; long-chain-fatty-acid---CoA ligase [EC:6.2.1.3]",,,tcdb:4.C.1.1,4.C.1.1,unresolved,unresolved,,,none,"ACSL, fadD; long-chain-fatty-acid---CoA ligase [EC:6.2.1.3]",,tcdb
ACZ81_12625,,cation diffusion facilitator family transporter,Inorganic ion transport,NZ_CP012202.1,2908598,2909518,-,,,,,,,,unresolved,unresolved,,,none,cation diffusion facilitator family transporter,,func
ACZ81_12655,,sulfite exporter TauE/SafE family protein,Unknown,NZ_CP012202.1,2913972,2914880,-,,,,,,,,unresolved,unresolved,,,none,sulfite exporter TauE/SafE family protein,,func
ACZ81_12745,yfdC,formate/nitrite transporter family protein,Inorganic ion transport,NZ_CP012202.1,2930058,2930903,-,,kegg.orthology:K21990,yfdC; formate-nitrite transporter family protein,formate-nitrite,,tcdb:1.A.16.4,1.A.16.4,formate-nitrite,specific_compound,inorganic,kegg_ko,confident,yfdC; formate-nitrite transporter family protein,,kegg;tcdb;func
ACZ81_12760,,TonB-dependent receptor,Inorganic ion transport,NZ_CP012202.1,2935508,2938102,+,,kegg.orthology:K02014,TC.FEV.OM; iron complex outermembrane recepter protein,,Pores ion channels [TC:1],tcdb:1.B.14,The Outer Membrane Receptor (OMR) Family,iron/siderophore,specific_compound,inorganic,kegg_ko_keyword,inferred,TC.FEV.OM; iron complex outermembrane recepter protein,,brite;tcdb;func
ACZ81_12835,,type 2 periplasmic-binding domain-containing protein,Unknown,NZ_CP012202.1,2952683,2953420,-,SBP,kegg.orthology:K02030,ABC.PA.S; polar amino acid transport system substrate-binding protein,polar amino acid,Putative polar amino acid transporter,tcdb:3.A.1.3,3.A.1.3,polar amino acid,narrow_class,organic,kegg_ko,confident,ABC.PA.S; polar amino acid transport system substrate-binding protein,glutamate; aspartate; glutamine; arginine,brite;kegg;tcdb
ACZ81_12890,lldP,L-lactate permease,Energy production,NZ_CP012202.1,2967296,2969005,-,PERM,kegg.orthology:K00427,"lldP, lctP; L-lactate permease",L-lactate,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.14.1.1,2.A.14.1.1,L-lactate,specific_compound,organic,kegg_ko,confident,"lldP, lctP; L-lactate permease",,brite;kegg;tcdb;func
ACZ81_12900,,DcaP family trimeric outer membrane transporter,Cell wall and membrane,NZ_CP012202.1,2970134,2971261,-,,,,,,,,unresolved,unresolved,,,none,DcaP family trimeric outer membrane transporter,,func
ACZ81_12925,yfiO,outer membrane protein assembly factor BamD,Cell wall and membrane,NZ_CP012202.1,2976762,2977526,+,,kegg.orthology:K05807,bamD; outer membrane protein assembly factor BamD,,Pores ion channels [TC:1],tcdb:1.B.33.1,1.B.33.1,unresolved,unresolved,,,none,bamD; outer membrane protein assembly factor BamD,,brite;tcdb
ACZ81_12970,motB,flagellar motor protein MotB,Cell motility,NZ_CP012202.1,2984470,2985399,-,,kegg.orthology:K02557,motB; chemotaxis protein MotB,,Pores ion channels [TC:1],tcdb:1.A.30.1,1.A.30.1,unresolved,unresolved,,,none,motB; chemotaxis protein MotB,,brite;tcdb
ACZ81_12975,pomA,flagellar motor protein PomA,Cell motility,NZ_CP012202.1,2985399,2986160,-,,kegg.orthology:K02556,motA; chemotaxis protein MotA,,Pores ion channels [TC:1],tcdb:1.A.30.1,1.A.30.1,unresolved,unresolved,,,none,motA; chemotaxis protein MotA,,brite;tcdb
ACZ81_13175,fimT,GspH/FimT family pseudopilin,Cell motility,NZ_CP012202.1,3027526,3028071,+,,kegg.orthology:K08084,fimT; type IV fimbrial biogenesis protein FimT,,,tcdb:3.A.15.2,3.A.15.2,unresolved,unresolved,,,none,fimT; type IV fimbrial biogenesis protein FimT,,tcdb
ACZ81_13180,gspJ,type IV pilin protein,Cell motility,NZ_CP012202.1,3028110,3028502,-,,kegg.orthology:K02456,gspG; general secretion pathway protein G,,,tcdb:3.A.15.2,3.A.15.2,unresolved,unresolved,,,none,gspG; general secretion pathway protein G,,tcdb
ACZ81_13185,VP0657,prepilin-type N-terminal cleavage/methylation domain-containing protein,Cell motility,NZ_CP012202.1,3028581,3029135,+,,kegg.orthology:K08084,fimT; type IV fimbrial biogenesis protein FimT,,,tcdb:3.A.15.2,3.A.15.2,unresolved,unresolved,,,none,fimT; type IV fimbrial biogenesis protein FimT,,tcdb
ACZ81_13205,pilE,type IV pilin protein,Cell motility,NZ_CP012202.1,3031115,3031579,-,,kegg.orthology:K02655,pilE; type IV pilus assembly protein PilE,,,tcdb:3.A.15.2,3.A.15.2,unresolved,unresolved,,,none,pilE; type IV pilus assembly protein PilE,,tcdb
ACZ81_13255,murJ,murein biosynthesis integral membrane protein MurJ,Unknown,NZ_CP012202.1,3044221,3045780,-,,kegg.orthology:K03980,"murJ, mviN; putative peptidoglycan lipid II flippase",,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.66.4,2.A.66.4,unresolved,unresolved,,,none,"murJ, mviN; putative peptidoglycan lipid II flippase",,brite;tcdb
ACZ81_13280,,bile acid:sodium symporter family protein,Unknown,NZ_CP012202.1,3049692,3050591,-,,kegg.orthology:K03453,"TC.BASS; bile acid:Na+ symporter, BASS family",,,tcdb:2.A.28,The Bile Acid:Na+ Symporter (BASS) Family,sodium,specific_compound,inorganic,product,inferred,bile acid:sodium symporter family protein,,kegg;tcdb;func
ACZ81_13450,yfgL,outer membrane protein assembly factor BamB,Cell wall and membrane,NZ_CP012202.1,3085014,3086273,-,,kegg.orthology:K17713,bamB; outer membrane protein assembly factor BamB,,Pores ion channels [TC:1],tcdb:1.B.33.1,1.B.33.1,unresolved,unresolved,,,none,bamB; outer membrane protein assembly factor BamB,,brite;tcdb
ACZ81_13510,sufD,Fe-S cluster assembly protein SufD,Post-translational modification,NZ_CP012202.1,3096572,3097828,-,PERM,kegg.orthology:K09015,sufD; Fe-S cluster assembly protein SufD,,,,,unresolved,unresolved,,,none,sufD; Fe-S cluster assembly protein SufD,,func
ACZ81_13515,sufC,Fe-S cluster assembly ATPase SufC,Post-translational modification,NZ_CP012202.1,3097825,3098586,-,ATP,kegg.orthology:K09013,sufC; Fe-S cluster assembly ATP-binding protein,,Orphan ABC ATPase,,,unresolved,unresolved,,,none,sufC; Fe-S cluster assembly ATP-binding protein,,brite;func
ACZ81_13520,sufB,Fe-S cluster assembly protein SufB,Post-translational modification,NZ_CP012202.1,3098590,3100026,-,PERM,kegg.orthology:K09014,sufB; Fe-S cluster assembly protein SufB,,,,,unresolved,unresolved,,,none,sufB; Fe-S cluster assembly protein SufB,,func
ACZ81_13570,secF,protein translocase subunit SecF,Intracellular trafficking,NZ_CP012202.1,3110142,3111083,-,,kegg.orthology:K03074,secF; preprotein translocase subunit SecF,,,tcdb:2.A.6.4,2.A.6.4,unresolved,unresolved,,,none,secF; preprotein translocase subunit SecF,,kegg;tcdb;func
ACZ81_13575,secD,protein translocase subunit SecD,Intracellular trafficking,NZ_CP012202.1,3111093,3112937,-,,kegg.orthology:K03072,secD; preprotein translocase subunit SecD,,,tcdb:2.A.6.4,2.A.6.4,unresolved,unresolved,,,none,secD; preprotein translocase subunit SecD,,kegg;tcdb;func
ACZ81_13580,yajC,preprotein translocase subunit YajC,Intracellular trafficking,NZ_CP012202.1,3112993,3113328,-,,kegg.orthology:K03210,yajC; preprotein translocase subunit YajC,,,tcdb:3.A.5.1,3.A.5.1,unresolved,unresolved,,,none,yajC; preprotein translocase subunit YajC,,kegg;tcdb
ACZ81_13610,VP1064,potassium channel family protein,Inorganic ion transport,NZ_CP012202.1,3117916,3118971,+,,kegg.orthology:K10716,"kch, trkA, mthK, pch; voltage-gated potassium channel",voltage-gated potassium,Pores ion channels [TC:1],tcdb:1.A.1.1,1.A.1.1,voltage-gated potassium,specific_compound,inorganic,kegg_ko,confident,"kch, trkA, mthK, pch; voltage-gated potassium channel",,brite;kegg;tcdb;func
ACZ81_13645,,ABC transporter ATP-binding protein,Defense mechanisms,NZ_CP012202.1,3123551,3124273,+,ATP,kegg.orthology:K02003,ABC.CD.A; putative ABC transport system ATP-binding protein,putative ABC,Putative ABC transporter,tcdb:3.A.1,The ATP-binding Cassette (ABC) Superfamily,unresolved,unresolved,,,none,ABC.CD.A; putative ABC transport system ATP-binding protein,,brite;kegg;tcdb;func
ACZ81_13650,,FtsX-like permease family protein,Defense mechanisms,NZ_CP012202.1,3124345,3127281,+,PERM,kegg.orthology:K02004,ABC.CD.P; putative ABC transport system permease protein,putative ABC,Putative ABC transporter,tcdb:3.A.1,The ATP-binding Cassette (ABC) Superfamily,unresolved,unresolved,,,none,ABC.CD.P; putative ABC transport system permease protein,,brite;kegg;tcdb;func
ACZ81_13810,,lipopolysaccharide biosynthesis protein,Unknown,NZ_CP012202.1,3167624,3169117,+,,kegg.orthology:K03328,"TC.PST; polysaccharide transporter, PST family",polysaccharide,,tcdb:2.A.66.2,2.A.66.2,saccharide,broad_class,organic,kegg_ko,confident,"TC.PST; polysaccharide transporter, PST family",,kegg;tcdb
ACZ81_13845,,oligosaccharide flippase family protein,Unknown,NZ_CP012202.1,3176002,3177489,-,,kegg.orthology:K03328,"TC.PST; polysaccharide transporter, PST family",polysaccharide,,tcdb:2.A.66.2,2.A.66.2,saccharide,broad_class,organic,kegg_ko,confident,"TC.PST; polysaccharide transporter, PST family",,kegg;tcdb
ACZ81_13870,wza,XrtA/PEP-CTERM system exopolysaccharide export protein,Cell wall and membrane,NZ_CP012202.1,3182552,3183184,+,,kegg.orthology:K01991,"wza, gfcE; polysaccharide biosynthesis/export protein",,Pores ion channels [TC:1],tcdb:1.B.18,The Outer Membrane Auxiliary (OMA) Protein Family,unresolved,unresolved,,,none,"wza, gfcE; polysaccharide biosynthesis/export protein",,brite;tcdb
ACZ81_13885,,porin family protein,Unknown,NZ_CP012202.1,3185703,3187379,+,,,,,,,,unresolved,unresolved,,,none,porin family protein,,func
ACZ81_13940,suxA,TonB-dependent receptor,Cell wall and membrane,NZ_CP012202.1,3199781,3202300,-,,,,,,,,unresolved,unresolved,,,none,TonB-dependent receptor,,func
ACZ81_13955,,TonB-dependent receptor,Inorganic ion transport,NZ_CP012202.1,3205732,3208635,+,,kegg.orthology:K02014,TC.FEV.OM; iron complex outermembrane recepter protein,,Pores ion channels [TC:1],tcdb:1.B.14,The Outer Membrane Receptor (OMR) Family,iron/siderophore,specific_compound,inorganic,kegg_ko_keyword,inferred,TC.FEV.OM; iron complex outermembrane recepter protein,,brite;tcdb;func
ACZ81_14055,,choline transporter,Cell wall and membrane,NZ_CP012202.1,3229152,3230369,+,,,,,,,,choline,specific_compound,organic,product,inferred,choline transporter,,func
ACZ81_14060,,TorF family putative porin,Unknown,NZ_CP012202.1,3230508,3231230,+,,,,,,,,unresolved,unresolved,,,none,TorF family putative porin,,func
ACZ81_14140,,M56 family metallopeptidase,Intracellular trafficking,NZ_CP012202.1,3249234,3250475,+,,,,,,,,unresolved,unresolved,,,none,M56 family metallopeptidase,,func
ACZ81_14210,,TonB-dependent receptor,Inorganic ion transport,NZ_CP012202.1,3266474,3268489,-,,kegg.orthology:K02014,TC.FEV.OM; iron complex outermembrane recepter protein,,Pores ion channels [TC:1],tcdb:1.B.14.2,1.B.14.2,iron/siderophore,specific_compound,inorganic,kegg_ko_keyword,inferred,TC.FEV.OM; iron complex outermembrane recepter protein,,brite;tcdb;func
ACZ81_14220,nikA,ABC transporter substrate-binding protein,Amino acid metabolism,NZ_CP012202.1,3272279,3273886,+,SBP,kegg.orthology:K02035,ABC.PE.S; peptide/nickel transport system substrate-binding protein,peptide/nickel,Peptides/nickel transporter,tcdb:3.A.1.5,3.A.1.5,peptide/nickel,multi_substrate,organic,kegg_ko,confident,ABC.PE.S; peptide/nickel transport system substrate-binding protein,peptide; nickel,brite;kegg;tcdb;func
ACZ81_14225,nikB,ABC transporter permease,Amino acid metabolism,NZ_CP012202.1,3273889,3274872,+,PERM,kegg.orthology:K02033,ABC.PE.P; peptide/nickel transport system permease protein,peptide/nickel,Peptides/nickel transporter,tcdb:3.A.1.5,3.A.1.5,peptide/nickel,multi_substrate,organic,kegg_ko,confident,ABC.PE.P; peptide/nickel transport system permease protein,peptide; nickel,brite;kegg;tcdb;func
ACZ81_14230,,ABC transporter permease,Inorganic ion transport,NZ_CP012202.1,3274869,3275738,+,PERM,kegg.orthology:K02034,ABC.PE.P1; peptide/nickel transport system permease protein,peptide/nickel,Peptides/nickel transporter,tcdb:3.A.1.5,3.A.1.5,peptide/nickel,multi_substrate,organic,kegg_ko,confident,ABC.PE.P1; peptide/nickel transport system permease protein,peptide; nickel,brite;kegg;tcdb;func
ACZ81_14235,,ABC transporter ATP-binding protein,Inorganic ion transport,NZ_CP012202.1,3275735,3277150,+,ATP,kegg.orthology:K02031,ddpD; peptide/nickel transport system ATP-binding protein,peptide/nickel,Peptides/nickel transporter,tcdb:3.A.1.5,3.A.1.5,peptide/nickel,multi_substrate,organic,kegg_ko,confident,ddpD; peptide/nickel transport system ATP-binding protein,peptide; nickel,brite;kegg;tcdb;func
ACZ81_14260,,MFS transporter,Carbohydrate metabolism,NZ_CP012202.1,3281154,3282314,+,,,,,,,,unresolved,unresolved,,,none,MFS transporter,,func
