locus_tag,strain_short,substrates,tier,func_evidence,export_evidence
AMBLS11_11895,BS11,protein/peptide,A: degradative + exported,EC 3.4.21.89 (signal peptidase I),signal:Signal peptide (Sec/SPI)
AMBLS11_12265,BS11,protein/peptide,"B: degradative, export uncertain",EC 3.4.21.89 (signal peptidase I),
AMBLS11_12485,BS11,protein/peptide,"B: degradative, export uncertain",Pfam Peptidase S24-like,
AMBLS11_12655,BS11,protein/peptide,"B: degradative, export uncertain",EC 3.4.23.36 (signal peptidase II),
AMBLS11_13030,BS11,protein/peptide,"B: degradative, export uncertain",EC 3.4.21.105 (rhomboid protease),
AMBLS11_13080,BS11,protein/peptide,"B: degradative, export uncertain",Pfam Trypsin-like peptidase domain,
AMBLS11_13180,BS11,protein/peptide,"B: degradative, export uncertain",EC 3.4.22.- (Cysteine endopeptidases),
AMBLS11_13405,BS11,protein/peptide,A: degradative + exported,Pfam Metallopeptidase family M24,signal:Signal peptide (Sec/SPI)
AMBLS11_13455,BS11,protein/peptide,"B: degradative, export uncertain",Pfam BlaR1 peptidase M56,
AMBLS11_13550,BS11,protein/peptide,A: degradative + exported,Pfam Vault protein inter-alpha-trypsin domain,signal:Signal peptide (Sec/SPI)
AMBLS11_13555,BS11,protein/peptide,A: degradative + exported,EC 3.4.22.70 (sortase A),signal:Signal peptide (Sec/SPI)
AMBLS11_13610,BS11,protein/peptide,"B: degradative, export uncertain",EC 3.4.23.- (Aspartic endopeptidases),
AMBLS11_13815,BS11,protein/peptide,A: degradative + exported,EC 3.4.13.9 (Xaa-Pro dipeptidase),signal:TAT signal peptide (Tat/SPI)
AMBLS11_13825,BS11,protein/peptide,A: degradative + exported,Pfam Peptidase family M28,loc:Extracellular
AMBLS11_13950,BS11,protein/peptide,"B: degradative, export uncertain",EC 3.4.23.- (Aspartic endopeptidases),
AMBLS11_13970,BS11,protein/peptide,"B: degradative, export uncertain",EC 3.4.23.43 (prepilin peptidase),
AMBLS11_14005,BS11,protein/peptide,"B: degradative, export uncertain",Pfam Peptidase family M23,
AMBLS11_14070,BS11,protein/peptide,"B: degradative, export uncertain",EC 3.4.16.4 (serine-type D-Ala-D-Ala carboxypeptidase),
AMBLS11_14100,BS11,protein/peptide,A: degradative + exported,EC 3.4.13.19 (membrane dipeptidase),signal:Signal peptide (Sec/SPI)
AMBLS11_14125,BS11,protein/peptide,"B: degradative, export uncertain","Pfam Serine aminopeptidase, S33",
AMBLS11_14175,BS11,protein/peptide,A: degradative + exported,Pfam Peptidase family M48,signal:Lipoprotein signal peptide (Sec/SPII)
AMBLS11_14695,BS11,protein/peptide,A: degradative + exported,Pfam Peptidase family M23,signal:Signal peptide (Sec/SPI)
AMBLS11_15240,BS11,protein/peptide,"B: degradative, export uncertain",EC 3.4.11.1 (leucyl aminopeptidase),
AMBLS11_15265,BS11,protein/peptide,"B: degradative, export uncertain",Pfam Insulinase (Peptidase family M16),
AMBLS11_15350,BS11,protein/peptide,A: degradative + exported,Pfam Metallo-peptidase family M12B Reprolysin-like,loc:Extracellular;signal:Signal peptide (Sec/SPI)
AMBLS11_15400,BS11,protein/peptide,A: degradative + exported,GO-MF serine-type peptidase activity,loc:Extracellular;signal:Signal peptide (Sec/SPI)
AMBLS11_15775,BS11,protein/peptide,A: degradative + exported,EC 3.4.14.5 (dipeptidyl-peptidase IV),signal:Signal peptide (Sec/SPI)
AMBLS11_15780,BS11,protein/peptide,A: degradative + exported,GO-MF serine-type peptidase activity,signal:Signal peptide (Sec/SPI)
AMBLS11_16110,BS11,protein/peptide,A: degradative + exported,GO-MF serine-type peptidase activity,loc:Extracellular;signal:Signal peptide (Sec/SPI)
AMBLS11_16140,BS11,protein/peptide,A: degradative + exported,GO-MF serine-type peptidase activity,signal:Signal peptide (Sec/SPI)
AMBLS11_16430,BS11,protein/peptide,A: degradative + exported,GO-MF serine-type peptidase activity,signal:Signal peptide (Sec/SPI)
AMBLS11_16475,BS11,protein/peptide,A: degradative + exported,Pfam Peptidase propeptide and YPEB domain,signal:Lipoprotein signal peptide (Sec/SPII)
AMBLS11_16515,BS11,protein/peptide,A: degradative + exported,Pfam Peptidase family M28,loc:Extracellular;signal:Signal peptide (Sec/SPI)
AMBLS11_16645,BS11,protein/peptide,"B: degradative, export uncertain",Pfam Peptidase C39 family,
AMBLS11_16885,BS11,protein/peptide,A: degradative + exported,Pfam BlaR1 peptidase M56,signal:Signal peptide (Sec/SPI)
AMBLS11_17075,BS11,protein/peptide,A: degradative + exported,EC 3.4.24.71 (endothelin-converting enzyme 1),signal:Lipoprotein signal peptide (Sec/SPII)
AMBLS11_17210,BS11,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),signal:Signal peptide (Sec/SPI)
AMBLS11_17275,BS11,protein/peptide,A: degradative + exported,GO-MF peptidase activity,signal:Signal peptide (Sec/SPI)
AMBLS11_17280,BS11,protein/peptide,"B: degradative, export uncertain",GO-MF peptidase activity,
AMBLS11_17665,BS11,protein/peptide,A: degradative + exported,Pfam Subtilase family,signal:Signal peptide (Sec/SPI)
AMBLS11_18065,BS11,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),signal:Signal peptide (Sec/SPI)
AMBLS11_18525,BS11,protein/peptide,"B: degradative, export uncertain",Pfam Papain family cysteine protease,
AMBLS11_18550,BS11,protein/peptide,A: degradative + exported,Pfam Zinc carboxypeptidase,signal:Signal peptide (Sec/SPI)
AMBLS11_18700,BS11,protein/peptide,A: degradative + exported,GO-MF serine-type peptidase activity,signal:Signal peptide (Sec/SPI)
AMBLS11_18750,BS11,protein/peptide,A: degradative + exported,EC 3.4.11.- (Aminopeptidases),signal:Signal peptide (Sec/SPI)
AMBLS11_00210,BS11,protein/peptide,A: degradative + exported,Pfam Peptidase family M28,signal:Signal peptide (Sec/SPI)
AMBLS11_00310,BS11,protein/peptide,"B: degradative, export uncertain",EC 3.4.21.105 (rhomboid protease),
AMBLS11_00910,BS11,protein/peptide,A: degradative + exported,"Pfam Serine aminopeptidase, S33",signal:Lipoprotein signal peptide (Sec/SPII)
AMBLS11_01090,BS11,protein/peptide,"B: degradative, export uncertain","Pfam Serine aminopeptidase, S33",
AMBLS11_01335,BS11,protein/peptide,"B: degradative, export uncertain",GO-MF peptidase activity,
AMBLS11_01800,BS11,protein/peptide,A: degradative + exported,EC 3.4.24.- (Metalloendopeptidases),signal:Lipoprotein signal peptide (Sec/SPII)
AMBLS11_01835,BS11,protein/peptide,"B: degradative, export uncertain",EC 3.4.16.4 (serine-type D-Ala-D-Ala carboxypeptidase),
AMBLS11_01880,BS11,protein/peptide,A: degradative + exported,EC 3.4.19.13 (glutathione gamma-glutamate hydrolase),loc:Periplasmic;signal:Lipoprotein signal peptide (Sec/SPII)
AMBLS11_02040,BS11,protein/peptide,A: degradative + exported,EC 3.4.16.4 (serine-type D-Ala-D-Ala carboxypeptidase),loc:Extracellular
AMBLS11_02075,BS11,protein/peptide,"B: degradative, export uncertain","Pfam Serine aminopeptidase, S33",
AMBLS11_02180,BS11,protein/peptide,A: degradative + exported,Pfam Peptidase family M23,loc:Outer membrane;signal:Signal peptide (Sec/SPI)
AMBLS11_02330,BS11,protein/peptide,A: degradative + exported,GO-MF carboxypeptidase activity,signal:Signal peptide (Sec/SPI)
AMBLS11_02370,BS11,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),signal:Signal peptide (Sec/SPI)
AMBLS11_02415,BS11,protein/peptide,"B: degradative, export uncertain",Pfam Peptidase propeptide and YPEB domain,
AMBLS11_02425,BS11,protein/peptide,A: degradative + exported,EC 3.4.19.13 (glutathione gamma-glutamate hydrolase),loc:Periplasmic;signal:Lipoprotein signal peptide (Sec/SPII)
AMBLS11_02640,BS11,protein/peptide,A: degradative + exported,Pfam Peptidase family M23,signal:Lipoprotein signal peptide (Sec/SPII)
AMBLS11_03140,BS11,protein/peptide,A: degradative + exported,GO-MF metalloendopeptidase activity,loc:Extracellular
AMBLS11_03175,BS11,protein/peptide,A: degradative + exported,Pfam Peptidase family M49,signal:Lipoprotein signal peptide (Sec/SPII)
AMBLS11_03660,BS11,protein/peptide,A: degradative + exported,GO-MF serine-type endopeptidase activity,loc:Periplasmic
AMBLS11_03665,BS11,protein/peptide,A: degradative + exported,EC 3.4.21.107 (peptidase Do),loc:Periplasmic;signal:Signal peptide (Sec/SPI)
AMBLS11_03835,BS11,protein/peptide,A: degradative + exported,EC 3.4.19.1 (acylaminoacyl-peptidase),signal:Signal peptide (Sec/SPI)
AMBLS11_03925,BS11,protein/peptide,A: degradative + exported,Pfam Peptidase family M1 domain,signal:Lipoprotein signal peptide (Sec/SPII)
AMBLS11_04040,BS11,protein/peptide,A: degradative + exported,Pfam Peptidase_C39 like family,signal:Lipoprotein signal peptide (Sec/SPII)
AMBLS11_04050,BS11,protein/peptide,A: degradative + exported,GO-MF metalloendopeptidase activity,signal:Signal peptide (Sec/SPI)
AMBLS11_04590,BS11,protein/peptide,"B: degradative, export uncertain",EC 3.4.24.- (Metalloendopeptidases),
AMBLS11_05025,BS11,protein/peptide,A: degradative + exported,Pfam Peptidase M15,signal:Signal peptide (Sec/SPI)
AMBLS11_05030,BS11,protein/peptide,A: degradative + exported,"Pfam L,D-transpeptidase catalytic domain",signal:Signal peptide (Sec/SPI)
AMBLS11_05155,BS11,protein/peptide,A: degradative + exported,EC 3.4.24.71 (endothelin-converting enzyme 1),signal:Lipoprotein signal peptide (Sec/SPII)
AMBLS11_05550,BS11,protein/peptide,A: degradative + exported,Pfam Insulinase (Peptidase family M16),signal:Lipoprotein signal peptide (Sec/SPII)
AMBLS11_05690,BS11,protein/peptide,A: degradative + exported,Pfam Peptidase family M28,loc:Extracellular;signal:Lipoprotein signal peptide (Sec/SPII)
AMBLS11_05765,BS11,protein/peptide,A: degradative + exported,Pfam Peptidase family M28,loc:Extracellular;signal:Lipoprotein signal peptide (Sec/SPII)
AMBLS11_05880,BS11,protein/peptide,"B: degradative, export uncertain",Pfam Insulinase (Peptidase family M16),
AMBLS11_05935,BS11,protein/peptide,A: degradative + exported,"Pfam Serine aminopeptidase, S33",signal:Lipoprotein signal peptide (Sec/SPII)
AMBLS11_06010,BS11,protein/peptide,"B: degradative, export uncertain",Pfam Eukaryotic aspartyl protease,
AMBLS11_06435,BS11,protein/peptide,"B: degradative, export uncertain",Pfam Zinc carboxypeptidase,
AMBLS11_06500,BS11,protein/peptide,A: degradative + exported,Pfam Peptidase propeptide and YPEB domain,signal:Signal peptide (Sec/SPI)
AMBLS11_06630,BS11,protein/peptide,A: degradative + exported,Pfam Prolyl oligopeptidase family,signal:Signal peptide (Sec/SPI)
AMBLS11_06655,BS11,protein/peptide,A: degradative + exported,Pfam Aspartyl protease,signal:Signal peptide (Sec/SPI)
AMBLS11_07025,BS11,protein/peptide,A: degradative + exported,GO-MF serine-type peptidase activity,signal:Signal peptide (Sec/SPI)
AMBLS11_07040,BS11,protein/peptide,"B: degradative, export uncertain",Pfam D-alanyl-D-alanine carboxypeptidase,
AMBLS11_07260,BS11,protein/peptide,A: degradative + exported,EC 3.4.19.13 (glutathione gamma-glutamate hydrolase),loc:Periplasmic
AMBLS11_07285,BS11,protein/peptide,"B: degradative, export uncertain",EC 3.4.-.- (Acting on peptide bonds (peptidases)),
AMBLS11_07385,BS11,protein/peptide,A: degradative + exported,Pfam Bacterial transglutaminase-like cysteine proteinase BTLCP,signal:Signal peptide (Sec/SPI)
AMBLS11_07665,BS11,protein/peptide,A: degradative + exported,"Pfam Serine aminopeptidase, S33",signal:Signal peptide (Sec/SPI)
AMBLS11_07815,BS11,protein/peptide,A: degradative + exported,GO-MF metalloendopeptidase activity,signal:Signal peptide (Sec/SPI)
AMBLS11_07960,BS11,protein/peptide,A: degradative + exported,EC 3.4.15.1 (peptidyl-dipeptidase A),signal:Lipoprotein signal peptide (Sec/SPII)
AMBLS11_08170,BS11,protein/peptide,A: degradative + exported,GO-MF serine-type peptidase activity,loc:Extracellular;signal:Lipoprotein signal peptide (Sec/SPII)
AMBLS11_08405,BS11,protein/peptide,"B: degradative, export uncertain",GO-MF endopeptidase activity,
AMBLS11_08450,BS11,protein/peptide,A: degradative + exported,EC 3.4.16.4 (serine-type D-Ala-D-Ala carboxypeptidase),signal:Signal peptide (Sec/SPI)
AMBLS11_08465,BS11,protein/peptide,"B: degradative, export uncertain",EC 3.4.16.4 (serine-type D-Ala-D-Ala carboxypeptidase),
AMBLS11_08535,BS11,protein/peptide,"B: degradative, export uncertain",EC 3.4.24.- (Metalloendopeptidases),
AMBLS11_09020,BS11,protein/peptide,"B: degradative, export uncertain",EC 3.4.21.- (Serine endopeptidases),
AMBLS11_09105,BS11,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),signal:Signal peptide (Sec/SPI)
AMBLS11_09110,BS11,protein/peptide,"B: degradative, export uncertain",Pfam M61 glycyl aminopeptidase,
AMBLS11_09270,BS11,protein/peptide,A: degradative + exported,GO-MF serine-type peptidase activity,loc:Outer membrane;signal:Signal peptide (Sec/SPI)
AMBLS11_09335,BS11,protein/peptide,A: degradative + exported,EC 3.4.21.102 (C-terminal processing peptidase),signal:Signal peptide (Sec/SPI)
AMBLS11_09795,BS11,protein/peptide,"B: degradative, export uncertain",Pfam SOS response associated peptidase (SRAP),
AMBLS11_09805,BS11,protein/peptide,A: degradative + exported,EC 3.4.19.1 (acylaminoacyl-peptidase),signal:Signal peptide (Sec/SPI)
AMBLS11_09975,BS11,protein/peptide,A: degradative + exported,EC 3.4.24.- (Metalloendopeptidases),signal:Signal peptide (Sec/SPI)
AMBLS11_10330,BS11,protein/peptide,A: degradative + exported,EC 3.4.19.13 (glutathione gamma-glutamate hydrolase),loc:Periplasmic;signal:Signal peptide (Sec/SPI)
AMBLS11_10340,BS11,protein/peptide,"B: degradative, export uncertain",EC 3.4.21.- (Serine endopeptidases),
AMBLS11_10345,BS11,protein/peptide,A: degradative + exported,GO-MF serine-type peptidase activity,signal:Lipoprotein signal peptide (Sec/SPII)
AMBLS11_10385,BS11,protein/peptide,A: degradative + exported,Pfam Peptidase S46,signal:Signal peptide (Sec/SPI)
AMBLS11_10430,BS11,protein/peptide,A: degradative + exported,EC 3.4.21.26 (prolyl oligopeptidase),loc:Periplasmic;signal:Lipoprotein signal peptide (Sec/SPII)
AMBLS11_11220,BS11,protein/peptide,A: degradative + exported,EC 3.4.11.2 (membrane alanyl aminopeptidase),signal:Signal peptide (Sec/SPI)
AMBLS11_03795,BS11,sulfate ester,"B: degradative, export uncertain",Pfam Sulfatase,
AMBLS11_09085,BS11,sulfate ester,"B: degradative, export uncertain",Pfam Sulfatase,
EZ55_01972,EZ55,amide/C-N,"B: degradative, export uncertain",EC 3.5.4.5 (cytidine deaminase),
EZ55_02021,EZ55,amide/C-N,A: degradative + exported,EC 3.5.1.97 (acyl-homoserine-lactone acylase),loc:Periplasmic;signal:Lipoprotein signal peptide (Sec/SPII)
EZ55_02301,EZ55,amide/C-N,"B: degradative, export uncertain",EC 3.5.2.9 (5-oxoprolinase (ATP-hydrolyzing)),
EZ55_02599,EZ55,amide/C-N,A: degradative + exported,EC 3.5.2.6 (beta-lactamase),signal:Signal peptide (Sec/SPI)
EZ55_03438,EZ55,amide/C-N,A: degradative + exported,"EC 3.5.-.- (Acting on carbon-nitrogen bonds, other than peptide bonds)",signal:Signal peptide (Sec/SPI)
EZ55_03784,EZ55,amide/C-N,A: degradative + exported,EC 3.5.1.28 (N-acetylmuramoyl-L-alanine amidase),signal:Signal peptide (Sec/SPI)
EZ55_03900,EZ55,amide/C-N,A: degradative + exported,EC 3.5.2.6 (beta-lactamase),signal:Signal peptide (Sec/SPI)
EZ55_04086,EZ55,amide/C-N,A: degradative + exported,"EC 3.5.-.- (Acting on carbon-nitrogen bonds, other than peptide bonds)",signal:Signal peptide (Sec/SPI)
EZ55_00312,EZ55,amide/C-N,"B: degradative, export uncertain",EC 3.5.1.44 (protein-glutamine glutaminase),
EZ55_00961,EZ55,amide/C-N,"B: degradative, export uncertain",EC 3.5.1.42 (nicotinamide-nucleotide amidase),
EZ55_01005,EZ55,amide/C-N,"B: degradative, export uncertain",EC 3.5.1.28 (N-acetylmuramoyl-L-alanine amidase),
EZ55_01055,EZ55,amide/C-N,A: degradative + exported,GO-MF amidase activity,loc:Periplasmic
EZ55_01499,EZ55,amide/C-N,"B: degradative, export uncertain",Pfam Carbon-nitrogen hydrolase,
EZ55_01595,EZ55,amide/C-N,"B: degradative, export uncertain",EC 3.5.2.17 (hydroxyisourate hydrolase),
EZ55_01611,EZ55,amide/C-N,A: degradative + exported,EC 3.5.4.4 (adenosine deaminase),signal:Signal peptide (Sec/SPI)
EZ55_01617,EZ55,amide/C-N,"B: degradative, export uncertain",EC 3.5.1.4 (amidase),
EZ55_01667,EZ55,amide/C-N,A: degradative + exported,EC 3.5.1.97 (acyl-homoserine-lactone acylase),loc:Periplasmic
EZ55_03962,EZ55,amide/C-N;carbohydrate,"B: degradative, export uncertain",CAZy GH73 | GO-MF amidase activity,
EZ55_00522,EZ55,amide/C-N;carbohydrate,A: degradative + exported,"EC 3.2.1.- (Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds) | GO-MF peptidoglycan beta-N-acetylmuramidase activity",signal:Lipoprotein signal peptide (Sec/SPII)
EZ55_01967,EZ55,amide/C-N;protein/peptide,A: degradative + exported,EC 3.5.1.- (In linear amides) | GO-MF metallocarboxypeptidase activity,signal:Signal peptide (Sec/SPI)
EZ55_03173,EZ55,amide/C-N;protein/peptide,"B: degradative, export uncertain",EC 3.4.16.4 (serine-type D-Ala-D-Ala carboxypeptidase) | EC 3.5.1.28 (N-acetylmuramoyl-L-alanine amidase),
EZ55_01703,EZ55,amide/C-N;protein/peptide,A: degradative + exported,EC 3.4.19.5 (beta-aspartyl-peptidase) | EC 3.5.1.1 (asparaginase),loc:Periplasmic;signal:Signal peptide (Sec/SPI)
EZ55_02232,EZ55,carbohydrate,A: degradative + exported,CAZy GH13,loc:Extracellular
EZ55_02287,EZ55,carbohydrate,"B: degradative, export uncertain",Pfam Carbohydrate-binding module 48 (Isoamylase N-terminal domain),
EZ55_02317,EZ55,carbohydrate,A: degradative + exported,EC 3.2.1.1 (alpha-amylase),loc:Extracellular;signal:Signal peptide (Sec/SPI)
EZ55_02354,EZ55,carbohydrate,"B: degradative, export uncertain",EC 3.2.2.21 (DNA-3-methyladenine glycosylase II),
EZ55_02413,EZ55,carbohydrate,A: degradative + exported,EC 3.2.2.9 (adenosylhomocysteine nucleosidase),signal:Signal peptide (Sec/SPI)
EZ55_02442,EZ55,carbohydrate,A: degradative + exported,EC 3.2.1.172 (unsaturated rhamnogalacturonyl hydrolase),signal:Signal peptide (Sec/SPI)
EZ55_02443,EZ55,carbohydrate,A: degradative + exported,"EC 3.2.1.- (Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds)",loc:Extracellular;signal:TAT lipoprotein signal peptide (Tat/SPII)
EZ55_02577,EZ55,carbohydrate,A: degradative + exported,CAZy GH103,signal:Signal peptide (Sec/SPI)
EZ55_02862,EZ55,carbohydrate,A: degradative + exported,Pfam Pectinacetylesterase,signal:Signal peptide (Sec/SPI)
EZ55_02865,EZ55,carbohydrate,A: degradative + exported,EC 3.2.1.20 (alpha-glucosidase),signal:Signal peptide (Sec/SPI)
EZ55_02934,EZ55,carbohydrate,A: degradative + exported,"EC 3.2.1.- (Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds)",loc:Extracellular;signal:Signal peptide (Sec/SPI)
EZ55_02983,EZ55,carbohydrate,A: degradative + exported,EC 3.2.1.52 (beta-N-acetylhexosaminidase),loc:Outer membrane;signal:Signal peptide (Sec/SPI)
EZ55_03427,EZ55,carbohydrate,A: degradative + exported,EC 3.2.1.4 (cellulase),signal:Lipoprotein signal peptide (Sec/SPII)
EZ55_03429,EZ55,carbohydrate,"B: degradative, export uncertain",Pfam Glycosyl hydrolases family 17,
EZ55_00029,EZ55,carbohydrate,"B: degradative, export uncertain",EC 3.2.2.20 (DNA-3-methyladenine glycosylase I),
EZ55_03825,EZ55,carbohydrate,"B: degradative, export uncertain",EC 3.2.1.177 (alpha-D-xyloside xylohydrolase),
EZ55_03829,EZ55,carbohydrate,A: degradative + exported,"EC 3.2.1.- (Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds)",loc:Extracellular;signal:Lipoprotein signal peptide (Sec/SPII)
EZ55_03833,EZ55,carbohydrate,A: degradative + exported,EC 3.2.1.21 (beta-glucosidase),loc:Periplasmic;signal:Lipoprotein signal peptide (Sec/SPII)
EZ55_03884,EZ55,carbohydrate,A: degradative + exported,EC 3.2.2.9 (adenosylhomocysteine nucleosidase),signal:Lipoprotein signal peptide (Sec/SPII)
EZ55_03899,EZ55,carbohydrate,"B: degradative, export uncertain",EC 3.2.2.21 (DNA-3-methyladenine glycosylase II),
EZ55_03930,EZ55,carbohydrate,A: degradative + exported,GO-MF pectinesterase activity,loc:Extracellular;signal:Lipoprotein signal peptide (Sec/SPII)
EZ55_03970,EZ55,carbohydrate,A: degradative + exported,EC 3.2.1.20 (alpha-glucosidase),signal:Signal peptide (Sec/SPI)
EZ55_04017,EZ55,carbohydrate,A: degradative + exported,Pfam Glycosyl hydrolase family 67 N-terminus,signal:Signal peptide (Sec/SPI)
EZ55_04020,EZ55,carbohydrate,A: degradative + exported,"EC 3.2.1.8 (endo-1,4-beta-xylanase)",signal:Signal peptide (Sec/SPI)
EZ55_04027,EZ55,carbohydrate,A: degradative + exported,EC 3.2.1.21 (beta-glucosidase),loc:Periplasmic;signal:Lipoprotein signal peptide (Sec/SPII)
EZ55_04029,EZ55,carbohydrate,A: degradative + exported,Pfam Glycosyl hydrolase family 9,signal:Signal peptide (Sec/SPI)
EZ55_04031,EZ55,carbohydrate,A: degradative + exported,"EC 3.2.1.8 (endo-1,4-beta-xylanase)",signal:Lipoprotein signal peptide (Sec/SPII)
EZ55_04032,EZ55,carbohydrate,A: degradative + exported,EC 3.2.1.55 (non-reducing end alpha-L-arabinofuranosidase),signal:Signal peptide (Sec/SPI)
EZ55_00235,EZ55,carbohydrate,A: degradative + exported,Pfam Concanavalin A-like lectin/glucanases superfamily,loc:Outer membrane;signal:Signal peptide (Sec/SPI)
EZ55_00248,EZ55,carbohydrate,"B: degradative, export uncertain",EC 3.2.1.23 (beta-galactosidase),
EZ55_00382,EZ55,carbohydrate,"B: degradative, export uncertain",CAZy GH103,
EZ55_00520,EZ55,carbohydrate,A: degradative + exported,EC 3.2.1.52 (beta-N-acetylhexosaminidase),signal:Signal peptide (Sec/SPI)
EZ55_00587,EZ55,carbohydrate,A: degradative + exported,CAZy GH23,loc:Periplasmic;signal:Signal peptide (Sec/SPI)
EZ55_00885,EZ55,carbohydrate,A: degradative + exported,CAZy GH13,loc:Periplasmic;signal:Lipoprotein signal peptide (Sec/SPII)
EZ55_01649,EZ55,carbohydrate,A: degradative + exported,Pfam Concanavalin A-like lectin/glucanases superfamily,signal:Signal peptide (Sec/SPI)
EZ55_03409,EZ55,carbohydrate (ester);ester (other);lipid/ester,A: degradative + exported,EC 3.1.2.12 (S-formylglutathione hydrolase) | CAZy CE1 | Pfam Putative esterase,loc:Periplasmic
EZ55_02444,EZ55,carbohydrate;lipid/ester,A: degradative + exported,EC 3.1.1.11 (pectinesterase) | GO-MF pectinesterase activity,loc:Extracellular;signal:Signal peptide (Sec/SPI)
EZ55_04018,EZ55,carbohydrate;lipid/ester,A: degradative + exported,"EC 3.1.1.53 (sialate O-acetylesterase) | Pfam Glycosyl hydrolases family 2, sugar binding domain",signal:Signal peptide (Sec/SPI)
EZ55_02120,EZ55,ester (other),"B: degradative, export uncertain",EC 3.1.2.6 (hydroxyacylglutathione hydrolase),
EZ55_02553,EZ55,ester (other),"B: degradative, export uncertain",EC 3.1.2.- (Thiolester hydrolases),
EZ55_03559,EZ55,ester (other),"B: degradative, export uncertain",EC 3.1.-.- (Acting on ester bonds),
EZ55_00192,EZ55,ester (other),"B: degradative, export uncertain",EC 3.1.2.- (Thiolester hydrolases),
EZ55_01514,EZ55,ester (other),"B: degradative, export uncertain",EC 3.1.2.- (Thiolester hydrolases),
EZ55_01683,EZ55,ester (other),"B: degradative, export uncertain",EC 3.1.2.20 (acyl-CoA hydrolase),
EZ55_02325,EZ55,ester (other);lipid/ester,"B: degradative, export uncertain",EC 3.1.-.- (Acting on ester bonds) | Pfam GDSL-like Lipase/Acylhydrolase family,
EZ55_00184,EZ55,ester (other);nucleic acid;organic phosphate,A: degradative + exported,EC 3.1.-.- (Acting on ester bonds) | EC 3.1.30.1 (Aspergillus nuclease S1) | GO-MF endonuclease activity,signal:Signal peptide (Sec/SPI)
EZ55_02419,EZ55,ester (other);organic phosphate,"B: degradative, export uncertain",EC 3.1.-.- (Acting on ester bonds) | Pfam Endonuclease/Exonuclease/phosphatase family,
EZ55_03345,EZ55,ester (other);organic phosphate,A: degradative + exported,EC 3.1.-.- (Acting on ester bonds) | GO-MF acid phosphatase activity,signal:Signal peptide (Sec/SPI)
EZ55_03598,EZ55,ester (other);organic phosphate,A: degradative + exported,EC 3.1.-.- (Acting on ester bonds) | EC 3.1.3.1 (alkaline phosphatase),loc:Extracellular;signal:TAT lipoprotein signal peptide (Tat/SPII)
EZ55_00684,EZ55,ester (other);organic phosphate,A: degradative + exported,EC 3.1.-.- (Acting on ester bonds) | EC 3.1.3.5 (5^-nucleotidase),signal:Signal peptide (Sec/SPI)
EZ55_01190,EZ55,ester (other);organic phosphate,A: degradative + exported,EC 3.1.-.- (Acting on ester bonds) | Pfam Endonuclease/Exonuclease/phosphatase family,signal:Signal peptide (Sec/SPI)
EZ55_02010,EZ55,lipid/ester,"B: degradative, export uncertain",EC 3.1.1.- (Carboxylic ester hydrolases),
EZ55_02020,EZ55,lipid/ester,A: degradative + exported,Pfam Bacterial virulence factor lipase N-terminal,signal:Lipoprotein signal peptide (Sec/SPII)
EZ55_02143,EZ55,lipid/ester,A: degradative + exported,Pfam Patatin-like phospholipase,loc:Extracellular
EZ55_02382,EZ55,lipid/ester,"B: degradative, export uncertain",EC 3.1.1.61 (protein-glutamate methylesterase),
EZ55_02409,EZ55,lipid/ester,"B: degradative, export uncertain",EC 3.1.1.31 (6-phosphogluconolactonase),
EZ55_02439,EZ55,lipid/ester,A: degradative + exported,EC 3.1.1.- (Carboxylic ester hydrolases),signal:Signal peptide (Sec/SPI)
EZ55_02527,EZ55,lipid/ester,A: degradative + exported,Pfam Putative esterase,signal:Signal peptide (Sec/SPI)
EZ55_02612,EZ55,lipid/ester,A: degradative + exported,Pfam Putative esterase,signal:Signal peptide (Sec/SPI)
EZ55_02748,EZ55,lipid/ester,A: degradative + exported,EC 3.1.1.4 (phospholipase A2),loc:Outer membrane;signal:Signal peptide (Sec/SPI)
EZ55_02805,EZ55,lipid/ester,"B: degradative, export uncertain",EC 3.1.1.- (Carboxylic ester hydrolases),
EZ55_02904,EZ55,lipid/ester,A: degradative + exported,EC 3.1.1.45 (carboxymethylenebutenolidase),signal:TAT signal peptide (Tat/SPI)
EZ55_02963,EZ55,lipid/ester,A: degradative + exported,Pfam Putative esterase,signal:Signal peptide (Sec/SPI)
EZ55_03254,EZ55,lipid/ester,A: degradative + exported,Pfam Patatin-like phospholipase,signal:Lipoprotein signal peptide (Sec/SPII)
EZ55_03365,EZ55,lipid/ester,"B: degradative, export uncertain",GO-MF D-type glycerophospholipase activity,
EZ55_03667,EZ55,lipid/ester,"B: degradative, export uncertain",EC 3.1.1.96 (D-aminoacyl-tRNA deacylase),
